subject_id,source_fold,step,checkpoint,eta,task_grad_norm,utility_grad_norm,grad_dot_task_G,cos_task_G,predicted_utility_damage,utility_delta_actual_small_step,predicted_utility_delta,finite_decision_change,predicted_decision_damage_finite,protected_contribution_delta,w_norm_before
11,0,3,t3,0.05,0.4691364602869992,0.4212304584644125,-0.17031759354521006,-0.8618675645188724,0.0,0.008114142909251054,0.008515879677260503,0.0,0.0,0.07429107595116241,0.08033706212154361
11,0,4,t4,0.05,0.4338329188207962,0.3883253960705749,-0.1417001085563589,-0.8411081875706218,0.0,0.006744426727776642,0.007085005427817945,0.02,0.0,0.06751819681572135,0.10318202661269649
14,0,0,t0,0.05,0.27336767020408087,0.17451777126351448,-0.030456452486784365,-0.6383993196871693,0.0,0.0014759691532448271,0.0015228226243392184,0.0,0.0,0.02527180299328759,0.0
14,0,1,t1,0.05,0.2644946390029861,0.16553831043259545,-0.027106860399044225,-0.6191041680868113,0.0,0.0013129261228460587,0.0013553430199522113,0.0,0.0,0.02399870958251071,0.01336933142725168
14,0,2,t2,0.05,0.25613293157596434,0.15702993208060786,-0.024091149513248047,-0.5989761801027975,0.0,0.0011661978634752157,0.0012045574756624025,0.0,0.0,0.022773717659928583,0.02631419826253105
14,0,3,t3,0.05,0.24826128539884332,0.1489815629757032,-0.021379717413535972,-0.5780432276508047,0.0,0.0010343334423495443,0.0010689858706767986,0.01,0.0,0.021596136265202917,0.038856795444361054
14,0,4,t4,0.05,0.24085863519352518,0.1413825058772109,-0.01894529018320327,-0.5563437815834712,0.0,0.0009159959945090335,0.0009472645091601634,0.0,0.0,0.02046523288673631,0.051018419733813554
15,0,0,t0,0.05,0.11376210619910729,0.0933380568673943,-0.00871199285978094,-0.8204662526323464,0.0,0.0004319018319477591,0.000435599642989047,0.0,0.0,0.02085593382572691,0.0
15,0,1,t1,0.05,0.11230290662518237,0.09183041828588875,-0.008426248155466847,-0.8170643551827841,0.0,0.0004178083872940219,0.00042131240777334235,0.0,0.0,0.02047263547389737,0.005490370416325853
15,0,2,t2,0.05,0.11089393609528253,0.09037931450652649,-0.008155486261937536,-0.8137154938512488,0.0,0.0004044507309967846,0.00040777431309687684,0.0,0.0,0.020103970767221743,0.010908768535435024
15,0,3,t3,0.05,0.10953233886490099,0.08898175910237897,-0.007898668445467298,-0.8104198878602032,0.0,0.0003917780655663672,0.0003949334222733649,0.0,0.0,0.019749140217657085,0.016257649085926272
15,0,4,t4,0.05,0.10821546551872846,0.08763497408700474,-0.00765484469542337,-0.8071776560326432,0.0,0.0003797439139392039,0.00038274223477116853,0.0,0.0,0.0194074011029005,0.021539330629490316
16,0,0,t0,0.05,0.2792643919704327,0.19975274185081351,-0.039901157876917726,-0.715281689273183,0.0,0.0019517771908197368,0.0019950578938458864,0.0,0.0,0.022985810571055795,0.0
16,0,1,t1,0.05,0.2707995204779809,0.19281458034958004,-0.03685759541617678,-0.7058934512234405,0.0,0.0018043200866182385,0.001842879770808839,0.0,0.0,0.022041712683572794,0.013961417822528388
16,0,2,t2,0.05,0.26290225917645144,0.18641824904489682,-0.03415108643757595,-0.6968217422663566,0.0,0.0016731010333872476,0.0017075543218787977,0.0,0.0,0.021173462496048075,0.02749767375696358
16,0,3,t3,0.05,0.255520149233059,0.18051003385806141,-0.031736902209514396,-0.6880784231512803,0.0,0.0015559733864679015,0.0015868451104757199,0.0,0.0,0.020373434656264636,0.04063595318481226
16,0,4,t4,0.05,0.24860628857473452,0.17504193744847835,-0.029576938603381092,-0.6796712477757698,0.0,0.001451107506461824,0.0014788469301690547,0.0,0.0,0.01963483518447741,0.05340103004903322
19,0,0,t0,0.05,0.855720609242691,0.770649190051397,-0.5939001741268747,-0.9005850391372034,0.0,0.029070590168218335,0.029695008706343735,0.0,0.0,0.1775219045425144,0.0
19,0,1,t1,0.05,0.8245179677453277,0.7404653091049261,-0.5460298092797463,-0.8943582239611169,0.0,0.026639286595211975,0.02730149046398732,0.0,0.0,0.1705577940470939,0.041173829732737866
19,0,2,t2,0.05,0.7903785626094063,0.7073044863350202,-0.49556523202247127,-0.8864602305221316,0.0,0.02408849370900301,0.024778261601123563,0.0,0.0,0.16278362948708047,0.08082021384133874
19,0,3,t3,0.05,0.7534750482166933,0.671339928307789,-0.4433495310637301,-0.8764656337063929,0.0,0.02146323108612791,0.022167476553186505,0.0,0.0,0.15421761852812232,0.11879190000479127
19,0,4,t4,0.05,0.714134514357006,0.6329032588057535,-0.39043455073620703,-0.8638351625322869,0.0,0.01881835336237425,0.019521727536810352,0.02,0.0,0.1449152450597775,0.15494905183501262
2,0,0,t0,0.05,0.31766453058499566,0.28186963683303323,-0.07945049216838608,-0.887318470319017,0.0,0.0037810775938411645,0.003972524608419304,0.0,0.0,0.048390761198963406,0.0
2,0,1,t1,0.05,0.293365050425959,0.25754731297206895,-0.06562131691796884,-0.868519327621103,0.0,0.0031262102531630642,0.003281065845898442,0.01,0.0,0.043508939303810834,0.01555769580663436
2,0,2,t2,0.05,0.27208708028229456,0.23629349943360317,-0.0545015828120829,-0.847713995060747,0.0,0.0025999446930223824,0.002725079140604145,0.0,0.0,0.039166139346468704,0.029931929127875113
2,0,3,t3,0.05,0.253545061055381,0.2178372005175196,-0.045572368857278396,-0.8251146972091725,0.0,0.002177487758437513,0.00227861844286392,0.01,0.0,0.035316760113600576,0.043261982057010415
2,0,4,t4,0.05,0.23745239760414721,0.2019028455383021,-0.03840382635165046,-0.8010422220234185,0.0,0.0018383592821032968,0.0019201913175825231,0.02,0.0,0.031915327963646656,0.05567356055424333
20,0,0,t0,0.05,0.23866863820856463,0.18893204674796715,-0.03569531828837605,-0.7916080062592044,0.0,0.0017604212766159089,0.0017847659144188026,0.0,0.0,0.018785801487342654,0.0
20,0,1,t1,0.05,0.23368409973313348,0.1843003973334838,-0.03387126687444659,-0.7864586710692215,0.0,0.0016705558650066399,0.0016935633437223296,0.0,0.0,0.018205925328981253,0.01193107077231049
20,0,2,t2,0.05,0.22885460505838637,0.17983075960193223,-0.03215115746417284,-0.7812191352117198,0.0,0.0015858364403815162,0.001607557873208642,0.0,0.0,0.01764449291947113,0.023612759205864597
20,0,3,t3,0.05,0.22417988427138408,0.17552281393963026,-0.030530652807906122,-0.7759000265147783,0.0,0.0015060443532768364,0.0015265326403953062,0.0,0.0,0.017101712112784648,0.03505236881920253
20,0,4,t4,0.05,0.21965902374473503,0.17137557037928258,-0.029005320250430903,-0.7705123200416367,0.0,0.0014309567762383901,0.0014502660125215452,0.01,0.0,0.016577686894222107,0.04625719719988178
21,0,0,t0,0.05,0.23445088943277081,0.1967689710404714,-0.03871802796432589,-0.839275674593031,0.0,0.0018849170638643026,0.0019359013982162946,0.02,0.0,0.03956379947031234,0.0
21,0,1,t1,0.05,0.2248456892787308,0.18839958768464488,-0.035127060025390934,-0.8292341642074971,0.0,0.0017114765734514564,0.0017563530012695467,0.0,0.0,0.03779337252544164,0.011541743974380774
21,0,2,t2,0.05,0.21599303829337796,0.18073810923789424,-0.03197445055387385,-0.8190558015329655,0.0,0.0015590428224476621,0.0015987225276936927,-0.02,0.02,0.03617084461631273,0.022611713585364863
21,0,3,t3,0.05,0.2078106557149184,0.17370470194169071,-0.029194271078669926,-0.8087571420636708,0.0,0.00142448218490554,0.0014597135539334964,0.0,0.0,0.03467886138038906,0.033246633362334584
21,0,4,t4,0.05,0.20022798787248725,0.16723104860724045,-0.026732400021076356,-0.7983551395551182,0.0,0.0013052175621960371,0.0013366200010538178,0.0,0.0,0.03330266347039029,0.043479209689743
22,0,0,t0,0.05,0.36496489647745584,0.2763246626478199,-0.07635531918743152,-0.7571266111205195,0.0,0.0036869631140135084,0.003817765959371576,0.0,0.0,0.03845370251798897,0.0
22,0,1,t1,0.05,0.34915683346885196,0.25898527710746283,-0.06668504256552801,-0.7374503102348026,0.0,0.0032225803638303296,0.003334252128276401,0.02,0.0,0.03548621002490234,0.017850275642807396
22,0,2,t2,0.05,0.33485515632229423,0.24336802922386655,-0.05846873018477831,-0.7174689199302168,0.0,0.002827898022975839,0.0029234365092389155,0.0,0.0,0.03278481488485775,0.03493607927767567
22,0,3,t3,0.05,0.32190040527895936,0.22932087749462263,-0.05147514515622296,-0.6973204515864982,0.0,0.002491836477795384,0.002573757257811148,0.009999999999999998,0.0,0.03032568529011885,0.05132486584186438
22,0,4,t4,0.05,0.31014763442234633,0.2167025656786041,-0.04551050508034361,-0.6771409281742112,0.0,0.002205111604798582,0.0022755252540171806,0.010000000000000002,0.0,0.02808693490879849,0.0670773355295386
23,0,0,t0,0.05,0.2346856711234108,0.13619147545085733,-0.018548117985481477,-0.5803142228017324,0.0,0.000898581316533642,0.0009274058992740739,0.01,0.0,0.0167733352224984,0.0
23,0,1,t1,0.05,0.22765430187595156,0.12977411952927456,-0.01657921815348584,-0.56117710814426,0.0,0.0008036535772924513,0.000828960907674292,0.0,0.0,0.01587751389720039,0.011688017853157182
23,0,2,t2,0.05,0.22115096740194387,0.12391185493453129,-0.01486049215209066,-0.5422896708772855,0.0,0.0007207386645798342,0.0007430246076045331,0.0,0.0,0.015050311715043667,0.023029995562555215
23,0,3,t3,0.05,0.2151212708389527,0.11855170548934478,-0.013355877002946529,-0.523698198111596,0.0,0.0006481114608523075,0.0006677938501473265,0.0,0.0,0.014285138792247618,0.03405029861556524
23,0,4,t4,0.05,0.20951718652872972,0.11364631568574034,-0.012035054739515464,-0.5054437993497336,0.0,0.000584320697230134,0.0006017527369757733,-0.01,0.01,0.013576150921158985,0.044770898928721506
26,0,0,t0,0.05,0.3863964293685791,0.3280926680096917,-0.10764479880171779,-0.8491088871232132,0.0,0.005244494205274897,0.00538223994008589,0.01,0.0,0.05547009359020014,0.0
26,0,1,t1,0.05,0.37106047693829286,0.3138972089471914,-0.09768157962543422,-0.8386494841128764,0.0,0.004754851469858379,0.0048840789812717115,0.0,0.0,0.05304381034195281,0.019096690397101924
26,0,2,t2,0.05,0.35610713597973853,0.30006970842834474,-0.08838083439395839,-0.827094673402107,0.0,0.004298450605313031,0.00441904171969792,0.0,0.0,0.05062249161088213,0.03743608928864618
26,0,3,t3,0.05,0.3415904205924702,0.286666764838518,-0.07974587840655685,-0.8143763885693627,0.0,0.0038753162329035473,0.003987293920327843,0.0,0.0,0.048217959467351496,0.05503581414030876
26,0,4,t4,0.05,0.32755582467683975,0.27373700463115924,-0.07176989676834256,-0.8004301443407622,0.0,0.003484987471071843,0.003588494838417128,0.01,0.0,0.045841106863602654,0.0719160518142702
27,0,0,t0,0.05,0.24610919333643097,0.221174915579609,-0.04891834328164721,-0.8986859529660074,0.0,0.002388253610592639,0.0024459171640823607,0.0,0.0,0.045543118786162434,0.0
27,0,1,t1,0.05,0.23649194411020033,0.21185023200314723,-0.044662591324524055,-0.8914531730409184,0.0,0.0021828439978040792,0.002233129566226203,0.0,0.0,0.04367935140955259,0.012269660085192619
27,0,2,t2,0.05,0.22773671625777686,0.2033863592861879,-0.04095354531156916,-0.8841715446815173,0.0,0.00200356060683983,0.002047677265578458,0.0,0.0,0.0419767290742421,0.024062336990422633
27,0,3,t3,0.05,0.2197343266779231,0.1956740569346029,-0.037701606454847575,-0.8768566462173132,0.0,0.0018461586279336778,0.0018850803227423787,0.0,0.0,0.040415212030581765,0.03542003077085366
27,0,4,t4,0.05,0.2123925952343689,0.1886210679172239,-0.03483456755806308,-0.8695223392339559,0.0,0.0017072107734071584,0.001741728377903154,0.0,0.0,0.03897789256480108,0.046379480419689006
28,0,0,t0,0.05,0.17700633992981774,0.1621492098297655,-0.02629236624841734,-0.9160640991668728,0.0,0.00129096505244998,0.001314618312420867,0.0,0.0,0.03803232314001501,0.0
28,0,1,t1,0.05,0.17153409484240717,0.1568931327304106,-0.02452930626099904,-0.9114455194218779,0.0,0.0012050680117919182,0.001226465313049952,0.0,0.0,0.03674278197959043,0.00879687279880459
28,0,2,t2,0.05,0.1664194374393766,0.15199354908508605,-0.02293621060386938,-0.9067598676924886,0.0,0.0011273952270945548,0.001146810530193469,0.0,0.0,0.03553755072973354,0.017320812892431058
28,0,3,t3,0.05,0.1616297875580569,0.14741780650735803,-0.02149235828787736,-0.9020124722225658,0.0,0.0010569497992009291,0.001074617914393868,0.0,0.0,0.034408966952406875,0.02558934000602112
28,0,4,t4,0.05,0.1571361454355327,0.1431368554967502,-0.02017999578634628,-0.8972083573133228,0.0,0.000992876877977486,0.001008999789317314,0.0,0.0,0.03335024086805449,0.03361839148154544
3,0,0,t0,0.05,0.24649398615706739,0.22220620089272827,-0.04937559571517954,-0.9014668624905261,0.0,0.002417832041409246,0.0024687797857589774,0.0,0.0,0.03859283943619345,0.0
3,0,1,t1,0.05,0.2379605298928701,0.21408391975139981,-0.045619708373613434,-0.895495575199335,0.0,0.0022354762245567206,0.002280985418680672,0.0,0.0,0.03737174928569397,0.012239134474589323
3,0,2,t2,0.05,0.23005770078077975,0.20658654519280742,-0.042271761247350326,-0.8894293237560132,0.0,0.002072829783690472,0.0021135880623675165,0.0,0.0,0.036236634530538575,0.02405828884540413
3,0,3,t3,0.05,0.22272946446902409,0.1996586482899926,-0.03927960708115184,-0.8832857778901011,0.0,0.001927380295631026,0.0019639803540575924,0.0,0.0,0.03517908698892695,0.035487353555260136
3,0,4,t4,0.05,0.2159247755364148,0.1932496889173609,-0.03659835288370795,-0.8770819145841628,0.0,0.00179696434443824,0.0018299176441853974,0.0,0.0,0.034191641793303446,0.04655359711118257
30,0,0,t0,0.05,0.27095809960772554,0.18860847962952243,-0.03557315858815997,-0.6960797370387108,0.0,0.0017259102461043285,0.0017786579294079988,0.01,0.0,0.029345685504668702,0.0
30,0,1,t1,0.05,0.2617823056258683,0.17901432934505418,-0.031772401149149115,-0.6779877707079991,0.0,0.0015429182770113348,0.001588620057457456,0.01,0.0,0.027641796611433133,0.013521607570338514
30,0,2,t2,0.05,0.2534031797485611,0.17032234744551547,-0.028491305886106384,-0.6601286175973018,0.0,0.0013848460235367233,0.0014245652943053193,0.0,0.0,0.026086780934200395,0.026583261889021444
30,0,3,t3,0.05,0.24573233327885224,0.16244330377551514,-0.025650620193152007,-0.6425895274200172,0.0,0.0012479055186293553,0.0012825310096576004,0.009999999999999998,0.0,0.02466591808402953,0.039222436995260686
30,0,4,t4,0.05,0.23869158242660196,0.1552969606877245,-0.023184172599537218,-0.6254483112801132,0.0,0.0011289320121685154,0.001159208629976861,0.010000000000000002,0.0,0.0233661357165815,0.05147261126153053
31,0,0,t0,0.05,0.2107397742415842,0.18286624128974438,-0.03344006220343904,-0.8677346006275906,0.0,0.0016463606621298643,0.0016720031101719523,0.0,0.0,0.028926401722387914,0.0
31,0,1,t1,0.05,0.20561858118552845,0.17785108636929314,-0.03152960348159208,-0.862183108057996,0.0,0.0015528622136174453,0.0015764801740796041,0.0,0.0,0.028076479121272504,0.010487734315537275
31,0,2,t2,0.05,0.20077148709667764,0.17311511550325454,-0.02977230093330502,-0.8565944368246724,0.0,0.001466824048693055,0.001488615046665251,0.0,0.0,0.027272691715808865,0.02072240420608195
31,0,3,t3,0.05,0.19617896093367823,0.16863849296592098,-0.028153091773208957,-0.850975040724104,0.0,0.001387515358579755,0.001407654588660448,0.0,0.0,0.026511557648232306,0.030717044965529055
31,0,4,t4,0.05,0.1918231018240152,0.16440301474465632,-0.026658621318210653,-0.8453311277931949,0.0,0.0013142878889096377,0.0013329310659105328,0.01,0.0,0.02578992176164971,0.04048378090876731
32,0,0,t0,0.05,0.613864881345839,0.47614012124925553,-0.22670941506325584,-0.7756431739752494,0.0,0.010903677464039363,0.011335470753162793,0.01,0.0,0.08116935508630459,0.0
32,0,1,t1,0.05,0.5808786162470536,0.4466553910377932,-0.19623194510237682,-0.7563306887022202,0.0,0.009408764937109237,0.009811597255118841,0.0,0.0,0.07600192452131287,0.03017837595193302
32,0,2,t2,0.05,0.5484620308487954,0.4179598270082817,-0.16817394650495388,-0.733630855156621,0.0,0.008037544100932326,0.008408697325247695,0.01,0.0,0.0707660822773471,0.05874177934754834
32,0,3,t3,0.05,0.5168990920417487,0.3903669619689223,-0.14268808131406024,-0.7071456147982781,0.0,0.0067967895558256886,0.007134404065703013,0.0,0.0,0.06552158140022774,0.08571270173559382
32,0,4,t4,0.05,0.48646638065393644,0.36418970493059527,-0.11985841340809536,-0.6765314700351949,0.0,0.0056896693498546536,0.005992920670404769,0.0,0.0,0.06032928265433107,0.11112693436793655
33,0,0,t0,0.05,0.18911729897164792,0.14622941141567816,-0.021383040762975664,-0.7732204263364819,0.0,0.0010540736338501,0.0010691520381487833,0.0,0.0,0.018978246247310603,0.0
33,0,1,t1,0.05,0.18538511425209944,0.14296379607410106,-0.020317611516813935,-0.7666048419682095,0.0,0.001001800147068202,0.0010158805758406968,0.0,0.0,0.018448086364970865,0.00926487334212911
33,0,2,t2,0.05,0.1818140305154594,0.13985680931953587,-0.01932520749797178,-0.7599989361283359,0.0,0.0009530910676760207,0.000966260374898589,0.0,0.0,0.017950159849890325,0.018348729165276755
33,0,3,t3,0.05,0.17839347293173674,0.13689784296774557,-0.01839941515479526,-0.7534046135336553,0.0,0.0009076350335519012,0.000919970757739763,0.0,0.0,0.01748195728230604,0.027259219095680923
33,0,4,t4,0.05,0.17511379436527114,0.13407722182906137,-0.0175345106240187,-0.7468237207397797,0.0,0.0008651539950119136,0.0008767255312009351,0.0,0.0,0.01704120529858459,0.03600349811164147
34,0,0,t0,0.05,0.5717415816973648,0.5204032460781246,-0.27081953852864915,-0.9102070677503508,0.0,0.012559512225982727,0.013540976926432458,0.02,0.0,0.0952679139137974,0.0
34,0,1,t1,0.05,0.5030210830767464,0.45357301477560386,-0.20227650986700976,-0.8865679682719132,0.0,0.00942915915910636,0.010113825493350489,0.02,0.0,0.08061391023279461,0.028223925030688293
34,0,2,t2,0.05,0.4487217183302478,0.4012781758435329,-0.15486601600956285,-0.8600693503505057,0.0,0.00726419211049284,0.007743300800478143,-0.010000000000000002,0.010000000000000002,0.06867279999829504,0.05304673195642199
34,0,3,t3,0.05,0.4061427253124656,0.3609271963339972,-0.12195209623856197,-0.8319379841770704,0.0,0.005759082957212891,0.006097604811928099,0.0,0.0,0.0590025973127109,0.07513982654146686
34,0,4,t4,0.05,0.3727828677599732,0.3300567059222751,-0.09886447487555605,-0.8035182084306098,0.0,0.004700510257916901,0.004943223743777803,0.020000000000000004,0.0,0.05119106342423102,0.09505213879052186
35,0,0,t0,0.05,0.10561411538205923,0.08759775767749924,-0.007673367150125881,-0.8294124575716376,0.0,0.0003797629658137125,0.0003836683575062941,0.0,0.0,0.020732344574292044,0.0
35,0,1,t1,0.05,0.1039642298158721,0.08609485158304515,-0.007388827790189637,-0.8254940307613147,0.0,0.0003657673710178999,0.0003694413895094819,0.0,0.0,0.02024441141290087,0.005261741737898
35,0,2,t2,0.05,0.10238148183969191,0.08466023084669001,-0.0071215385076733514,-0.8216227697862352,0.0,0.0003526155764448438,0.00035607692538366757,0.0,0.0,0.01977859078940894,0.010441723327342538
35,0,3,t3,0.05,0.10086157572615771,0.08328942527974978,-0.006870093183940556,-0.8177988522749358,0.0,0.0003402391562711618,0.0003435046591970278,0.0,0.0,0.01933346921561578,0.015543176952969742
35,0,4,t4,0.05,0.09940057676292151,0.08197833637636004,-0.00663322729813452,-0.8140223727584321,0.0,0.000328576539929841,0.000331661364906726,0.0,0.0,0.01890775069583417,0.020569132089101348
38,0,0,t0,0.05,0.2613550482958633,0.23181892105644064,-0.05374001215977229,-0.8869883490136107,0.0,0.0026125160553808757,0.0026870006079886145,0.0,0.0,0.032450224978785885,0.0
38,0,1,t1,0.05,0.24976418975124945,0.22028033475955824,-0.04824933497156782,-0.8769712460288859,0.0,0.0023475825366886527,0.002412466748578391,0.0,0.0,0.030637999116275128,0.012721203329673773
38,0,2,t2,0.05,0.23917861503374413,0.20976886931104183,-0.04347810617558617,-0.8665769800504468,0.0,0.0021172208073312326,0.002173905308779309,0.03,0.0,0.028978274990189012,0.024878705495888796
38,0,3,t3,0.05,0.22950086509253065,0.20018796839829409,-0.03932050197632142,-0.8558480389705696,0.0,0.0019163616695047625,0.001966025098816071,0.0,0.0,0.02745683665765286,0.03651973843163452
38,0,4,t4,0.05,0.22064318043964898,0.1914503712227422,-0.035687517154175286,-0.8448303549668236,0.0,0.0017407389904486315,0.0017843758577087644,0.010000000000000002,0.0,0.026060893703390264,0.047686939440693785
40,0,0,t0,0.05,0.3252844694014943,0.2257161530167572,-0.05094778173268419,-0.6939037780984275,0.0,0.0024530204653654963,0.0025473890866342095,0.01,0.0,0.030890370484996398,0.0
40,0,1,t1,0.05,0.3111854150954997,0.21198431152111127,-0.044307542752602666,-0.6716679793005148,0.0,0.002134248607405187,0.0022153771376301336,0.01,0.0,0.028819816439943385,0.01561282460741287
40,0,2,t2,0.05,0.29830906206129026,0.19953224455985252,-0.03862994960528139,-0.6489997567355758,0.0,0.001861651870400327,0.0019314974802640697,0.009999999999999998,0.0,0.026919440975871685,0.030551170559710055
40,0,3,t3,0.05,0.28654046136045247,0.18825156778294444,-0.033769625565440116,-0.6260393144189423,0.0,0.0016282618839883467,0.0016884812782720058,0.0,0.0,0.02517481740073961,0.04487129349697926
40,0,4,t4,0.05,0.27577463238462446,0.1780421685774711,-0.02960379450402511,-0.6029344551728207,0.0,0.0014281928357391949,0.0014801897252012556,0.010000000000000002,0.0,0.023572753866312177,0.058624166693679196
41,0,0,t0,0.05,0.21190586383876647,0.18365604121754417,-0.033729541475700314,-0.8666867008764306,0.0,0.0016238518064238816,0.0016864770737850159,0.0,0.0,0.02915109398312808,0.0
41,0,1,t1,0.05,0.2003960364245486,0.1716399385456891,-0.029290349137369096,-0.8515633157572651,0.0,0.0014201865041169603,0.0014645174568684548,0.03,0.0,0.02548618141107954,0.010538935129599575
41,0,2,t2,0.05,0.19170456569789177,0.16261780370469472,-0.026142478597591043,-0.8385830391546505,0.0,0.0012747787678265565,0.0013071239298795521,0.0,0.0,0.022637402316239306,0.02050268413211677
41,0,3,t3,0.05,0.184991247529018,0.15570300383344413,-0.023837961415726094,-0.8276005859147819,0.0,0.0011674975584771707,0.0011918980707863048,0.0,0.0,0.020417864486551737,0.030021116703401428
41,0,4,t4,0.05,0.17966024531898542,0.15025732759567242,-0.02209051889887108,-0.8183104698256092,0.0,0.0010854679459878502,0.001104525944943554,0.0,0.0,0.0186814497457512,0.03918889430653334
43,0,0,t0,0.05,0.14085306096784436,0.11603610943588291,-0.013464378693016206,-0.823809135865669,0.0,0.000665406845519495,0.0006732189346508104,0.0,0.0,0.026559881489866814,0.0
43,0,1,t1,0.05,0.13836975023694398,0.11343122214877933,-0.012858346776693917,-0.8192398869996004,0.0,0.000635680951357312,0.0006429173388346959,0.0,0.0,0.0258484892018888,0.0070286643538205636
43,0,2,t2,0.05,0.13601256903453368,0.11096341705398201,-0.012296831396438574,-0.8147681895545814,0.0,0.0006081248010048473,0.0006148415698219288,0.0,0.0,0.02517395916079488,0.013932838975587995
43,0,3,t3,0.05,0.1337716728186901,0.10862227902058794,-0.011775500947110317,-0.8103936405801767,0.0,0.0005825285045545497,0.0005887750473555159,0.0,0.0,0.024533573272425654,0.020718660280399755
43,0,4,t4,0.05,0.13163819753816508,0.10639840420449871,-0.011290539124558475,-0.8061156052607288,0.0,0.0005587070013982204,0.0005645269562279238,0.0,0.0,0.023924873629087656,0.02739179894456557
44,0,0,t0,0.05,0.2442258436390521,0.19720140645121656,-0.0388883947063379,-0.807454946483741,0.0,0.0019120179736301923,0.001944419735316895,0.0,0.0,0.03194241733451939,0.0
44,0,1,t1,0.05,0.23825467079875737,0.1916233035190841,-0.03653238754620951,-0.8001809624341911,0.0,0.0017967580746313938,0.0018266193773104754,0.0,0.0,0.030831176850001175,0.012122839520181313
44,0,2,t2,0.05,0.23258360948034576,0.18634541901539103,-0.03436377301674512,-0.7928716959301182,0.0,0.0016906049563569225,0.001718188650837256,0.0,0.0,0.029791426742347513,0.023948870777210193
44,0,3,t3,0.05,0.22718853297548752,0.18134381253606752,-0.03236312440964844,-0.7855271284316372,0.0,0.0015926220322586004,0.0016181562204824222,0.0,0.0,0.02881660514778482,0.03549278739758832
44,0,4,t4,0.05,0.22204807433215798,0.1765972972953137,-0.030513577668817973,-0.7781475534202777,0.0,0.0015019952534882641,0.0015256788834408987,0.0,0.0,0.02790093585391383,0.04676811998971504
45,0,0,t0,0.05,0.276294249999984,0.2563535894121702,-0.0657171628045036,-0.9278280428162833,0.0,0.0032199387266105273,0.00328585814022518,0.0,0.0,0.047288053773859556,0.0
45,0,1,t1,0.05,0.2666443513819342,0.24670909064177274,-0.06072369736252324,-0.9230826765131483,0.0,0.0029776334935061877,0.003036184868126162,0.0,0.0,0.04539775078681148,0.013789923022691523
45,0,2,t2,0.05,0.257746207080827,0.23782510940885,-0.05628898288474014,-0.9182762290996024,0.0,0.002762184239542137,0.002814449144237007,0.0,0.0,0.043651596941347084,0.027098482260198536
