frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
15063,15063,mi,12,1,left_hand,1,1,train_geometry,50,32
15064,15064,mi,12,1,right_hand,1,1,train_geometry,50,32
15066,15066,mi,12,1,left_hand,1,1,train_geometry,50,32
15067,15067,mi,12,1,right_hand,1,1,train_geometry,50,32
15068,15068,mi,12,1,left_hand,1,1,train_geometry,50,32
15070,15070,mi,12,1,right_hand,1,1,train_geometry,50,32
15071,15071,mi,12,1,right_hand,1,1,train_geometry,50,32
15072,15072,mi,12,1,left_hand,1,1,train_geometry,50,32
15073,15073,mi,12,1,left_hand,1,1,train_geometry,50,32
15076,15076,mi,12,1,left_hand,1,1,train_geometry,50,32
15078,15078,mi,12,1,left_hand,1,1,train_geometry,50,32
15079,15079,mi,12,1,right_hand,1,1,train_geometry,50,32
15080,15080,mi,12,1,right_hand,1,1,train_geometry,50,32
15081,15081,mi,12,1,left_hand,1,1,train_geometry,50,32
15083,15083,mi,12,1,right_hand,1,1,train_geometry,50,32
15085,15085,mi,12,1,left_hand,1,1,train_geometry,50,32
15087,15087,mi,12,1,left_hand,1,1,train_geometry,50,32
15089,15089,mi,12,1,right_hand,1,1,train_geometry,50,32
15092,15092,mi,12,1,left_hand,1,1,train_geometry,50,32
15094,15094,mi,12,1,right_hand,1,1,train_geometry,50,32
15096,15096,mi,12,1,left_hand,1,1,train_geometry,50,32
15097,15097,mi,12,1,right_hand,1,1,train_geometry,50,32
15098,15098,mi,12,1,left_hand,1,1,train_geometry,50,32
15100,15100,mi,12,1,left_hand,1,1,train_geometry,50,32
15101,15101,mi,12,1,left_hand,1,1,train_geometry,50,32
15102,15102,mi,12,1,right_hand,1,1,train_geometry,50,32
15103,15103,mi,12,1,left_hand,1,1,train_geometry,50,32
15105,15105,mi,12,1,left_hand,1,1,train_geometry,50,32
15106,15106,mi,12,1,left_hand,1,1,train_geometry,50,32
15110,15110,mi,12,1,left_hand,1,1,train_geometry,50,32
15111,15111,mi,12,1,left_hand,1,1,train_geometry,50,32
15113,15113,mi,12,1,right_hand,1,1,train_geometry,50,32
15114,15114,mi,12,1,left_hand,1,1,train_geometry,50,32
15115,15115,mi,12,1,left_hand,1,1,train_geometry,50,32
15117,15117,mi,12,1,right_hand,1,1,train_geometry,50,32
15120,15120,mi,12,1,right_hand,1,1,train_geometry,50,32
