stage,c_index,interaction_norm,interaction_top1_margin,interaction_true_margin,native_correct_interaction_norm,native_correct_n,native_correct_true_margin,native_error_interaction_norm,native_error_n,native_error_rate,native_error_true_margin,p_index,positive_true_margin_rate,session,split,subject,train_rank,train_subject_equal_interaction_norm,trial_count
classifier_input,0,1.8349473407397454e-07,-2.2351741790771484e-08,-0.2114887535572052,1.8349473407397454e-07,32,-0.2114887535572052,,0,0.0,,3,0.125,1,TRAIN,1,1,1.992164584407874e-07,32
classifier_input,0,2.100873643939849e-07,-4.190951585769653e-08,-0.2676158547401428,2.0620740315280273e-07,29,-0.29530027508735657,2.475935616530478e-07,3,0.09375,2.682209014892578e-07,3,0.15625,2,TRAIN,1,1,1.992164584407874e-07,32
classifier_input,0,1.8481138397419272e-07,-2.7939677238464355e-08,-0.21477621793746948,1.8481138397419272e-07,32,-0.21477621793746948,,0,0.0,,3,0.125,1,TRAIN,10,1,1.992164584407874e-07,32
classifier_input,0,2.1179519649194845e-07,5.21540641784668e-08,-0.2230975329875946,2.1179519649194845e-07,32,-0.2230975329875946,,0,0.0,,3,0.15625,2,TRAIN,10,1,1.992164584407874e-07,32
classifier_input,0,2.048506075880141e-07,7.916241884231567e-08,-0.21830293536186218,2.048506075880141e-07,32,-0.21830293536186218,,0,0.0,,3,0.15625,1,TRAIN,14,1,1.992164584407874e-07,32
classifier_input,0,1.8129640011466108e-07,-4.190951585769653e-09,-0.1676861047744751,1.840328565094751e-07,30,-0.1531696766614914,1.4024968209014332e-07,2,0.0625,-0.38543224334716797,3,0.1875,2,TRAIN,14,1,1.992164584407874e-07,32
classifier_input,0,1.7879773395179654e-07,1.4901161193847656e-08,-0.18014144897460938,1.7879773395179654e-07,32,-0.18014144897460938,,0,0.0,,3,0.09375,1,TRAIN,16,1,1.992164584407874e-07,32
classifier_input,0,1.7505578853160841e-07,0.0,-0.23296086490154266,1.770105484411033e-07,31,-0.23945572972297668,1.1445798975273647e-07,1,0.03125,-0.03162062168121338,3,0.09375,2,TRAIN,16,1,1.992164584407874e-07,32
classifier_input,0,2.3816414795874152e-07,3.5390257835388184e-08,-0.23230472207069397,2.3816414795874152e-07,32,-0.23230472207069397,,0,0.0,,3,0.125,1,TRAIN,19,1,1.992164584407874e-07,32
classifier_input,0,2.0073518669505575e-07,2.2351741790771484e-08,-0.17493979632854462,2.0073518669505575e-07,32,-0.17493979632854462,,0,0.0,,3,0.1875,2,TRAIN,19,1,1.992164584407874e-07,32
classifier_input,0,2.3449267416708608e-07,4.0978193283081055e-08,-0.23716962337493896,2.3449267416708608e-07,32,-0.23716962337493896,,0,0.0,,3,0.03125,1,TRAIN,2,1,1.992164584407874e-07,32
classifier_input,0,2.1668975591637718e-07,-3.166496753692627e-08,-0.1516638994216919,2.1799225180529902e-07,31,-0.15655629336833954,1.7631292337227933e-07,1,0.03125,1.4901161193847656e-07,3,0.0625,2,TRAIN,2,1,1.992164584407874e-07,32
classifier_input,0,1.8221848563371168e-07,1.0710209608078003e-08,-0.25272756814956665,1.8221848563371168e-07,32,-0.25272756814956665,,0,0.0,,3,0.09375,1,TRAIN,22,1,1.992164584407874e-07,32
classifier_input,0,2.1827274565566768e-07,-4.6566128730773926e-09,-0.2523247003555298,2.2138689814710233e-07,30,-0.26028773188591003,1.715601740670536e-07,2,0.0625,-0.13287919759750366,3,0.09375,2,TRAIN,22,1,1.992164584407874e-07,32
classifier_input,0,1.7907836991071235e-07,-1.257285475730896e-08,-0.1742972731590271,1.8326083761621703e-07,31,-0.1799197643995285,4.942156195397729e-08,1,0.03125,-5.960464477539063e-08,3,0.125,1,TRAIN,23,1,1.992164584407874e-07,32
classifier_input,0,1.7507758798274153e-07,-3.702007234096527e-08,-0.10397640615701675,1.8955552150146104e-07,13,-0.19322535395622253,1.651716416972704e-07,19,0.59375,-0.042911335825920105,3,0.25,2,TRAIN,23,1,1.992164584407874e-07,32
classifier_input,0,2.2540888267030823e-07,3.4458935260772705e-08,-0.24927127361297607,2.2540888267030823e-07,32,-0.24927127361297607,,0,0.0,,3,0.09375,1,TRAIN,26,1,1.992164584407874e-07,32
classifier_input,0,2.130296508084939e-07,-2.1420419216156006e-08,-0.21150344610214233,2.130296508084939e-07,32,-0.21150344610214233,,0,0.0,,3,0.09375,2,TRAIN,26,1,1.992164584407874e-07,32
classifier_input,0,1.8752866992599593e-07,-2.8870999813079834e-08,-0.23400889337062836,1.8752866992599593e-07,32,-0.23400889337062836,,0,0.0,,3,0.09375,1,TRAIN,27,1,1.992164584407874e-07,32
classifier_input,0,1.9659427152873832e-07,-7.264316082000732e-08,-0.2507639527320862,1.9659427152873832e-07,32,-0.2507639527320862,,0,0.0,,3,0.125,2,TRAIN,27,1,1.992164584407874e-07,32
classifier_input,0,1.9936607031922904e-07,2.421438694000244e-08,-0.1960633397102356,1.9936607031922904e-07,32,-0.1960633397102356,,0,0.0,,3,0.15625,1,TRAIN,28,1,1.992164584407874e-07,32
classifier_input,0,2.0359064478725486e-07,6.239861249923706e-08,-0.19777905941009521,2.0242084985966358e-07,30,-0.2109643667936325,2.2113732711659395e-07,2,0.0625,-4.470348358154297e-08,3,0.15625,2,TRAIN,28,1,1.992164584407874e-07,32
classifier_input,0,2.3419929107149073e-07,2.1420419216156006e-08,-0.2094978243112564,2.4120714670061716e-07,29,-0.2119527906179428,1.6645685718685854e-07,3,0.09375,-0.18576665222644806,3,0.1875,1,TRAIN,3,1,1.992164584407874e-07,32
classifier_input,0,2.209903300354199e-07,2.421438694000244e-08,-0.2202938199043274,2.2476287142580986e-07,31,-0.22669675946235657,1.0404169614730563e-07,1,0.03125,-0.02180194854736328,3,0.09375,2,TRAIN,3,1,1.992164584407874e-07,32
classifier_input,0,2.0633316921703226e-07,6.798654794692993e-08,-0.2657187581062317,2.0633316921703226e-07,32,-0.2657187581062317,,0,0.0,,3,0.09375,1,TRAIN,30,1,1.992164584407874e-07,32
classifier_input,0,2.0081388640846853e-07,-1.1175870895385742e-08,-0.2198750376701355,2.094899400617578e-07,28,-0.22360488772392273,1.400814966245889e-07,4,0.125,-0.19376614689826965,3,0.15625,2,TRAIN,30,1,1.992164584407874e-07,32
classifier_input,0,1.7524645556932228e-07,1.862645149230957e-09,-0.23427829146385193,1.7524645556932228e-07,32,-0.23427829146385193,,0,0.0,,3,0.0625,1,TRAIN,31,1,1.992164584407874e-07,32
classifier_input,0,2.1367459623888863e-07,1.862645149230957e-08,-0.25930479168891907,2.1367459623888863e-07,32,-0.25930479168891907,,0,0.0,,3,0.03125,2,TRAIN,31,1,1.992164584407874e-07,32
classifier_input,0,1.8899035580943746e-07,7.450580596923828e-09,-0.15794852375984192,1.8899035580943746e-07,32,-0.15794852375984192,,0,0.0,,3,0.09375,1,TRAIN,32,1,1.992164584407874e-07,32
classifier_input,0,1.6786646028776886e-07,-1.3969838619232178e-08,-0.202254056930542,1.7074818003948167e-07,23,-0.2813969552516937,1.6050206852469273e-07,9,0.28125,6.622738624173508e-08,3,0.25,2,TRAIN,32,1,1.992164584407874e-07,32
classifier_input,0,2.2000155297519086e-07,-1.862645149230957e-09,-0.21936772763729095,2.2000155297519086e-07,32,-0.21936772763729095,,0,0.0,,3,0.09375,1,TRAIN,33,1,1.992164584407874e-07,32
classifier_input,0,2.4598847403467516e-07,1.955777406692505e-08,-0.21820367872714996,2.4598847403467516e-07,32,-0.21820367872714996,,0,0.0,,3,0.125,2,TRAIN,33,1,1.992164584407874e-07,32
classifier_input,0,1.9990199007224874e-07,9.313225746154785e-09,-0.1799575537443161,1.9990199007224874e-07,32,-0.1799575537443161,,0,0.0,,3,0.1875,1,TRAIN,35,1,1.992164584407874e-07,32
classifier_input,0,1.8670795043362887e-07,-6.05359673500061e-08,-0.14906933903694153,2.0165528269444621e-07,28,-0.1590317189693451,8.20766814513263e-08,4,0.125,-0.07933274656534195,3,0.09375,2,TRAIN,35,1,1.992164584407874e-07,32
classifier_input,0,1.8933576484414516e-07,1.955777406692505e-08,-0.179843008518219,1.9047116950332565e-07,31,-0.18564440310001373,1.5413880305459315e-07,1,0.03125,5.960464477539063e-08,3,0.28125,1,TRAIN,40,1,1.992164584407874e-07,32
classifier_input,0,1.8471453699930862e-07,-4.6566128730773926e-09,-0.205358624458313,1.8471453699930862e-07,32,-0.205358624458313,,0,0.0,,3,0.0625,2,TRAIN,40,1,1.992164584407874e-07,32
classifier_input,0,2.2955009626457468e-07,1.862645149230957e-09,-0.22445344924926758,2.2955009626457468e-07,32,-0.22445344924926758,,0,0.0,,3,0.03125,1,TRAIN,43,1,1.992164584407874e-07,32
classifier_input,0,2.4578298507549334e-07,5.21540641784668e-08,-0.20967015624046326,2.4578298507549334e-07,32,-0.20967015624046326,,0,0.0,,3,0.03125,2,TRAIN,43,1,1.992164584407874e-07,32
classifier_input,0,1.8896538733770285e-07,-3.3527612686157227e-08,-0.11411017924547195,1.8896538733770285e-07,32,-0.11411017924547195,,0,0.0,,3,0.09375,1,TRAIN,45,1,1.992164584407874e-07,32
