method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
A10_FULL_PUD_FREEZE,0,0,15,0.83,0.8299829982998299,100,0.77,0.0599999999999999,False,1.1519180000177585,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,19,0.6799999999999999,0.6794871794871795,100,0.7,-0.02,True,1.1326049999915997,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,32,0.63,0.6296667000300271,100,0.63,0.0,False,1.2510954000172203,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,33,0.79,0.7894736842105263,100,0.8,-0.01,True,1.1266346999909729,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,41,0.75,0.7497747973175859,100,0.74,0.01,False,1.290429699991364,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,46,0.61,0.6032956972841013,100,0.61,0.0,False,1.2841194000211544,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,47,0.96,0.959983993597439,100,0.94,0.02,False,1.019849099975545,26146,False,False,False
A10_FULL_PUD_FREEZE,0,0,49,0.78,0.779205138498595,100,0.79,-0.01,True,1.1984231999958863,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,15,0.8,0.7996794871794872,100,0.74,0.06,False,1.218069700000342,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,19,0.68,0.68,100,0.64,0.04,False,1.302092799975071,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,32,0.62,0.614448051948052,100,0.55,0.0699999999999999,False,1.088343499985058,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,33,0.79,0.7863899908452854,100,0.76,0.03,False,1.0832432999741286,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,41,0.72,0.7189883580891208,100,0.71,0.01,False,1.302689099975396,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,46,0.63,0.6236395076797885,100,0.61,0.02,False,1.3979426000150852,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,47,0.91,0.9099189270343307,100,0.92,-0.01,True,1.1281403999892063,26146,False,False,False
A10_FULL_PUD_FREEZE,0,1,49,0.84,0.8399359743897559,100,0.85,-0.01,True,1.1581044999766164,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,15,0.8400000000000001,0.8397435897435898,100,0.84,1.1102230246251563e-16,False,1.2896287000039592,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,19,0.7,0.6995192307692308,100,0.6699999999999999,0.03,False,1.2183743999921717,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,32,0.63,0.62996299629963,100,0.62,0.01,False,1.340898800001014,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,33,0.79,0.7837503861600247,100,0.83,-0.0399999999999999,True,1.376364999974612,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,41,0.74,0.7398959583833533,100,0.74,0.0,False,1.283953299978748,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,46,0.6799999999999999,0.6794871794871795,100,0.6799999999999999,0.0,False,1.2612084999564104,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,47,0.95,0.94999499949995,100,0.93,0.02,False,1.4126871000044048,26146,False,False,False
A10_FULL_PUD_FREEZE,0,2,49,0.87,0.8696741854636592,100,0.85,0.02,False,1.2739502000040377,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,2,0.73,0.7286704853783539,100,0.73,0.0,False,1.0241544999880716,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,14,0.77,0.7660461804495982,100,0.8,-0.03,True,1.1150484000099825,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,34,0.6699999999999999,0.6576408341114224,100,0.69,-0.02,True,1.2719972000340931,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,40,0.8,0.797979797979798,100,0.8200000000000001,-0.02,True,1.063665299967397,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,43,0.92,0.919967987194878,100,0.9,0.0199999999999999,False,0.946145499998238,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,44,0.73,0.7198879551820728,100,0.74,-0.01,True,1.3595183999859728,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,48,0.72,0.7198879551820728,100,0.73,-0.01,True,1.2132398000103422,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,50,0.6,0.5894909688013137,100,0.58,0.02,False,1.0108986000414006,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,2,0.75,0.7497747973175859,100,0.75,0.0,False,1.0649986999924297,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,14,0.77,0.767182913250329,100,0.79,-0.02,True,1.146829199977219,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,34,0.65,0.64996499649965,100,0.63,0.02,False,1.2216502000228502,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,40,0.8200000000000001,0.8164014687882497,100,0.81,0.01,False,1.0990430999663658,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,43,0.86,0.859775641025641,100,0.85,0.01,False,1.2237713999929838,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,44,0.78,0.7756017951856384,100,0.77,0.01,False,0.9558185000205413,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,48,0.69,0.6897207486738064,100,0.69,0.0,False,0.9037709999829532,26146,False,False,False
A10_FULL_PUD_FREEZE,1,1,50,0.62,0.62,100,0.63,-0.01,True,0.9044070999952964,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,2,0.76,0.7596153846153846,100,0.75,0.01,False,1.1170659000054002,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,14,0.74,0.7362012987012987,100,0.76,-0.02,True,1.0189894999493845,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,34,0.65,0.6457131288591963,100,0.63,0.02,False,1.0485174999921585,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,40,0.8,0.7933030177759405,100,0.78,0.02,False,1.121050599962473,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,43,0.9,0.8999599839935974,100,0.89,0.01,False,0.982039500027895,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,44,0.78,0.7756017951856384,100,0.76,0.02,False,1.0591724999831058,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,48,0.65,0.6439833180754755,100,0.65,0.0,False,1.0266690999851562,26146,False,False,False
A10_FULL_PUD_FREEZE,1,2,50,0.53,0.4725620020199753,100,0.58,-0.0499999999999999,True,1.0996782999718562,26146,False,False,False
A10_FULL_PUD_FREEZE,2,0,9,0.54,0.5398159263705482,100,0.5700000000000001,-0.03,True,1.24385309999343,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,10,0.6699999999999999,0.6601791782514674,100,0.6699999999999999,0.0,False,1.3360797999775968,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,16,0.8500000000000001,0.849624060150376,100,0.8500000000000001,0.0,False,1.3176750999991782,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,21,0.81,0.8095238095238095,100,0.8200000000000001,-0.01,True,1.2894390999572352,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,22,0.64,0.64,100,0.65,-0.01,True,1.2893657999811694,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,31,0.87,0.8698828946051447,100,0.86,0.01,False,1.2893021000199951,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,45,0.73,0.72997299729973,100,0.7,0.03,False,1.3700922999996692,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,53,0.79,0.7874278773155178,100,0.76,0.03,False,1.376148400013335,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,9,0.5800000000000001,0.5757575757575757,100,0.5800000000000001,0.0,False,1.4055426999693736,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,10,0.72,0.7171717171717171,100,0.6799999999999999,0.04,False,1.3158425000146965,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,16,0.8,0.8,100,0.81,-0.01,True,1.2430673000053505,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,21,0.8300000000000001,0.8291628982011858,100,0.83,1.1102230246251563e-16,False,1.3138370999949984,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,22,0.64,0.6376811594202898,100,0.6399999999999999,1.1102230246251563e-16,False,1.3440523000317626,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,31,0.85,0.84998499849985,100,0.86,-0.01,True,1.302505600033328,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,45,0.74,0.74,100,0.75,-0.01,True,1.2855067000491545,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,53,0.76,0.7575757575757576,100,0.73,0.03,False,1.326172599976417,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,9,0.56,0.5571658615136876,100,0.55,0.01,False,1.2428633000236005,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,10,0.66,0.6598639455782312,100,0.66,0.0,False,1.3961142000043765,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,16,0.84,0.84,100,0.85,-0.01,True,1.30605579999974,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,21,0.8300000000000001,0.8291628982011858,100,0.77,0.06,False,1.2099448000080884,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,22,0.59,0.5670995670995671,100,0.63,-0.04,True,1.2397623999859206,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,31,0.81,0.8099809980998101,100,0.79,0.02,False,1.2893338999710977,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,45,0.7,0.7,100,0.71,-0.01,True,1.2404628000222149,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,53,0.75,0.7487689679429204,100,0.72,0.03,False,1.2138760999660008,19622,False,False,False
A10_FULL_PUD_FREEZE,3,0,1,0.63,0.6269785260610949,100,0.64,-0.01,True,0.9805931999580936,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,5,0.74,0.7348021215830274,100,0.73,0.01,False,0.8382580000325106,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,6,0.96,0.959983993597439,100,0.96,0.0,False,0.8048443000297993,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,7,0.74,0.7383252818035426,100,0.75,-0.01,True,1.0373098999843933,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,20,0.88,0.8798076923076923,100,0.85,0.03,False,0.7959156000288203,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,23,0.63,0.6290726817042607,100,0.61,0.02,False,0.739920100022573,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,26,0.86,0.8585858585858586,100,0.85,0.01,False,0.7092209999682382,24050,False,False,False
A10_FULL_PUD_FREEZE,3,0,35,0.8300000000000001,0.8286117552172598,100,0.85,-0.0199999999999999,True,0.791999000008218,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,1,0.7,0.6998799519807923,100,0.7,0.0,False,0.8397258999757469,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,5,0.75,0.7469379491851402,100,0.73,0.02,False,0.8541360999806784,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,6,0.97,0.96999699969997,100,0.98,-0.01,True,0.9920467000338248,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,7,0.8300000000000001,0.8298468621759583,100,0.8,0.03,False,1.0121351999696344,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,20,0.86,0.859775641025641,100,0.86,0.0,False,0.7115701999864541,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,23,0.69,0.6874684948079444,100,0.65,0.0399999999999999,False,0.8688704000087455,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,26,0.87,0.8696741854636592,100,0.8500000000000001,0.0199999999999999,False,0.853517199982889,24050,False,False,False
A10_FULL_PUD_FREEZE,3,1,35,0.8300000000000001,0.8249407887962105,100,0.8300000000000001,0.0,False,0.9167565999669024,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,1,0.74,0.74,100,0.73,0.01,False,0.2780458999914117,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,5,0.76,0.7584541062801933,100,0.7,0.06,False,0.2675945000373758,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,6,0.94,0.939903846153846,100,0.94,0.0,False,0.2643709999974817,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,7,0.74,0.7373737373737375,100,0.76,-0.02,True,0.2680805000127293,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,20,0.87,0.8699869986998701,100,0.8500000000000001,0.0199999999999999,False,0.2652054000063799,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,23,0.6,0.5941558441558441,100,0.64,-0.04,True,0.2638318000244908,24050,False,False,False
A10_FULL_PUD_FREEZE,3,2,26,0.88,0.8798076923076923,100,0.86,0.02,False,0.2688624000293202,24050,False,False,False
