frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
2080,2080,ssvep,1,1,6.67,2,1,train_geometry,25,25
2081,2081,ssvep,1,1,5.45,2,1,train_geometry,25,25
2082,2082,ssvep,1,1,5.45,2,1,train_geometry,25,25
2083,2083,ssvep,1,1,8.57,2,1,train_geometry,25,25
2084,2084,ssvep,1,1,8.57,2,1,train_geometry,25,25
2085,2085,ssvep,1,1,5.45,2,1,train_geometry,25,25
2086,2086,ssvep,1,1,6.67,2,1,train_geometry,25,25
2087,2087,ssvep,1,1,6.67,2,1,train_geometry,25,25
2088,2088,ssvep,1,1,8.57,2,1,train_geometry,25,25
2089,2089,ssvep,1,1,6.67,2,1,train_geometry,25,25
2090,2090,ssvep,1,1,6.67,2,1,train_geometry,25,25
2091,2091,ssvep,1,1,5.45,2,1,train_geometry,25,25
2092,2092,ssvep,1,1,5.45,2,1,train_geometry,25,25
2093,2093,ssvep,1,1,5.45,2,1,train_geometry,25,25
2094,2094,ssvep,1,1,12.0,2,1,train_geometry,25,25
2095,2095,ssvep,1,1,6.67,2,1,train_geometry,25,25
2096,2096,ssvep,1,1,8.57,2,1,train_geometry,25,25
2097,2097,ssvep,1,1,8.57,2,1,train_geometry,25,25
2098,2098,ssvep,1,1,12.0,2,1,train_geometry,25,25
2099,2099,ssvep,1,1,12.0,2,1,train_geometry,25,25
2100,2100,ssvep,1,1,5.45,2,1,train_geometry,25,25
2101,2101,ssvep,1,1,8.57,2,1,train_geometry,25,25
2102,2102,ssvep,1,1,8.57,2,1,train_geometry,25,25
2103,2103,ssvep,1,1,5.45,2,1,train_geometry,25,25
2104,2104,ssvep,1,1,8.57,2,1,train_geometry,25,25
2105,2105,ssvep,1,1,8.57,2,1,train_geometry,25,25
2106,2106,ssvep,1,1,6.67,2,1,train_geometry,25,25
2107,2107,ssvep,1,1,12.0,2,1,train_geometry,25,25
2108,2108,ssvep,1,1,6.67,2,1,train_geometry,25,25
2109,2109,ssvep,1,1,8.57,2,1,train_geometry,25,25
2110,2110,ssvep,1,1,8.57,2,1,train_geometry,25,25
2111,2111,ssvep,1,1,5.45,2,1,train_geometry,25,25
