stage,c_index,interaction_norm,interaction_top1_margin,interaction_true_margin,native_correct_interaction_norm,native_correct_n,native_correct_true_margin,native_error_interaction_norm,native_error_n,native_error_rate,native_error_true_margin,p_index,positive_true_margin_rate,session,split,subject,train_rank,train_subject_equal_interaction_norm,trial_count
classifier_input,1,3.119854596889127e-08,1.1175870895385742e-08,2.60770320892334e-08,3.2319334763997176e-08,13,2.2924863785078742e-08,2.6341780312577612e-08,3,0.1875,3.973643103449831e-08,0,0.4375,1,TRAIN,1,1,5.044830686529167e-08,16
classifier_input,1,4.1570622499875753e-08,-5.122274160385132e-09,6.984919309616089e-09,4.4254186093439785e-08,10,1.4901161415892261e-09,3.709800466822344e-08,6,0.375,1.614292521878724e-08,0,0.4375,2,TRAIN,1,1,5.044830686529167e-08,16
classifier_input,1,4.5439570328653645e-08,-1.909211277961731e-08,-1.5366822481155396e-08,4.7063984709438955e-08,15,-1.837809904259302e-08,2.107342389479072e-08,1,0.0625,2.9802322387695312e-08,0,0.25,1,TRAIN,10,1,5.044830686529167e-08,16
classifier_input,1,4.7909111344779376e-08,-7.916241884231567e-09,6.984919309616089e-09,5.209818709772662e-08,9,-8.278422947149977e-10,4.252315832786735e-08,7,0.4375,1.7029899268550253e-08,0,0.3125,2,TRAIN,10,1,5.044830686529167e-08,16
classifier_input,1,4.757983873560079e-08,2.0489096641540527e-08,-1.862645149230957e-09,4.372735418201046e-08,15,9.934107758624577e-09,1.0536712125031045e-07,1,0.0625,-1.7881393432617188e-07,0,0.4375,1,TRAIN,16,1,5.044830686529167e-08,16
classifier_input,1,3.284490901478421e-08,-1.7695128917694092e-08,-8.381903171539307e-09,3.647323154609694e-08,13,-1.604740518246217e-08,1.7122156137361344e-08,3,0.1875,2.4835268064293814e-08,0,0.375,2,TRAIN,16,1,5.044830686529167e-08,16
classifier_input,1,7.112281252830144e-08,4.6566128730773926e-09,1.210719347000122e-08,7.340576502201657e-08,15,8.940697071579962e-09,3.687849314815139e-08,1,0.0625,5.960464477539063e-08,0,0.5,1,TRAIN,2,1,5.044830686529167e-08,16
classifier_input,1,5.828118787576386e-08,2.6659108698368073e-08,3.387685865163803e-08,6.615839964752013e-08,13,3.725290298461914e-08,2.4146631361077198e-08,3,0.1875,1.9247332616600943e-08,0,0.5,2,TRAIN,2,1,5.044830686529167e-08,16
classifier_input,1,4.692129706995729e-08,2.2817403078079224e-08,1.5366822481155396e-08,5.9269005703299626e-08,11,2.7770346022748527e-08,1.975633345807637e-08,5,0.3125,-1.1920929132713809e-08,0,0.375,1,TRAIN,20,1,5.044830686529167e-08,16
classifier_input,1,5.367137845269099e-08,4.284083843231201e-08,3.91155481338501e-08,6.047633149819376e-08,12,5.4637592228345966e-08,3.32564979999006e-08,4,0.25,-7.450580596923828e-09,0,0.5,2,TRAIN,20,1,5.044830686529167e-08,16
