task,seed,fold,subject_id,B0_BA,candidate_BA,policy_BA,oracle_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,oracle_headroom_pp,trials,disagreement_trials,switched_trials,realized_rescue_count,realized_harm_count,switched_both_wrong_count,intervention_precision,comparison,feature_family,selected_threshold
OpenBMI_ERP,0,2,1,0.7560606060606061,0.7645454545454546,0.7706060606060605,0.8387878787878787,1.4545454545454417,0.6060606060605878,8.272727272727264,1980,258,130,89,41,0,0.6846153846153846,X,F0,0.46
OpenBMI_ERP,0,2,11,0.9687878787878788,0.9684848484848485,0.9715151515151516,0.9836363636363636,0.27272727272728003,0.303030303030305,1.4848484848484889,1980,75,45,31,14,0,0.6888888888888889,X,F0,0.46
OpenBMI_ERP,0,2,23,0.5533333333333333,0.5442424242424242,0.5506060606060607,0.6090909090909091,-0.27272727272726893,0.636363636363646,5.575757575757578,1980,194,103,67,36,0,0.6504854368932039,X,F0,0.46
OpenBMI_ERP,0,2,30,0.9393939393939394,0.9172727272727272,0.9342424242424242,0.9584848484848485,-0.515151515151524,1.6969696969696968,1.9090909090909047,1980,123,51,25,26,0,0.49019607843137253,X,F0,0.46
OpenBMI_ERP,0,2,48,0.8078787878787879,0.7887878787878788,0.8048484848484848,0.8642424242424243,-0.303030303030305,1.6060606060605997,5.636363636363639,1980,187,94,60,34,0,0.6382978723404256,X,F0,0.46
OpenBMI_ERP,0,2,50,0.5118181818181818,0.5257575757575758,0.5072727272727273,0.5751515151515152,-0.4545454545454519,-1.8484848484848437,6.333333333333336,1980,212,123,80,43,0,0.6504065040650406,X,F0,0.46
OpenBMI_ERP,0,2,52,0.8178787878787879,0.81,0.8127272727272727,0.863939393939394,-0.5151515151515129,0.27272727272726893,4.6060606060606135,1980,142,69,36,33,0,0.5217391304347826,X,F0,0.46
OpenBMI_ERP,0,2,8,0.7648484848484849,0.7381818181818182,0.7612121212121212,0.8106060606060606,-0.363636363636366,2.3030303030303068,4.575757575757566,1980,190,104,56,48,0,0.5384615384615384,X,F0,0.46
OpenBMI_ERP,0,3,10,0.7981818181818181,0.7815151515151515,0.7978787878787879,0.8551515151515152,-0.030303030303024947,1.6363636363636358,5.6969696969697114,1980,203,121,66,55,0,0.5454545454545454,X,F0,0.46
OpenBMI_ERP,0,3,16,0.8378787878787879,0.8154545454545454,0.8293939393939394,0.8845454545454545,-0.848484848484854,1.3939393939393918,4.666666666666663,1980,178,120,64,56,0,0.5333333333333333,X,F0,0.46
OpenBMI_ERP,0,3,19,0.9566666666666667,0.9660606060606061,0.9666666666666667,0.9812121212121212,1.0000000000000009,0.060606060606060996,2.4545454545454537,1980,107,75,54,21,0,0.72,X,F0,0.46
OpenBMI_ERP,0,3,22,0.8918181818181818,0.9348484848484848,0.9315151515151515,0.9642424242424242,3.9696969696969675,-0.33333333333332993,7.242424242424239,1980,268,213,188,25,0,0.8826291079812206,X,F0,0.46
OpenBMI_ERP,0,3,27,0.9609090909090909,0.9718181818181818,0.9703030303030303,0.9803030303030303,0.9393939393939399,-0.15151515151514694,1.9393939393939408,1980,80,57,42,15,0,0.7368421052631579,X,F0,0.46
OpenBMI_ERP,0,3,34,0.8587878787878788,0.8903030303030304,0.8930303030303031,0.9366666666666666,3.4242424242424296,0.27272727272726893,7.787878787878788,1980,298,223,148,75,0,0.6636771300448431,X,F0,0.46
OpenBMI_ERP,0,3,45,0.8309090909090909,0.8345454545454545,0.8436363636363637,0.8848484848484848,1.272727272727281,0.909090909090926,5.393939393939384,1980,172,126,90,36,0,0.7142857142857143,X,F0,0.46
OpenBMI_ERP,0,3,49,0.8693939393939394,0.8957575757575758,0.9030303030303031,0.9312121212121212,3.3636363636363686,0.727272727272732,6.181818181818177,1980,221,167,111,56,0,0.6646706586826348,X,F0,0.46
OpenBMI_ERP,0,4,20,0.8845454545454545,0.8854545454545455,0.8930303030303031,0.9230303030303031,0.848484848484854,0.7575757575757569,3.8484848484848566,1980,159,114,77,37,0,0.6754385964912281,X,F0,0.46
OpenBMI_ERP,0,4,21,0.8636363636363636,0.8381818181818181,0.85,0.9066666666666667,-1.3636363636363669,1.1818181818181839,4.303030303030308,1980,216,133,68,65,0,0.5112781954887218,X,F0,0.46
OpenBMI_ERP,0,4,41,0.8906060606060606,0.8736363636363637,0.8921212121212121,0.9303030303030303,0.15151515151514694,1.8484848484848437,3.9696969696969675,1980,194,147,74,73,0,0.5034013605442177,X,F0,0.46
OpenBMI_ERP,0,4,44,0.8993939393939394,0.9081818181818182,0.9121212121212121,0.9430303030303031,1.2727272727272698,0.3939393939393909,4.3636363636363695,1980,207,148,101,47,0,0.6824324324324325,X,F0,0.46
OpenBMI_ERP,0,4,46,0.7048484848484848,0.7124242424242424,0.7187878787878788,0.7957575757575758,1.3939393939393918,0.6363636363636349,9.090909090909093,1980,287,172,119,53,0,0.6918604651162791,X,F0,0.46
OpenBMI_ERP,0,4,53,0.6563636363636364,0.7260606060606061,0.7075757575757575,0.7784848484848484,5.121212121212116,-1.8484848484848548,12.212121212121207,1980,252,149,111,38,0,0.7449664429530202,X,F0,0.46
OpenBMI_ERP,0,4,7,0.8815151515151516,0.8627272727272728,0.8824242424242424,0.9193939393939394,0.09090909090908594,1.9696969696969657,3.7878787878787845,1980,180,111,67,44,0,0.6036036036036037,X,F0,0.46
OpenBMI_ERP,0,4,9,0.8333333333333334,0.7657575757575757,0.790909090909091,0.8709090909090909,-4.242424242424237,2.515151515151526,3.7575757575757485,1980,211,146,73,73,0,0.5,X,F0,0.46
OpenBMI_ERP,0,0,15,0.7884848484848486,0.7648484848484849,0.7815151515151515,0.8369696969696969,-0.696969696969707,1.6666666666666607,4.848484848484835,1980,190,37,27,10,0,0.7297297297297297,X,F1,0.81
OpenBMI_ERP,0,0,3,0.9236363636363636,0.9330303030303031,0.9324242424242424,0.9551515151515151,0.8787878787878789,-0.0606060606060721,3.1515151515151496,1980,145,29,29,0,0,1.0,X,F1,0.81
OpenBMI_ERP,0,0,32,0.9045454545454545,0.9278787878787879,0.9190909090909091,0.9436363636363636,1.4545454545454528,-0.8787878787878789,3.9090909090909065,1980,161,48,48,0,0,1.0,X,F1,0.81
OpenBMI_ERP,0,0,33,0.7578787878787878,0.7181818181818183,0.7393939393939394,0.7996969696969697,-1.8484848484848437,2.1212121212121127,4.181818181818187,1980,155,47,29,18,0,0.6170212765957447,X,F1,0.81
OpenBMI_ERP,0,0,38,0.7287878787878788,0.7493939393939394,0.7412121212121212,0.8078787878787879,1.2424242424242449,-0.8181818181818179,7.90909090909091,1980,230,85,77,8,0,0.9058823529411765,X,F1,0.81
OpenBMI_ERP,0,0,47,0.8054545454545454,0.8878787878787879,0.8284848484848485,0.9051515151515152,2.3030303030303068,-5.939393939393945,9.969696969696972,1980,222,76,76,0,0,1.0,X,F1,0.81
OpenBMI_ERP,0,0,5,0.6463636363636364,0.6751515151515151,0.6609090909090909,0.7760606060606061,1.4545454545454528,-1.4242424242424168,12.969696969696976,1980,469,156,138,18,0,0.8846153846153846,X,F1,0.81
OpenBMI_ERP,0,0,6,0.8821212121212121,0.8845454545454545,0.8887878787878788,0.916060606060606,0.666666666666671,0.424242424242427,3.3939393939393936,1980,164,28,27,1,0,0.9642857142857143,X,F1,0.81
OpenBMI_ERP,0,1,14,0.7593939393939394,0.7454545454545454,0.7460606060606061,0.8136363636363636,-1.3333333333333308,0.0606060606060721,5.42424242424242,1980,220,218,103,115,0,0.4724770642201835,X,F1,0.05
OpenBMI_ERP,0,1,2,0.9766666666666667,0.9754545454545455,0.9754545454545455,0.9863636363636363,-0.12121212121212199,0.0,0.9696969696969648,1980,68,68,32,36,0,0.47058823529411764,X,F1,0.05
OpenBMI_ERP,0,1,26,0.9412121212121212,0.9445454545454546,0.9445454545454546,0.9715151515151514,0.33333333333334103,0.0,3.0303030303030276,1980,125,125,48,77,0,0.384,X,F1,0.05
OpenBMI_ERP,0,1,28,0.9187878787878788,0.9257575757575758,0.9257575757575758,0.96,0.6969696969696959,0.0,4.121212121212114,1980,173,173,80,93,0,0.4624277456647399,X,F1,0.05
OpenBMI_ERP,0,1,31,0.9272727272727272,0.916060606060606,0.9166666666666667,0.9496969696969697,-1.0606060606060508,0.0606060606060721,2.2424242424242458,1980,153,151,58,93,0,0.3841059602649007,X,F1,0.05
OpenBMI_ERP,0,1,35,0.87,0.8721212121212121,0.8721212121212121,0.9209090909090909,0.21212121212120794,0.0,5.09090909090909,1980,177,177,104,73,0,0.5875706214689266,X,F1,0.05
OpenBMI_ERP,0,1,40,0.7966666666666666,0.826060606060606,0.826060606060606,0.8857575757575757,2.9393939393939417,0.0,8.90909090909091,1980,267,267,150,117,0,0.5617977528089888,X,F1,0.05
OpenBMI_ERP,0,1,43,0.936060606060606,0.9330303030303031,0.9330303030303031,0.9590909090909091,-0.3030303030302939,0.0,2.3030303030303068,1980,138,138,52,86,0,0.37681159420289856,X,F1,0.05
OpenBMI_ERP,0,2,1,0.7560606060606061,0.7645454545454546,0.7548484848484849,0.8387878787878787,-0.12121212121212199,-0.9696969696969759,8.272727272727264,1980,258,206,123,83,0,0.5970873786407767,X,F1,0.09
OpenBMI_ERP,0,2,11,0.9687878787878788,0.9684848484848485,0.9718181818181818,0.9836363636363636,0.303030303030305,0.33333333333332993,1.4848484848484889,1980,75,64,45,19,0,0.703125,X,F1,0.09
OpenBMI_ERP,0,2,23,0.5533333333333333,0.5442424242424242,0.5381818181818182,0.6090909090909091,-1.5151515151515138,-0.6060606060605989,5.575757575757578,1980,194,160,95,65,0,0.59375,X,F1,0.09
OpenBMI_ERP,0,2,30,0.9393939393939394,0.9172727272727272,0.9227272727272727,0.9584848484848485,-1.6666666666666718,0.545454545454549,1.9090909090909047,1980,123,93,37,56,0,0.3978494623655914,X,F1,0.09
OpenBMI_ERP,0,2,48,0.8078787878787879,0.7887878787878788,0.7772727272727273,0.8642424242424243,-3.0606060606060526,-1.1515151515151478,5.636363636363639,1980,187,159,87,72,0,0.5471698113207547,X,F1,0.09
OpenBMI_ERP,0,2,50,0.5118181818181818,0.5257575757575758,0.5166666666666666,0.5751515151515152,0.48484848484847687,-0.909090909090915,6.333333333333336,1980,212,182,119,63,0,0.6538461538461539,X,F1,0.09
OpenBMI_ERP,0,2,52,0.8178787878787879,0.81,0.8042424242424242,0.863939393939394,-1.3636363636363669,-0.575757575757585,4.6060606060606135,1980,142,113,52,61,0,0.46017699115044247,X,F1,0.09
OpenBMI_ERP,0,2,8,0.7648484848484849,0.7381818181818182,0.7412121212121212,0.8106060606060606,-2.3636363636363678,0.303030303030305,4.575757575757566,1980,190,156,79,77,0,0.5064102564102564,X,F1,0.09
OpenBMI_ERP,0,3,10,0.7981818181818181,0.7815151515151515,0.7936363636363637,0.8551515151515152,-0.4545454545454408,1.21212121212122,5.6969696969697114,1980,203,21,15,6,0,0.7142857142857143,X,F1,0.84
OpenBMI_ERP,0,3,16,0.8378787878787879,0.8154545454545454,0.8193939393939393,0.8845454545454545,-1.8484848484848548,0.3939393939393909,4.666666666666663,1980,178,35,19,16,0,0.5428571428571428,X,F1,0.84
OpenBMI_ERP,0,3,19,0.9566666666666667,0.9660606060606061,0.9651515151515151,0.9812121212121212,0.8484848484848428,-0.09090909090909705,2.4545454545454537,1980,107,28,28,0,0,1.0,X,F1,0.84
OpenBMI_ERP,0,3,22,0.8918181818181818,0.9348484848484848,0.9048484848484848,0.9642424242424242,1.3030303030302948,-3.0000000000000027,7.242424242424239,1980,268,55,53,2,0,0.9636363636363636,X,F1,0.84
OpenBMI_ERP,0,3,27,0.9609090909090909,0.9718181818181818,0.9681818181818181,0.9803030303030303,0.7272727272727209,-0.363636363636366,1.9393939393939408,1980,80,30,29,1,0,0.9666666666666667,X,F1,0.84
OpenBMI_ERP,0,3,34,0.8587878787878788,0.8903030303030304,0.8721212121212121,0.9366666666666666,1.3333333333333308,-1.81818181818183,7.787878787878788,1980,298,44,44,0,0,1.0,X,F1,0.84
OpenBMI_ERP,0,3,45,0.8309090909090909,0.8345454545454545,0.8266666666666667,0.8848484848484848,-0.424242424242427,-0.7878787878787818,5.393939393939384,1980,172,40,31,9,0,0.775,X,F1,0.84
OpenBMI_ERP,0,3,49,0.8693939393939394,0.8957575757575758,0.8824242424242423,0.9312121212121212,1.3030303030302948,-1.333333333333342,6.181818181818177,1980,221,45,44,1,0,0.9777777777777777,X,F1,0.84
OpenBMI_ERP,0,4,20,0.8845454545454545,0.8854545454545455,0.8881818181818182,0.9230303030303031,0.363636363636366,0.27272727272726893,3.8484848484848566,1980,159,132,92,40,0,0.696969696969697,X,F1,0.17
OpenBMI_ERP,0,4,21,0.8636363636363636,0.8381818181818181,0.8493939393939394,0.9066666666666667,-1.4242424242424279,1.1212121212121229,4.303030303030308,1980,216,155,94,61,0,0.6064516129032258,X,F1,0.17
OpenBMI_ERP,0,4,41,0.8906060606060606,0.8736363636363637,0.8790909090909091,0.9303030303030303,-1.1515151515151478,0.545454545454549,3.9696969696969675,1980,194,140,73,67,0,0.5214285714285715,X,F1,0.17
OpenBMI_ERP,0,4,44,0.8993939393939394,0.9081818181818182,0.9190909090909092,0.9430303030303031,1.9696969696969768,1.090909090909098,4.3636363636363695,1980,207,165,127,38,0,0.7696969696969697,X,F1,0.17
OpenBMI_ERP,0,4,46,0.7048484848484848,0.7124242424242424,0.6993939393939395,0.7957575757575758,-0.5454545454545379,-1.3030303030302948,9.090909090909093,1980,287,228,159,69,0,0.6973684210526315,X,F1,0.17
OpenBMI_ERP,0,4,53,0.6563636363636364,0.7260606060606061,0.6824242424242424,0.7784848484848484,2.6060606060606006,-4.3636363636363695,12.212121212121207,1980,252,180,139,41,0,0.7722222222222223,X,F1,0.17
OpenBMI_ERP,0,4,7,0.8815151515151516,0.8627272727272728,0.866969696969697,0.9193939393939394,-1.454545454545464,0.42424242424241587,3.7878787878787845,1980,180,142,89,53,0,0.6267605633802817,X,F1,0.17
OpenBMI_ERP,0,4,9,0.8333333333333334,0.7657575757575757,0.7721212121212122,0.8709090909090909,-6.121212121212116,0.636363636363646,3.7575757575757485,1980,211,172,89,83,0,0.5174418604651163,X,F1,0.17
OpenBMI_ERP,0,0,15,0.7884848484848486,0.7648484848484849,0.776969696969697,0.8369696969696969,-1.151515151515159,1.2121212121212088,4.848484848484835,1980,190,40,27,13,0,0.675,X,F2,0.82
OpenBMI_ERP,0,0,3,0.9236363636363636,0.9330303030303031,0.9351515151515151,0.9551515151515151,1.1515151515151478,0.21212121212119683,3.1515151515151496,1980,145,44,43,1,0,0.9772727272727273,X,F2,0.82
OpenBMI_ERP,0,0,32,0.9045454545454545,0.9278787878787879,0.9251515151515152,0.9436363636363636,2.0606060606060628,-0.27272727272726893,3.9090909090909065,1980,161,82,79,3,0,0.9634146341463414,X,F2,0.82
OpenBMI_ERP,0,0,33,0.7578787878787878,0.7181818181818183,0.7254545454545455,0.7996969696969697,-3.2424242424242355,0.7272727272727209,4.181818181818187,1980,155,61,33,28,0,0.5409836065573771,X,F2,0.82
OpenBMI_ERP,0,0,38,0.7287878787878788,0.7493939393939394,0.7360606060606061,0.8078787878787879,0.727272727272732,-1.3333333333333308,7.90909090909091,1980,230,108,94,14,0,0.8703703703703703,X,F2,0.82
OpenBMI_ERP,0,0,47,0.8054545454545454,0.8878787878787879,0.8372727272727273,0.9051515151515152,3.1818181818181857,-5.060606060606066,9.969696969696972,1980,222,105,105,0,0,1.0,X,F2,0.82
OpenBMI_ERP,0,0,5,0.6463636363636364,0.6751515151515151,0.6503030303030303,0.7760606060606061,0.3939393939393909,-2.4848484848484786,12.969696969696976,1980,469,177,149,28,0,0.8418079096045198,X,F2,0.82
OpenBMI_ERP,0,0,6,0.8821212121212121,0.8845454545454545,0.8909090909090909,0.916060606060606,0.8787878787878789,0.6363636363636349,3.3939393939393936,1980,164,61,55,6,0,0.9016393442622951,X,F2,0.82
OpenBMI_ERP,0,1,14,0.7593939393939394,0.7454545454545454,0.7463636363636363,0.8136363636363636,-1.3030303030303059,0.09090909090909705,5.42424242424242,1980,220,61,43,18,0,0.7049180327868853,X,F2,0.71
OpenBMI_ERP,0,1,2,0.9766666666666667,0.9754545454545455,0.983030303030303,0.9863636363636363,0.6363636363636349,0.7575757575757569,0.9696969696969648,1980,68,21,21,0,0,1.0,X,F2,0.71
OpenBMI_ERP,0,1,26,0.9412121212121212,0.9445454545454546,0.9457575757575758,0.9715151515151514,0.454545454545463,0.12121212121212199,3.0303030303030276,1980,125,25,22,3,0,0.88,X,F2,0.71
OpenBMI_ERP,0,1,28,0.9187878787878788,0.9257575757575758,0.9272727272727272,0.96,0.8484848484848428,0.15151515151514694,4.121212121212114,1980,173,52,46,6,0,0.8846153846153846,X,F2,0.71
OpenBMI_ERP,0,1,31,0.9272727272727272,0.916060606060606,0.9290909090909091,0.9496969696969697,0.181818181818183,1.3030303030303059,2.2424242424242458,1980,153,30,26,4,0,0.8666666666666667,X,F2,0.71
OpenBMI_ERP,0,1,35,0.87,0.8721212121212121,0.8675757575757576,0.9209090909090909,-0.24242424242424399,-0.4545454545454519,5.09090909090909,1980,177,108,86,22,0,0.7962962962962963,X,F2,0.71
OpenBMI_ERP,0,1,40,0.7966666666666666,0.826060606060606,0.8066666666666666,0.8857575757575757,1.0000000000000009,-1.9393939393939408,8.90909090909091,1980,267,113,91,22,0,0.8053097345132744,X,F2,0.71
OpenBMI_ERP,0,1,43,0.936060606060606,0.9330303030303031,0.9433333333333334,0.9590909090909091,0.727272727272732,1.0303030303030258,2.3030303030303068,1980,138,46,35,11,0,0.7608695652173914,X,F2,0.71
OpenBMI_ERP,0,2,1,0.7560606060606061,0.7645454545454546,0.7503030303030302,0.8387878787878787,-0.575757575757585,-1.424242424242439,8.272727272727264,1980,258,121,93,28,0,0.768595041322314,X,F2,0.78
OpenBMI_ERP,0,2,11,0.9687878787878788,0.9684848484848485,0.9709090909090909,0.9836363636363636,0.21212121212121904,0.24242424242424399,1.4848484848484889,1980,75,27,23,4,0,0.8518518518518519,X,F2,0.78
OpenBMI_ERP,0,2,23,0.5533333333333333,0.5442424242424242,0.5418181818181819,0.6090909090909091,-1.1515151515151478,-0.24242424242423288,5.575757575757578,1980,194,72,49,23,0,0.6805555555555556,X,F2,0.78
OpenBMI_ERP,0,2,30,0.9393939393939394,0.9172727272727272,0.9263636363636364,0.9584848484848485,-1.3030303030303059,0.909090909090915,1.9090909090909047,1980,123,45,25,20,0,0.5555555555555556,X,F2,0.78
OpenBMI_ERP,0,2,48,0.8078787878787879,0.7887878787878788,0.7845454545454545,0.8642424242424243,-2.3333333333333317,-0.424242424242427,5.636363636363639,1980,187,89,54,35,0,0.6067415730337079,X,F2,0.78
OpenBMI_ERP,0,2,50,0.5118181818181818,0.5257575757575758,0.5160606060606061,0.5751515151515152,0.424242424242427,-0.9696969696969648,6.333333333333336,1980,212,132,101,31,0,0.7651515151515151,X,F2,0.78
OpenBMI_ERP,0,2,52,0.8178787878787879,0.81,0.8042424242424242,0.863939393939394,-1.3636363636363669,-0.575757575757585,4.6060606060606135,1980,142,83,47,36,0,0.5662650602409639,X,F2,0.78
OpenBMI_ERP,0,2,8,0.7648484848484849,0.7381818181818182,0.7387878787878788,0.8106060606060606,-2.6060606060606117,0.060606060606060996,4.575757575757566,1980,190,102,66,36,0,0.6470588235294118,X,F2,0.78
OpenBMI_ERP,0,3,10,0.7981818181818181,0.7815151515151515,0.7821212121212121,0.8551515151515152,-1.6060606060605997,0.060606060606060996,5.6969696969697114,1980,203,63,43,20,0,0.6825396825396826,X,F2,0.78
OpenBMI_ERP,0,3,16,0.8378787878787879,0.8154545454545454,0.8057575757575758,0.8845454545454545,-3.2121212121212106,-0.9696969696969648,4.666666666666663,1980,178,78,44,34,0,0.5641025641025641,X,F2,0.78
OpenBMI_ERP,0,3,19,0.9566666666666667,0.9660606060606061,0.9696969696969697,0.9812121212121212,1.3030303030303059,0.363636363636366,2.4545454545454537,1980,107,55,53,2,0,0.9636363636363636,X,F2,0.78
OpenBMI_ERP,0,3,22,0.8918181818181818,0.9348484848484848,0.9309090909090909,0.9642424242424242,3.9090909090909065,-0.3939393939393909,7.242424242424239,1980,268,173,165,8,0,0.953757225433526,X,F2,0.78
OpenBMI_ERP,0,3,27,0.9609090909090909,0.9718181818181818,0.9721212121212122,0.9803030303030303,1.1212121212121229,0.03030303030303605,1.9393939393939408,1980,80,41,39,2,0,0.9512195121951219,X,F2,0.78
OpenBMI_ERP,0,3,34,0.8587878787878788,0.8903030303030304,0.8906060606060606,0.9366666666666666,3.1818181818181857,0.030303030303024947,7.787878787878788,1980,298,143,136,7,0,0.951048951048951,X,F2,0.78
OpenBMI_ERP,0,3,45,0.8309090909090909,0.8345454545454545,0.8266666666666667,0.8848484848484848,-0.424242424242427,-0.7878787878787818,5.393939393939384,1980,172,108,87,21,0,0.8055555555555556,X,F2,0.78
OpenBMI_ERP,0,3,49,0.8693939393939394,0.8957575757575758,0.896969696969697,0.9312121212121212,2.7575757575757587,0.12121212121212199,6.181818181818177,1980,221,109,96,13,0,0.8807339449541285,X,F2,0.78
OpenBMI_ERP,0,4,20,0.8845454545454545,0.8854545454545455,0.8912121212121212,0.9230303030303031,0.666666666666671,0.5757575757575739,3.8484848484848566,1980,159,46,42,4,0,0.9130434782608695,X,F2,0.8
OpenBMI_ERP,0,4,21,0.8636363636363636,0.8381818181818181,0.8618181818181818,0.9066666666666667,-0.181818181818183,2.3636363636363678,4.303030303030308,1980,216,24,19,5,0,0.7916666666666666,X,F2,0.8
OpenBMI_ERP,0,4,41,0.8906060606060606,0.8736363636363637,0.8781818181818182,0.9303030303030303,-1.2424242424242449,0.4545454545454519,3.9696969696969675,1980,194,37,24,13,0,0.6486486486486487,X,F2,0.8
OpenBMI_ERP,0,4,44,0.8993939393939394,0.9081818181818182,0.9075757575757576,0.9430303030303031,0.8181818181818179,-0.060606060606060996,4.3636363636363695,1980,207,39,37,2,0,0.9487179487179487,X,F2,0.8
OpenBMI_ERP,0,4,46,0.7048484848484848,0.7124242424242424,0.6812121212121212,0.7957575757575758,-2.3636363636363678,-3.1212121212121247,9.090909090909093,1980,287,78,52,26,0,0.6666666666666666,X,F2,0.8
OpenBMI_ERP,0,4,53,0.6563636363636364,0.7260606060606061,0.6542424242424243,0.7784848484848484,-0.21212121212120794,-7.181818181818178,12.212121212121207,1980,252,89,73,16,0,0.8202247191011236,X,F2,0.8
OpenBMI_ERP,0,4,7,0.8815151515151516,0.8627272727272728,0.8812121212121211,0.9193939393939394,-0.03030303030304715,1.8484848484848326,3.7878787878787845,1980,180,47,39,8,0,0.8297872340425532,X,F2,0.8
OpenBMI_ERP,0,4,9,0.8333333333333334,0.7657575757575757,0.8233333333333334,0.8709090909090909,-1.0000000000000009,5.757575757575761,3.7575757575757485,1980,211,39,27,12,0,0.6923076923076923,X,F2,0.8
OpenBMI_MI,0,0,15,0.8799999999999999,0.8400000000000001,0.8899999999999999,0.9099999999999999,1.0000000000000009,4.999999999999982,3.0000000000000027,100,10,1,1,0,0,1.0,X,F0,0.56
OpenBMI_MI,0,0,3,0.8899999999999999,0.9,0.9299999999999999,0.98,4.0000000000000036,2.9999999999999916,9.000000000000007,100,17,8,6,2,0,0.75,X,F0,0.56
OpenBMI_MI,0,0,32,0.69,0.73,0.73,0.84,4.0000000000000036,0.0,15.000000000000002,100,26,12,8,4,0,0.6666666666666666,X,F0,0.56
OpenBMI_MI,0,0,33,0.88,0.95,0.9,0.98,2.0000000000000018,-4.999999999999993,9.999999999999998,100,13,2,2,0,0,1.0,X,F0,0.56
OpenBMI_MI,0,0,38,0.72,0.8,0.71,0.89,-1.0000000000000009,-9.000000000000007,17.000000000000004,100,26,9,4,5,0,0.4444444444444444,X,F0,0.56
OpenBMI_MI,0,0,47,0.86,0.81,0.84,0.9099999999999999,-2.0000000000000018,2.9999999999999916,4.999999999999993,100,15,6,2,4,0,0.3333333333333333,X,F0,0.56
