frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,inner_split,purpose,group_count_before,selected_count
22678,17478,erp,13,1,NonTarget,2,0,4,fit,1650,32
22759,17559,erp,13,1,Target,2,0,4,fit,330,32
22762,17562,erp,13,1,Target,2,0,4,fit,330,32
22854,17654,erp,13,1,NonTarget,2,0,4,fit,1650,32
22858,17658,erp,13,1,Target,2,0,4,fit,330,32
22935,17735,erp,13,1,NonTarget,2,0,4,fit,1650,32
22951,17751,erp,13,1,Target,2,0,4,fit,330,32
22968,17768,erp,13,1,NonTarget,2,0,4,fit,1650,32
22978,17778,erp,13,1,Target,2,0,4,fit,330,32
23001,17801,erp,13,1,NonTarget,2,0,4,fit,1650,32
23072,17872,erp,13,1,Target,2,0,4,fit,330,32
23083,17883,erp,13,1,NonTarget,2,0,4,fit,1650,32
23104,17904,erp,13,1,Target,2,0,4,fit,330,32
23121,17921,erp,13,1,NonTarget,2,0,4,fit,1650,32
23144,17944,erp,13,1,Target,2,0,4,fit,330,32
23197,17997,erp,13,1,NonTarget,2,0,4,fit,1650,32
23218,18018,erp,13,1,Target,2,0,4,fit,330,32
23244,18044,erp,13,1,Target,2,0,4,fit,330,32
23330,18130,erp,13,1,Target,2,0,4,fit,330,32
23398,18198,erp,13,1,Target,2,0,4,fit,330,32
23471,18271,erp,13,1,Target,2,0,4,fit,330,32
23486,18286,erp,13,1,NonTarget,2,0,4,fit,1650,32
23487,18287,erp,13,1,NonTarget,2,0,4,fit,1650,32
23511,18311,erp,13,1,NonTarget,2,0,4,fit,1650,32
23592,18392,erp,13,1,NonTarget,2,0,4,fit,1650,32
23597,18397,erp,13,1,Target,2,0,4,fit,330,32
23628,18428,erp,13,1,Target,2,0,4,fit,330,32
23643,18443,erp,13,1,Target,2,0,4,fit,330,32
23654,18454,erp,13,1,Target,2,0,4,fit,330,32
23697,18497,erp,13,1,NonTarget,2,0,4,fit,1650,32
23698,18498,erp,13,1,NonTarget,2,0,4,fit,1650,32
23701,18501,erp,13,1,Target,2,0,4,fit,330,32
23724,18524,erp,13,1,NonTarget,2,0,4,fit,1650,32
23743,18543,erp,13,1,NonTarget,2,0,4,fit,1650,32
23772,18572,erp,13,1,Target,2,0,4,fit,330,32
23793,18593,erp,13,1,Target,2,0,4,fit,330,32
23838,18638,erp,13,1,NonTarget,2,0,4,fit,1650,32
23852,18652,erp,13,1,NonTarget,2,0,4,fit,1650,32
23861,18661,erp,13,1,NonTarget,2,0,4,fit,1650,32
23872,18672,erp,13,1,NonTarget,2,0,4,fit,1650,32
23896,18696,erp,13,1,NonTarget,2,0,4,fit,1650,32
23906,18706,erp,13,1,Target,2,0,4,fit,330,32
23924,18724,erp,13,1,Target,2,0,4,fit,330,32
23934,18734,erp,13,1,Target,2,0,4,fit,330,32
23971,18771,erp,13,1,NonTarget,2,0,4,fit,1650,32
24001,18801,erp,13,1,Target,2,0,4,fit,330,32
24078,18878,erp,13,1,Target,2,0,4,fit,330,32
24087,18887,erp,13,1,NonTarget,2,0,4,fit,1650,32
24110,18910,erp,13,1,NonTarget,2,0,4,fit,1650,32
24137,18937,erp,13,1,Target,2,0,4,fit,330,32
24226,19026,erp,13,1,NonTarget,2,0,4,fit,1650,32
24322,19122,erp,13,1,NonTarget,2,0,4,fit,1650,32
24328,19128,erp,13,1,NonTarget,2,0,4,fit,1650,32
24346,19146,erp,13,1,Target,2,0,4,fit,330,32
24411,19211,erp,13,1,Target,2,0,4,fit,330,32
24420,19220,erp,13,1,NonTarget,2,0,4,fit,1650,32
24504,19304,erp,13,1,Target,2,0,4,fit,330,32
24516,19316,erp,13,1,NonTarget,2,0,4,fit,1650,32
24544,19344,erp,13,1,Target,2,0,4,fit,330,32
24548,19348,erp,13,1,Target,2,0,4,fit,330,32
24556,19356,erp,13,1,NonTarget,2,0,4,fit,1650,32
24559,19359,erp,13,1,Target,2,0,4,fit,330,32
24592,19392,erp,13,1,NonTarget,2,0,4,fit,1650,32
24601,19401,erp,13,1,NonTarget,2,0,4,fit,1650,32
24622,19622,erp,13,2,NonTarget,2,0,4,fit,1650,32
24624,19624,erp,13,2,Target,2,0,4,fit,330,32
24647,19647,erp,13,2,Target,2,0,4,fit,330,32
24702,19702,erp,13,2,NonTarget,2,0,4,fit,1650,32
24765,19765,erp,13,2,Target,2,0,4,fit,330,32
24835,19835,erp,13,2,NonTarget,2,0,4,fit,1650,32
24867,19867,erp,13,2,Target,2,0,4,fit,330,32
24894,19894,erp,13,2,NonTarget,2,0,4,fit,1650,32
24911,19911,erp,13,2,NonTarget,2,0,4,fit,1650,32
24936,19936,erp,13,2,NonTarget,2,0,4,fit,1650,32
24945,19945,erp,13,2,NonTarget,2,0,4,fit,1650,32
24952,19952,erp,13,2,Target,2,0,4,fit,330,32
25027,20027,erp,13,2,Target,2,0,4,fit,330,32
25037,20037,erp,13,2,Target,2,0,4,fit,330,32
25041,20041,erp,13,2,NonTarget,2,0,4,fit,1650,32
25054,20054,erp,13,2,NonTarget,2,0,4,fit,1650,32
25076,20076,erp,13,2,NonTarget,2,0,4,fit,1650,32
25088,20088,erp,13,2,Target,2,0,4,fit,330,32
25123,20123,erp,13,2,NonTarget,2,0,4,fit,1650,32
25131,20131,erp,13,2,NonTarget,2,0,4,fit,1650,32
25171,20171,erp,13,2,NonTarget,2,0,4,fit,1650,32
25176,20176,erp,13,2,Target,2,0,4,fit,330,32
25216,20216,erp,13,2,Target,2,0,4,fit,330,32
25239,20239,erp,13,2,NonTarget,2,0,4,fit,1650,32
25293,20293,erp,13,2,Target,2,0,4,fit,330,32
25301,20301,erp,13,2,NonTarget,2,0,4,fit,1650,32
25355,20355,erp,13,2,NonTarget,2,0,4,fit,1650,32
25366,20366,erp,13,2,Target,2,0,4,fit,330,32
25367,20367,erp,13,2,NonTarget,2,0,4,fit,1650,32
25451,20451,erp,13,2,Target,2,0,4,fit,330,32
25540,20540,erp,13,2,NonTarget,2,0,4,fit,1650,32
25548,20548,erp,13,2,Target,2,0,4,fit,330,32
25598,20598,erp,13,2,NonTarget,2,0,4,fit,1650,32
25630,20630,erp,13,2,Target,2,0,4,fit,330,32
25648,20648,erp,13,2,Target,2,0,4,fit,330,32
25792,20792,erp,13,2,Target,2,0,4,fit,330,32
25817,20817,erp,13,2,Target,2,0,4,fit,330,32
25837,20837,erp,13,2,Target,2,0,4,fit,330,32
25858,20858,erp,13,2,Target,2,0,4,fit,330,32
25884,20884,erp,13,2,Target,2,0,4,fit,330,32
25887,20887,erp,13,2,NonTarget,2,0,4,fit,1650,32
25900,20900,erp,13,2,Target,2,0,4,fit,330,32
25949,20949,erp,13,2,NonTarget,2,0,4,fit,1650,32
25960,20960,erp,13,2,Target,2,0,4,fit,330,32
25964,20964,erp,13,2,Target,2,0,4,fit,330,32
26009,21009,erp,13,2,Target,2,0,4,fit,330,32
26044,21044,erp,13,2,Target,2,0,4,fit,330,32
26046,21046,erp,13,2,NonTarget,2,0,4,fit,1650,32
26066,21066,erp,13,2,Target,2,0,4,fit,330,32
26099,21099,erp,13,2,NonTarget,2,0,4,fit,1650,32
26113,21113,erp,13,2,NonTarget,2,0,4,fit,1650,32
26114,21114,erp,13,2,NonTarget,2,0,4,fit,1650,32
