frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,inner_split,purpose,group_count_before,selected_count
6820,13100,erp,12,1,NonTarget,1,1,0,fit,1650,32
6848,13128,erp,12,1,Target,1,1,0,fit,330,32
6928,13208,erp,12,1,Target,1,1,0,fit,330,32
7010,13290,erp,12,1,Target,1,1,0,fit,330,32
7013,13293,erp,12,1,NonTarget,1,1,0,fit,1650,32
7035,13315,erp,12,1,Target,1,1,0,fit,330,32
7041,13321,erp,12,1,NonTarget,1,1,0,fit,1650,32
7052,13332,erp,12,1,NonTarget,1,1,0,fit,1650,32
7088,13368,erp,12,1,NonTarget,1,1,0,fit,1650,32
7207,13487,erp,12,1,Target,1,1,0,fit,330,32
7224,13504,erp,12,1,Target,1,1,0,fit,330,32
7234,13514,erp,12,1,NonTarget,1,1,0,fit,1650,32
7256,13536,erp,12,1,NonTarget,1,1,0,fit,1650,32
7275,13555,erp,12,1,NonTarget,1,1,0,fit,1650,32
7279,13559,erp,12,1,Target,1,1,0,fit,330,32
7333,13613,erp,12,1,NonTarget,1,1,0,fit,1650,32
7369,13649,erp,12,1,NonTarget,1,1,0,fit,1650,32
7471,13751,erp,12,1,Target,1,1,0,fit,330,32
7491,13771,erp,12,1,NonTarget,1,1,0,fit,1650,32
7495,13775,erp,12,1,NonTarget,1,1,0,fit,1650,32
7556,13836,erp,12,1,NonTarget,1,1,0,fit,1650,32
7570,13850,erp,12,1,NonTarget,1,1,0,fit,1650,32
7615,13895,erp,12,1,NonTarget,1,1,0,fit,1650,32
7622,13902,erp,12,1,NonTarget,1,1,0,fit,1650,32
7647,13927,erp,12,1,NonTarget,1,1,0,fit,1650,32
7663,13943,erp,12,1,Target,1,1,0,fit,330,32
7702,13982,erp,12,1,NonTarget,1,1,0,fit,1650,32
7703,13983,erp,12,1,Target,1,1,0,fit,330,32
7705,13985,erp,12,1,NonTarget,1,1,0,fit,1650,32
7766,14046,erp,12,1,NonTarget,1,1,0,fit,1650,32
7782,14062,erp,12,1,Target,1,1,0,fit,330,32
7828,14108,erp,12,1,Target,1,1,0,fit,330,32
7851,14131,erp,12,1,Target,1,1,0,fit,330,32
7864,14144,erp,12,1,Target,1,1,0,fit,330,32
7882,14162,erp,12,1,Target,1,1,0,fit,330,32
7891,14171,erp,12,1,NonTarget,1,1,0,fit,1650,32
7910,14190,erp,12,1,NonTarget,1,1,0,fit,1650,32
7946,14226,erp,12,1,Target,1,1,0,fit,330,32
7982,14262,erp,12,1,NonTarget,1,1,0,fit,1650,32
7997,14277,erp,12,1,Target,1,1,0,fit,330,32
8026,14306,erp,12,1,NonTarget,1,1,0,fit,1650,32
8051,14331,erp,12,1,NonTarget,1,1,0,fit,1650,32
8134,14414,erp,12,1,NonTarget,1,1,0,fit,1650,32
8135,14415,erp,12,1,NonTarget,1,1,0,fit,1650,32
8161,14441,erp,12,1,Target,1,1,0,fit,330,32
8180,14460,erp,12,1,Target,1,1,0,fit,330,32
8243,14523,erp,12,1,Target,1,1,0,fit,330,32
8317,14597,erp,12,1,NonTarget,1,1,0,fit,1650,32
8329,14609,erp,12,1,Target,1,1,0,fit,330,32
8332,14612,erp,12,1,Target,1,1,0,fit,330,32
8364,14644,erp,12,1,Target,1,1,0,fit,330,32
8394,14674,erp,12,1,Target,1,1,0,fit,330,32
8419,14699,erp,12,1,Target,1,1,0,fit,330,32
