version,candidate,stage,lambda_geometry,lambda_drift,learning_rate,bottleneck,mean_method_BA,mean_control_BA,mean_delta_BA,delta_std,positive_inner_folds,median_method_epoch,median_control_epoch,stage1_rank,fold,seed,max_epochs,early_stopping_patience,median_pair_epoch
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8348095238095237,0.8361666666666666,-0.0013571428571428,0.0022857142857143,1,1,6,3,0,1,24,5,
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8345476190476191,0.8361666666666666,-0.0016190476190476,0.002596875848464,1,1,6,4,0,1,24,5,
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8368809523809523,0.8361904761904763,0.0006904761904761,0.0013049704386709,2,3,3,1,0,1,24,5,
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8358095238095238,0.8361666666666666,-0.0003571428571428,0.0017785570854269,1,3,6,1,0,1,24,5,
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8368809523809523,0.8361904761904763,0.0006904761904761,0.0013049704386709,2,3,3,1,0,1,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8358095238095238,0.8361666666666666,-0.0003571428571428,0.0017785570854269,1,3,6,1,0,1,24,5,
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8367380952380952,0.8361904761904763,0.000547619047619,0.0010795984808337,2,3,3,2,0,1,24,5,
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.8353571428571428,0.8361666666666666,-0.0008095238095238,0.001943650631615,1,1,6,2,0,1,24,5,
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8367380952380952,0.8361904761904763,0.000547619047619,0.0010795984808337,2,3,3,2,0,1,24,5,
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.8353571428571428,0.8361666666666666,-0.0008095238095238,0.001943650631615,1,1,6,2,0,1,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8414523809523811,0.8407857142857142,0.0006666666666666,0.0016727779114524,3,0,0,4,1,0,24,5,
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8417380952380953,0.8407857142857142,0.0009523809523809,0.0022335313142016,3,3,0,3,1,0,24,5,
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8423809523809525,0.8403571428571428,0.0020238095238095,0.0025665739006117,3,0,0,1,1,0,24,5,
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8422142857142857,0.8403571428571428,0.0018571428571428,0.0024989793835051,3,1,0,2,1,0,24,5,
V1,V1__lg0.3__ld0.01__lr0.0001__b8,stage2,0.3,0.01,0.0001,8,0.8415238095238096,0.8409761904761904,0.0005476190476191,0.0008702698515474,3,1,2,1,1,0,24,5,
V1,V1__lg0.3__ld0.01__lr0.0003__b8,stage2,0.3,0.01,0.0003,8,0.8422142857142857,0.8403571428571428,0.0018571428571428,0.0023299294900428,3,0,0,1,1,0,24,5,
V1,V1__lg0.3__ld0.1__lr0.0001__b8,stage2,0.3,0.1,0.0001,8,0.8415238095238096,0.8409761904761904,0.0005476190476191,0.0008702698515474,3,1,2,1,1,0,24,5,
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage2,0.3,0.1,0.0003,8,0.8423809523809525,0.8403571428571428,0.0020238095238095,0.0025665739006117,3,0,0,1,1,0,24,5,
V1,V1__lg1__ld0.01__lr0.0001__b8,stage2,1.0,0.01,0.0001,8,0.8413809523809525,0.8409761904761904,0.0004047619047619,0.0009977298495122,2,1,2,2,1,0,24,5,
V1,V1__lg1__ld0.01__lr0.0003__b8,stage2,1.0,0.01,0.0003,8,0.8422142857142857,0.8403571428571428,0.0018571428571428,0.0024989793835051,3,1,0,2,1,0,24,5,
V1,V1__lg1__ld0.1__lr0.0001__b8,stage2,1.0,0.1,0.0001,8,0.8413809523809525,0.8409761904761904,0.0004047619047619,0.0009977298495122,2,1,2,2,1,0,24,5,
V1,V1__lg1__ld0.1__lr0.0003__b8,stage2,1.0,0.1,0.0003,8,0.8422142857142857,0.8403571428571428,0.0018571428571428,0.0024989793835051,3,1,0,2,1,0,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8237380952380953,0.8240714285714287,-0.0003333333333333,0.003242294196295,3,9,7,1,1,1,24,5,
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8223333333333332,0.8239285714285713,-0.001595238095238,0.0046410863533964,3,4,4,2,1,1,24,5,
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8212857142857143,0.8239285714285713,-0.0026428571428571,0.0050183337343572,2,2,4,4,1,1,24,5,
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8214523809523809,0.8239285714285713,-0.0024761904761904,0.0046913825568572,2,1,4,3,1,1,24,5,
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8205714285714285,0.8211666666666668,-0.0005952380952381,0.0007063046178186,1,4,1,1,1,1,24,5,
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8239047619047619,0.824047619047619,-0.0001428571428571,0.0025314350209527,3,9,11,1,1,1,24,5,
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8204285714285714,0.8207380952380954,-0.0003095238095238,0.0008702698515474,2,4,1,1,1,1,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8237380952380953,0.8240714285714287,-0.0003333333333333,0.003242294196295,3,9,7,1,1,1,24,5,
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8215714285714286,0.8215952380952383,-2.3809523809537048e-05,0.0021274578955893,2,5,13,2,1,1,24,5,
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.8225,0.8237619047619047,-0.0012619047619047,0.0039781147325581,3,4,4,2,1,1,24,5,
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8212619047619046,0.8211666666666668,9.523809523805935e-05,0.001872343166794,1,4,8,2,1,1,24,5,
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.8223333333333332,0.8239285714285713,-0.001595238095238,0.0046410863533964,3,4,4,2,1,1,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8090238095238096,0.8124523809523809,-0.0034285714285714,0.0046158555489724,1,2,2,1,2,0,24,5,
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8081666666666667,0.8124523809523809,-0.0042857142857142,0.0050910084803444,0,2,2,2,2,0,24,5,
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8077380952380953,0.8124523809523809,-0.0047142857142856,0.0056712666403654,0,1,2,3,2,0,24,5,
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.807,0.8124523809523809,-0.0054523809523809,0.0058293961445788,0,1,2,4,2,0,24,5,
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8083333333333333,0.8099285714285716,-0.001595238095238,0.0021290560862959,0,2,4,1,2,0,24,5,
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8091666666666667,0.812595238095238,-0.0034285714285714,0.0048948119140033,1,2,2,1,2,0,24,5,
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8083333333333333,0.8099285714285716,-0.001595238095238,0.0021290560862959,0,2,5,1,2,0,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8090238095238096,0.8124523809523809,-0.0034285714285714,0.0046158555489724,1,2,2,1,2,0,24,5,
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8084761904761905,0.8099285714285716,-0.0014523809523809,0.0022059494898857,1,2,4,2,2,0,24,5,
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.8083095238095238,0.812595238095238,-0.0042857142857142,0.0054210474174314,0,2,2,2,2,0,24,5,
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8084761904761905,0.8099285714285716,-0.0014523809523809,0.0022059494898857,1,2,5,2,2,0,24,5,
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.8081666666666667,0.8124523809523809,-0.0042857142857142,0.0050910084803444,0,2,2,2,2,0,24,5,
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.8349047619047619,0.8359285714285715,-0.0010238095238095,0.0022380952380952,2,2,1,1,2,1,24,5,2.0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.834095238095238,0.8359285714285715,-0.0018333333333333,0.0026743087775426,1,1,1,2,2,1,24,5,1.0
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8329047619047619,0.8359285714285715,-0.0030238095238095,0.0025572803013519,0,1,1,3,2,1,24,5,1.0
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8326428571428572,0.8359285714285715,-0.0032857142857143,0.0024989793835051,0,1,1,4,2,1,24,5,1.0
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8338095238095239,0.8344285714285714,-0.0006190476190476,0.0008857654875113,1,1,1,1,2,1,24,5,1.0
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8347380952380952,0.836095238095238,-0.0013571428571428,0.0023079277744862,2,2,1,1,2,1,24,5,2.0
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8339761904761904,0.8344285714285714,-0.0004523809523809,0.0007392464141076,1,1,1,1,2,1,24,5,1.0
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.8349047619047619,0.8359285714285715,-0.0010238095238095,0.0022380952380952,2,2,1,1,2,1,24,5,2.0
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,0.1,0.01,0.0001,8,0.8346904761904762,0.8344285714285714,0.0002619047619047,0.0014174167682035,2,2,1,2,2,1,24,5,2.0
V1,V1__lg0.1__ld0.01__lr0.0003__b8,stage2,0.1,0.01,0.0003,8,0.833952380952381,0.836095238095238,-0.0021428571428571,0.0030304576336566,1,1,1,2,2,1,24,5,1.0
V1,V1__lg0.1__ld0.1__lr0.0001__b8,stage2,0.1,0.1,0.0001,8,0.8345476190476191,0.835,-0.0004523809523809,0.0003719166512336,0,2,2,2,2,1,24,5,2.0
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage2,0.1,0.1,0.0003,8,0.834095238095238,0.8359285714285715,-0.0018333333333333,0.0026743087775426,1,1,1,2,2,1,24,5,1.0
