dataset,method,q,lambda_T,fold,seed,BA,macro_F1,subjects
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,0,2,0.684375,0.675678438826203,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,1,1,0.78375,0.7814104619972401,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,1,2,0.781875,0.777138112413901,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,2,0,0.8330871212121213,0.8313091066502134,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,2,1,0.7856060606060606,0.7747058804267821,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,3,0,0.741540404040404,0.7337788447271489,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,3,1,0.7422474747474748,0.7402599578043967,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,3,2,0.7346401515151515,0.7275025825800934,8
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,4,0,0.8244444444444444,0.8204979745915426,9
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,4,1,0.8144444444444444,0.8121257746088955,9
WBCIC,R3-TaskProtected-Local-OT,0.25,0.5,4,2,0.8222222222222222,0.8194824102972897,9
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,0,0,0.70875,0.7010669848657228,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,0,1,0.6975,0.6906625741592345,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,0,2,0.6825,0.6737546042509335,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,1,0,0.7793749999999999,0.7683421658553433,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,1,1,0.78375,0.7811495560064938,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,1,2,0.7793749999999999,0.774634369333304,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,2,0,0.8305871212121212,0.8281592193856413,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,2,1,0.7768560606060606,0.7637511611762358,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,2,2,0.8223989898989899,0.8109803858371227,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,3,0,0.7415214646464646,0.7328138978066823,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,3,1,0.7434785353535354,0.7411554581726589,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,3,2,0.7277083333333333,0.7167928397698621,8
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,4,1,0.8172222222222222,0.8149250463102273,9
WBCIC,R3-TaskProtected-Local-OT,0.25,1.0,4,2,0.8233333333333334,0.8204915320771476,9
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,0,0,0.71,0.7051943641865379,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,0,1,0.6975,0.689206750358114,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,0,2,0.68375,0.6752298847012402,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,1,0,0.778125,0.7670568682274027,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,1,1,0.785625,0.7832489212421809,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,1,2,0.781875,0.7773087515262405,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,2,0,0.8337121212121212,0.8321423506794702,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,2,1,0.7912310606060606,0.781478865579718,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,2,2,0.8223547979797979,0.8123535236566428,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,3,0,0.740915404040404,0.7339887525917086,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,3,1,0.741010101010101,0.7397156847849962,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,3,2,0.734665404040404,0.7298010070338561,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,4,0,0.826111111111111,0.8227777290949203,9
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,4,1,0.8188888888888889,0.8168869353597645,9
WBCIC,R3-TaskProtected-Local-OT,0.5,0.25,4,2,0.8194444444444444,0.8166569440800624,9
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,0,0,0.7112499999999999,0.7044192640147992,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,0,1,0.6975,0.690296173840359,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,0,2,0.6849999999999999,0.6764001650166793,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,1,1,0.78375,0.7814104619972401,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,1,2,0.781875,0.777138112413901,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,2,0,0.8330871212121213,0.8313091066502134,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,2,1,0.7849810606060607,0.7740342249193587,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,3,0,0.741540404040404,0.7337788447271489,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,3,1,0.7416161616161616,0.7395785111720812,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,3,2,0.7346401515151515,0.7275025825800934,8
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,4,0,0.825,0.8210118434387448,9
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,4,1,0.815,0.8126738895220502,9
WBCIC,R3-TaskProtected-Local-OT,0.5,0.5,4,2,0.8222222222222222,0.8194346948937692,9
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,0,0,0.70875,0.7007875140119992,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,0,1,0.696875,0.6899937406209686,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,0,2,0.6825,0.6737546042509335,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,1,0,0.7793749999999999,0.7683421658553433,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,1,1,0.783125,0.7804291717310624,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,1,2,0.7793749999999999,0.774634369333304,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,2,0,0.8312121212121213,0.8287740278240089,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,2,1,0.7743560606060607,0.7609937274126064,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,2,2,0.8223926767676768,0.8110030465529959,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,3,0,0.7415214646464646,0.7328138978066823,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,3,1,0.7422222222222222,0.7397823300650769,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,3,2,0.7277083333333333,0.7167928397698621,8
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,4,1,0.8166666666666667,0.8143369563225109,9
WBCIC,R3-TaskProtected-Local-OT,0.5,1.0,4,2,0.8227777777777777,0.8197879565792803,9
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,0,0,0.709375,0.704573244208344,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,0,1,0.6975,0.689206750358114,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,0,2,0.683125,0.6745918865249653,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,1,0,0.778125,0.7670568682274027,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,1,1,0.785625,0.7832489212421809,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,1,2,0.781875,0.7773087515262405,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,2,0,0.8330871212121213,0.8315031029831784,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,2,1,0.7918560606060606,0.782146982505525,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,2,2,0.821729797979798,0.8117153265455881,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,3,0,0.740915404040404,0.7339887525917086,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,3,1,0.741010101010101,0.7397156847849962,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,3,2,0.734665404040404,0.7298010070338561,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,4,0,0.8266666666666667,0.8233433311603081,9
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,4,1,0.8188888888888889,0.8168869353597645,9
WBCIC,R3-TaskProtected-Local-Random,0.25,0.25,4,2,0.82,0.8172407482663793,9
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,0,0,0.7118749999999999,0.7050683901378889,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,0,1,0.696875,0.6897476324048655,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,0,2,0.684375,0.675678438826203,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,1,1,0.78375,0.7814104619972401,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,1,2,0.781875,0.777138112413901,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,2,0,0.8330871212121213,0.8313091066502134,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,2,1,0.7856060606060606,0.7747058804267821,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,3,0,0.741540404040404,0.7337788447271489,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,3,1,0.7422474747474748,0.7402599578043967,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,3,2,0.7346401515151515,0.7275025825800934,8
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,4,0,0.8244444444444444,0.8204979745915426,9
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,4,1,0.8144444444444444,0.8121257746088955,9
WBCIC,R3-TaskProtected-Local-Random,0.25,0.5,4,2,0.8222222222222222,0.8194824102972897,9
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,0,0,0.70875,0.7010669848657228,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,0,1,0.6975,0.6906625741592345,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,0,2,0.6825,0.6737546042509335,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,1,0,0.7793749999999999,0.7683421658553433,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,1,1,0.78375,0.7811495560064938,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,1,2,0.7793749999999999,0.774634369333304,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,2,0,0.8305871212121212,0.8281592193856413,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,2,1,0.7768560606060606,0.7637511611762358,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,2,2,0.8223989898989899,0.8109803858371227,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,3,0,0.7415214646464646,0.7328138978066823,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,3,1,0.7434785353535354,0.7411554581726589,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,3,2,0.7277083333333333,0.7167928397698621,8
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,4,1,0.8172222222222222,0.8149250463102273,9
WBCIC,R3-TaskProtected-Local-Random,0.25,1.0,4,2,0.8233333333333334,0.8204915320771476,9
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,0,0,0.71,0.7051943641865379,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,0,1,0.6975,0.689206750358114,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,0,2,0.68375,0.6752298847012402,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,1,0,0.778125,0.7670568682274027,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,1,1,0.785625,0.7832489212421809,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,1,2,0.781875,0.7773087515262405,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,2,0,0.8337121212121212,0.8321423506794702,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,2,1,0.7912310606060606,0.781478865579718,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,2,2,0.8223547979797979,0.8123535236566428,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,3,0,0.740915404040404,0.7339887525917086,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,3,1,0.741010101010101,0.7397156847849962,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,3,2,0.734665404040404,0.7298010070338561,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,4,0,0.826111111111111,0.8227777290949203,9
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,4,1,0.8188888888888889,0.8168869353597645,9
WBCIC,R3-TaskProtected-Local-Random,0.5,0.25,4,2,0.8194444444444444,0.8166569440800624,9
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,0,0,0.7112499999999999,0.7044192640147992,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,0,1,0.6975,0.690296173840359,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,0,2,0.6849999999999999,0.6764001650166793,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,1,1,0.78375,0.7814104619972401,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,1,2,0.781875,0.777138112413901,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,2,0,0.8330871212121213,0.8313091066502134,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,2,1,0.7849810606060607,0.7740342249193587,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,3,0,0.741540404040404,0.7337788447271489,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,3,1,0.7416161616161616,0.7395785111720812,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,3,2,0.7346401515151515,0.7275025825800934,8
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,4,0,0.825,0.8210118434387448,9
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,4,1,0.815,0.8126738895220502,9
WBCIC,R3-TaskProtected-Local-Random,0.5,0.5,4,2,0.8222222222222222,0.8194346948937692,9
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,0,0,0.70875,0.7007875140119992,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,0,1,0.696875,0.6899937406209686,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,0,2,0.6825,0.6737546042509335,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,1,0,0.7793749999999999,0.7683421658553433,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,1,1,0.783125,0.7804291717310624,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,1,2,0.7793749999999999,0.774634369333304,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,2,0,0.8312121212121213,0.8287740278240089,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,2,1,0.7743560606060607,0.7609937274126064,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,2,2,0.8223926767676768,0.8110030465529959,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,3,0,0.7415214646464646,0.7328138978066823,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,3,1,0.7422222222222222,0.7397823300650769,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,3,2,0.7277083333333333,0.7167928397698621,8
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,4,1,0.8166666666666667,0.8143369563225109,9
WBCIC,R3-TaskProtected-Local-Random,0.5,1.0,4,2,0.8227777777777777,0.8197879565792803,9
