stage,c_index,interaction_norm,interaction_top1_margin,interaction_true_margin,native_correct_interaction_norm,native_correct_n,native_correct_true_margin,native_error_interaction_norm,native_error_n,native_error_rate,native_error_true_margin,p_index,positive_true_margin_rate,session,split,subject,train_rank,train_subject_equal_interaction_norm,trial_count
classifier_input,0,2.2961165768720093e-07,3.91155481338501e-08,0.02309839241206646,2.2961165768720093e-07,32,0.02309839241206646,,0,0.0,,2,0.59375,1,TRAIN,1,1,2.0792541022274236e-07,32
classifier_input,0,1.8898136033840274e-07,-3.725290298461914e-09,0.0007161665707826614,1.8935109835638286e-07,31,0.0007392629631794989,1.775189701902491e-07,1,0.03125,1.1920928955078125e-07,2,0.6875,2,TRAIN,1,1,2.0792541022274236e-07,32
classifier_input,0,2.5055393848560925e-07,0.0,-0.050452958792448044,2.5055393848560925e-07,32,-0.050452958792448044,,0,0.0,,2,0.65625,1,TRAIN,11,1,2.0792541022274236e-07,32
classifier_input,0,2.3091590151125274e-07,-9.313225746154785e-09,-0.0788695365190506,2.3091590151125274e-07,32,-0.0788695365190506,,0,0.0,,2,0.5,2,TRAIN,11,1,2.0792541022274236e-07,32
classifier_input,0,2.445832194553077e-07,2.2351741790771484e-08,0.022432515397667885,2.445832194553077e-07,32,0.022432515397667885,,0,0.0,,2,0.78125,1,TRAIN,15,1,2.0792541022274236e-07,32
classifier_input,0,1.8892447428697778e-07,3.958120942115784e-08,-0.0166856087744236,2.0151563262515992e-07,26,-0.035855285823345184,1.3436280710266146e-07,6,0.1875,0.0663829818367958,2,0.53125,2,TRAIN,15,1,2.0792541022274236e-07,32
classifier_input,0,2.221342469965748e-07,2.421438694000244e-08,-0.08494644612073898,2.221342469965748e-07,32,-0.08494644612073898,,0,0.0,,2,0.40625,1,TRAIN,2,1,2.0792541022274236e-07,32
classifier_input,0,2.3889305111879366e-07,3.4458935260772705e-08,-0.0093734972178936,2.405190855370165e-07,31,-0.009675871580839157,1.884864389012364e-07,1,0.03125,1.7881393432617188e-07,2,0.59375,2,TRAIN,2,1,2.0792541022274236e-07,32
classifier_input,0,2.0108767273541162e-07,-7.450580596923828e-09,-0.03267164155840874,2.0108767273541162e-07,32,-0.03267164155840874,,0,0.0,,2,0.59375,1,TRAIN,20,1,2.0792541022274236e-07,32
classifier_input,0,1.5986452694960462e-07,2.0489096641540527e-08,0.05390714108943939,1.6272805680728197e-07,28,0.06026912108063698,1.398197468915896e-07,4,0.125,0.009373284876346588,2,0.53125,2,TRAIN,20,1,2.0792541022274236e-07,32
classifier_input,0,1.956180426532228e-07,-3.5390257835388184e-08,-0.08106037974357605,1.956180426532228e-07,32,-0.08106037974357605,,0,0.0,,2,0.40625,1,TRAIN,21,1,2.0792541022274236e-07,32
classifier_input,0,2.2630743501395045e-07,-3.725290298461914e-09,-0.12360214442014694,2.2630743501395045e-07,32,-0.12360214442014694,,0,0.0,,2,0.21875,2,TRAIN,21,1,2.0792541022274236e-07,32
classifier_input,0,2.079073055938352e-07,-4.190951585769653e-08,0.05806935578584671,2.0459404481698584e-07,30,0.06194065138697624,2.5760607513802825e-07,2,0.0625,-2.9802322387695312e-08,2,0.53125,1,TRAIN,23,1,2.0792541022274236e-07,32
classifier_input,0,1.6858476215020346e-07,3.026798367500305e-08,-0.0038331523537635803,1.8695895676046348e-07,17,0.019316373392939568,1.4776067303046148e-07,15,0.46875,-0.03006928227841854,2,0.4375,2,TRAIN,23,1,2.0792541022274236e-07,32
classifier_input,0,2.2757414797069941e-07,7.636845111846924e-08,-0.025911271572113037,2.2757414797069941e-07,32,-0.025911271572113037,,0,0.0,,2,0.65625,1,TRAIN,26,1,2.0792541022274236e-07,32
classifier_input,0,2.2046359049454622e-07,1.955777406692505e-08,-0.03099280223250389,2.192496424413548e-07,31,-0.03199256956577301,2.580956959263858e-07,1,0.03125,5.960464477539063e-08,2,0.46875,2,TRAIN,26,1,2.0792541022274236e-07,32
classifier_input,0,1.959345752311492e-07,1.7695128917694092e-08,-0.0569736510515213,1.959345752311492e-07,32,-0.0569736510515213,,0,0.0,,2,0.46875,1,TRAIN,28,1,2.0792541022274236e-07,32
classifier_input,0,2.0712494119834446e-07,8.381903171539307e-09,0.03715576231479645,2.0712494119834446e-07,32,0.03715576231479645,,0,0.0,,2,0.65625,2,TRAIN,28,1,2.0792541022274236e-07,32
classifier_input,0,1.927374597698872e-07,-1.0710209608078003e-07,-0.040298737585544586,1.9566816433780332e-07,31,-0.04159869626164436,1.0188515631170958e-07,1,0.03125,0.0,2,0.65625,1,TRAIN,3,1,2.0792541022274236e-07,32
classifier_input,0,2.485281527242478e-07,-5.494803190231323e-08,-0.00852541346102953,2.536194756430632e-07,31,-0.02450750395655632,9.069762541003001e-08,1,0.03125,0.4869193732738495,2,0.40625,2,TRAIN,3,1,2.0792541022274236e-07,32
classifier_input,0,2.0932137090312608e-07,3.725290298461914e-08,-0.016162190586328506,2.0932137090312608e-07,32,-0.016162190586328506,,0,0.0,,2,0.71875,1,TRAIN,30,1,2.0792541022274236e-07,32
classifier_input,0,1.6743878461511486e-07,-5.3085386753082275e-08,-0.0026731379330158234,1.6891289078557747e-07,25,0.026388289406895638,1.6217408926877397e-07,7,0.21875,-0.1064639613032341,2,0.53125,2,TRAIN,30,1,2.0792541022274236e-07,32
classifier_input,0,2.1316779452718038e-07,1.862645149230957e-08,-0.08292032778263092,2.1316779452718038e-07,32,-0.08292032778263092,,0,0.0,,2,0.40625,1,TRAIN,31,1,2.0792541022274236e-07,32
classifier_input,0,2.2550705125468085e-07,-4.6566128730773926e-08,-0.06614213436841965,2.2550705125468085e-07,32,-0.06614213436841965,,0,0.0,,2,0.5625,2,TRAIN,31,1,2.0792541022274236e-07,32
classifier_input,0,2.0707294368094153e-07,-2.60770320892334e-08,-0.04656093567609787,2.0707294368094153e-07,32,-0.04656093567609787,,0,0.0,,2,0.625,1,TRAIN,33,1,2.0792541022274236e-07,32
classifier_input,0,2.0272914014185517e-07,-4.0978193283081055e-08,-0.039674509316682816,2.0272914014185517e-07,32,-0.039674509316682816,,0,0.0,,2,0.4375,2,TRAIN,33,1,2.0792541022274236e-07,32
classifier_input,0,1.98029454168136e-07,-3.725290298461914e-08,-0.01704021543264389,1.98029454168136e-07,32,-0.01704021543264389,,0,0.0,,2,0.625,1,TRAIN,38,1,2.0792541022274236e-07,32
classifier_input,0,1.9751107060983486e-07,-5.960464477539063e-08,-0.03592021390795708,1.9751107060983486e-07,32,-0.03592021390795708,,0,0.0,,2,0.46875,2,TRAIN,38,1,2.0792541022274236e-07,32
classifier_input,0,1.7474732771916024e-07,5.587935447692871e-09,-0.006456231698393822,1.736719781320062e-07,31,-0.006664489395916462,2.0808339229461126e-07,1,0.03125,-2.682209014892578e-07,2,0.53125,1,TRAIN,40,1,2.0792541022274236e-07,32
classifier_input,0,1.8198679185843503e-07,-5.587935447692871e-09,0.012003928422927856,1.8198679185843503e-07,32,0.012003928422927856,,0,0.0,,2,0.59375,2,TRAIN,40,1,2.0792541022274236e-07,32
classifier_input,0,2.176513049789719e-07,2.7008354663848877e-08,-0.05894283950328827,2.176513049789719e-07,32,-0.05894283950328827,,0,0.0,,2,0.53125,1,TRAIN,41,1,2.0792541022274236e-07,32
classifier_input,0,2.1368126112975006e-07,-1.30385160446167e-08,-0.11991558969020844,2.1638373937094002e-07,31,-0.12524192035198212,1.2990531672585348e-07,1,0.03125,0.04520082473754883,2,0.40625,2,TRAIN,41,1,2.0792541022274236e-07,32
classifier_input,0,2.413948152479861e-07,-7.450580596923828e-08,-0.08713368326425552,2.413948152479861e-07,32,-0.08713368326425552,,0,0.0,,2,0.46875,1,TRAIN,44,1,2.0792541022274236e-07,32
classifier_input,0,2.375376197960577e-07,1.4901161193847656e-08,-0.07390949875116348,2.375376197960577e-07,32,-0.07390949875116348,,0,0.0,,2,0.53125,2,TRAIN,44,1,2.0792541022274236e-07,32
classifier_input,0,1.5205300485376938e-07,4.7497451305389404e-08,-0.038660939782857895,1.5553604271190125e-07,31,-0.03990806266665459,4.407823084306983e-08,1,0.03125,0.0,2,0.40625,1,TRAIN,47,1,2.0792541022274236e-07,32
classifier_input,0,1.9616140889411326e-07,-2.2351741790771484e-08,-0.057262320071458817,2.0248923249255313e-07,31,-0.05910949036478996,0.0,1,0.03125,0.0,2,0.3125,2,TRAIN,47,1,2.0792541022274236e-07,32
classifier_input,0,2.1154477281015716e-07,3.3527612686157227e-08,-0.07275236397981644,2.1154477281015716e-07,32,-0.07275236397981644,,0,0.0,,2,0.59375,1,TRAIN,48,1,2.0792541022274236e-07,32
classifier_input,0,2.1501364244613796e-07,-6.705522537231445e-08,-0.073794886469841,2.1501364244613796e-07,32,-0.073794886469841,,0,0.0,,2,0.53125,2,TRAIN,48,1,2.0792541022274236e-07,32
classifier_input,0,1.8661064871139388e-07,-2.3283064365386963e-08,-0.02895287238061428,1.8661064871139388e-07,32,-0.02895287238061428,,0,0.0,,2,0.5625,1,TRAIN,5,1,2.0792541022274236e-07,32
classifier_input,0,2.0281382262510306e-07,9.778887033462524e-08,-0.12305394560098648,2.0685851609414385e-07,31,-0.13894131779670715,7.742870167248839e-08,1,0.03125,0.3694545030593872,2,0.4375,2,TRAIN,5,1,2.0792541022274236e-07,32
classifier_input,0,2.1141704564797692e-07,-4.0978193283081055e-08,-0.0021672211587429047,2.1141704564797692e-07,32,-0.0021672211587429047,,0,0.0,,2,0.53125,1,TRAIN,50,1,2.0792541022274236e-07,32
classifier_input,0,2.2305590618998394e-07,4.190951585769653e-08,0.0397939495742321,2.2445513536695216e-07,28,0.04547883942723274,2.1326144405975356e-07,4,0.125,-2.2351741790771484e-07,2,0.53125,2,TRAIN,50,1,2.0792541022274236e-07,32
classifier_input,0,1.9343755752743164e-07,-1.0244548320770264e-08,-0.0356876403093338,1.9343755752743164e-07,32,-0.0356876403093338,,0,0.0,,2,0.5,1,TRAIN,52,1,2.0792541022274236e-07,32
classifier_input,0,1.9983610854978906e-07,7.35744833946228e-08,0.014789402484893799,1.9924463856568764e-07,28,0.03130006045103073,2.039764694927726e-07,4,0.125,-0.10078521072864532,2,0.59375,2,TRAIN,52,1,2.0792541022274236e-07,32
classifier_input,0,2.1995305132804788e-07,-4.0978193283081055e-08,-0.061433978378772736,2.1995305132804788e-07,32,-0.061433978378772736,,0,0.0,,2,0.5,1,TRAIN,53,1,2.0792541022274236e-07,32
classifier_input,0,2.1527395688281104e-07,3.5390257835388184e-08,-0.05003749579191208,2.1527395688281104e-07,32,-0.05003749579191208,,0,0.0,,2,0.53125,2,TRAIN,53,1,2.0792541022274236e-07,32
classifier_input,0,2.262755174342601e-07,-7.82310962677002e-08,0.05251971632242203,2.262755174342601e-07,32,0.05251971632242203,,0,0.0,,2,0.59375,1,TRAIN,6,1,2.0792541022274236e-07,32
classifier_input,0,1.8456358930052374e-07,-2.2351741790771484e-08,0.026869941502809525,1.8456358930052374e-07,32,0.026869941502809525,,0,0.0,,2,0.625,2,TRAIN,6,1,2.0792541022274236e-07,32
classifier_input,0,2.2751126493858465e-07,7.450580596923828e-09,-0.03815740346908569,2.2751126493858465e-07,32,-0.03815740346908569,,0,0.0,,2,0.5,1,TRAIN,7,1,2.0792541022274236e-07,32
classifier_input,0,2.1895365875934658e-07,-4.0046870708465576e-08,-0.011758317239582539,2.205604943128492e-07,30,-0.007643349934369326,1.9485128177620936e-07,2,0.0625,-0.07348282635211945,2,0.5625,2,TRAIN,7,1,2.0792541022274236e-07,32
classifier_input,0,1.8885910435528785e-07,9.313225746154785e-09,0.027720510959625244,1.8885910435528785e-07,32,0.027720510959625244,,0,0.0,,2,0.65625,1,TRAIN,9,1,2.0792541022274236e-07,32
classifier_input,0,2.046802762833977e-07,-4.7497451305389404e-08,0.019290504977107048,2.046802762833977e-07,32,0.019290504977107048,,0,0.0,,2,0.59375,2,TRAIN,9,1,2.0792541022274236e-07,32
classifier_input,0,2.0063049532836885e-07,-7.636845111846924e-08,-0.16310319304466248,2.0063049532836885e-07,32,-0.16310319304466248,,0,0.0,,3,0.09375,1,TRAIN,1,2,2.017232247908396e-07,32
classifier_input,0,1.8371619603385625e-07,0.0,-0.22016283869743347,1.8244831778702064e-07,31,-0.22726485133171082,2.230201658903752e-07,1,0.03125,2.384185791015625e-07,3,0.15625,2,TRAIN,1,2,2.017232247908396e-07,32
classifier_input,0,2.3325036124788312e-07,7.450580596923828e-09,-0.32015860080718994,2.3325036124788312e-07,32,-0.32015860080718994,,0,0.0,,3,0.15625,1,TRAIN,11,2,2.017232247908396e-07,32
