task,fold,condition,initial_hash,manifest_hash,selected_epoch,inner_val_BA,checkpoint
WBCIC_MI,0,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6509709595959596,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold0/selected.pt
WBCIC_MI,0,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6530126262626264,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold0/selected.pt
WBCIC_MI,1,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,37,0.8755555555555556,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold1/selected.pt
WBCIC_MI,1,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,37,0.8594835858585859,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold1/selected.pt
WBCIC_MI,2,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,57,0.8720000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold2/selected.pt
WBCIC_MI,2,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,56,0.8620000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold2/selected.pt
WBCIC_MI,3,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,19,0.663,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold3/selected.pt
WBCIC_MI,3,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,17,0.554,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold3/selected.pt
WBCIC_MI,4,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,36,0.748,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold4/selected.pt
WBCIC_MI,4,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,36,0.7390000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold4/selected.pt
