subject,y,base_score,protected_score,fused_score
14,0,0.16167940899584576,0.719374834073582,0.16167940899584576
14,1,0.4445812955243131,0.7144347783806319,0.4445812955243131
14,0,-0.2835487688144355,-0.03162419982032531,-0.2835487688144355
14,0,0.04085975876594599,0.45460762237109537,0.04085975876594599
14,1,-0.18605698841002322,0.4568469993021196,-0.18605698841002322
14,1,-0.24186438490131476,-0.5239871688481785,-0.24186438490131476
14,0,-0.48775157961524684,-0.6770995655285208,-0.48775157961524684
14,1,0.6410690488605247,0.294260340980582,0.6410690488605247
14,0,-0.36785150143453355,0.6632376607350128,-0.36785150143453355
14,1,0.5293912216846617,0.5606396213534093,0.5293912216846617
14,1,0.15796666486977837,0.17622196502468118,0.15796666486977837
14,0,0.2672536197886933,0.16097818899474642,0.2672536197886933
14,0,-0.27229068481111446,-0.2867050075493055,-0.27229068481111446
14,1,0.5371903938154284,0.8755442008628762,0.5371903938154284
14,0,-0.24457071070472852,0.07420288341503942,-0.24457071070472852
14,0,-0.26226525273089524,-0.3778239657992009,-0.26226525273089524
14,0,-0.2745564871310673,0.7527486955371536,-0.2745564871310673
14,0,-0.7779985321092044,-1.1076314372101024,-0.7779985321092044
14,0,-0.4546072739259922,-0.08534840012851118,-0.4546072739259922
14,1,0.1951376422992123,-0.3030540385588574,0.1951376422992123
14,1,-0.8109679395765786,-1.3078522058345659,-0.8109679395765786
14,1,0.38638973334296156,0.6083036125220882,0.38638973334296156
14,0,1.035812979260259,0.9169194664399782,1.035812979260259
14,0,-0.05915201414668199,0.30267959153201485,-0.05915201414668199
14,1,-0.26539315031470967,-1.1477651868118661,-0.26539315031470967
14,0,-0.2661103950369902,-0.3959467582421965,-0.2661103950369902
14,0,0.022700033435934745,-0.04862106906949218,0.022700033435934745
14,1,0.30825238910819974,0.9195375589113661,0.30825238910819974
14,0,0.3097648894895129,0.04793809364717572,0.3097648894895129
14,1,-0.08440327460740694,0.29069001518573284,-0.08440327460740694
14,1,-0.16093081672496456,-0.13802128125759344,-0.16093081672496456
14,1,-0.03943734490951782,-0.10785300588322391,-0.03943734490951782
14,0,-0.520469980629763,-0.27040593643702165,-0.520469980629763
14,0,-0.7691484258761304,-0.8916267792478998,-0.7691484258761304
14,1,0.2085208414272037,-0.15061820009558471,0.2085208414272037
14,1,0.3065973741805138,0.4189548594321386,0.3065973741805138
14,0,-0.37634374827264416,-0.8287452092672891,-0.37634374827264416
14,0,-0.16337336345655917,-0.1158475400011168,-0.16337336345655917
14,0,-0.1976193357892157,0.06773837785072087,-0.1976193357892157
14,0,-0.44734609656261665,-0.032518795315361226,-0.44734609656261665
14,1,0.5944207316459371,0.12683330764610445,0.5944207316459371
14,1,0.4896735008341436,0.35601791919020687,0.4896735008341436
14,0,0.4204930780972191,-0.15641392697276021,0.4204930780972191
14,1,0.06323551273803561,0.01469222003385287,0.06323551273803561
14,0,-0.29835121690212135,-0.43579163299974977,-0.29835121690212135
14,0,0.27263125030606855,-0.1948508028084813,0.27263125030606855
14,0,0.5525500521149603,0.7097590198921195,0.5525500521149603
14,1,0.15193400434121268,-0.037883707883067795,0.15193400434121268
14,0,-0.39140549182844314,0.27820430656886647,-0.39140549182844314
14,0,-0.11733387441245095,0.4122787814599818,-0.11733387441245095
14,0,-0.4863985862615792,0.17167475797565213,-0.4863985862615792
14,1,0.0023389905569202733,0.2679420210777693,0.0023389905569202733
14,0,-0.2923717285225494,-0.08226963198055397,-0.2923717285225494
14,0,0.07712861817490647,-0.48077496869027003,0.07712861817490647
14,1,-0.4827132524018664,-0.6121649886419822,-0.4827132524018664
