frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,inner_split,purpose,group_count_before,selected_count
200,6340,mi,10,1,left_hand,2,1,1,fit,50,32
201,6341,mi,10,1,right_hand,2,1,1,fit,50,32
202,6342,mi,10,1,left_hand,2,1,1,fit,50,32
205,6345,mi,10,1,right_hand,2,1,1,fit,50,32
206,6346,mi,10,1,left_hand,2,1,1,fit,50,32
207,6347,mi,10,1,right_hand,2,1,1,fit,50,32
208,6348,mi,10,1,left_hand,2,1,1,fit,50,32
209,6349,mi,10,1,left_hand,2,1,1,fit,50,32
210,6350,mi,10,1,right_hand,2,1,1,fit,50,32
216,6356,mi,10,1,left_hand,2,1,1,fit,50,32
217,6357,mi,10,1,left_hand,2,1,1,fit,50,32
218,6358,mi,10,1,left_hand,2,1,1,fit,50,32
219,6359,mi,10,1,right_hand,2,1,1,fit,50,32
220,6360,mi,10,1,right_hand,2,1,1,fit,50,32
223,6363,mi,10,1,right_hand,2,1,1,fit,50,32
224,6364,mi,10,1,right_hand,2,1,1,fit,50,32
225,6365,mi,10,1,left_hand,2,1,1,fit,50,32
227,6367,mi,10,1,left_hand,2,1,1,fit,50,32
232,6372,mi,10,1,left_hand,2,1,1,fit,50,32
233,6373,mi,10,1,right_hand,2,1,1,fit,50,32
235,6375,mi,10,1,left_hand,2,1,1,fit,50,32
236,6376,mi,10,1,left_hand,2,1,1,fit,50,32
237,6377,mi,10,1,right_hand,2,1,1,fit,50,32
239,6379,mi,10,1,left_hand,2,1,1,fit,50,32
240,6380,mi,10,1,left_hand,2,1,1,fit,50,32
241,6381,mi,10,1,left_hand,2,1,1,fit,50,32
242,6382,mi,10,1,right_hand,2,1,1,fit,50,32
243,6383,mi,10,1,left_hand,2,1,1,fit,50,32
244,6384,mi,10,1,right_hand,2,1,1,fit,50,32
245,6385,mi,10,1,left_hand,2,1,1,fit,50,32
248,6388,mi,10,1,right_hand,2,1,1,fit,50,32
250,6390,mi,10,1,left_hand,2,1,1,fit,50,32
251,6391,mi,10,1,left_hand,2,1,1,fit,50,32
252,6392,mi,10,1,left_hand,2,1,1,fit,50,32
253,6393,mi,10,1,right_hand,2,1,1,fit,50,32
258,6398,mi,10,1,left_hand,2,1,1,fit,50,32
260,6400,mi,10,1,right_hand,2,1,1,fit,50,32
262,6402,mi,10,1,left_hand,2,1,1,fit,50,32
263,6403,mi,10,1,right_hand,2,1,1,fit,50,32
264,6404,mi,10,1,right_hand,2,1,1,fit,50,32
266,6406,mi,10,1,right_hand,2,1,1,fit,50,32
268,6408,mi,10,1,left_hand,2,1,1,fit,50,32
269,6409,mi,10,1,right_hand,2,1,1,fit,50,32
270,6410,mi,10,1,left_hand,2,1,1,fit,50,32
271,6411,mi,10,1,right_hand,2,1,1,fit,50,32
272,6412,mi,10,1,right_hand,2,1,1,fit,50,32
273,6413,mi,10,1,right_hand,2,1,1,fit,50,32
274,6414,mi,10,1,left_hand,2,1,1,fit,50,32
275,6415,mi,10,1,right_hand,2,1,1,fit,50,32
276,6416,mi,10,1,left_hand,2,1,1,fit,50,32
278,6418,mi,10,1,right_hand,2,1,1,fit,50,32
279,6419,mi,10,1,right_hand,2,1,1,fit,50,32
280,6420,mi,10,1,right_hand,2,1,1,fit,50,32
281,6421,mi,10,1,left_hand,2,1,1,fit,50,32
284,6424,mi,10,1,left_hand,2,1,1,fit,50,32
286,6426,mi,10,1,left_hand,2,1,1,fit,50,32
288,6428,mi,10,1,right_hand,2,1,1,fit,50,32
291,6431,mi,10,1,right_hand,2,1,1,fit,50,32
292,6432,mi,10,1,left_hand,2,1,1,fit,50,32
293,6433,mi,10,1,right_hand,2,1,1,fit,50,32
295,6435,mi,10,1,left_hand,2,1,1,fit,50,32
296,6436,mi,10,1,right_hand,2,1,1,fit,50,32
298,6438,mi,10,1,right_hand,2,1,1,fit,50,32
299,6439,mi,10,1,right_hand,2,1,1,fit,50,32
300,8520,mi,10,2,left_hand,2,1,1,fit,50,32
302,8522,mi,10,2,left_hand,2,1,1,fit,50,32
303,8523,mi,10,2,left_hand,2,1,1,fit,50,32
304,8524,mi,10,2,right_hand,2,1,1,fit,50,32
305,8525,mi,10,2,right_hand,2,1,1,fit,50,32
306,8526,mi,10,2,left_hand,2,1,1,fit,50,32
307,8527,mi,10,2,right_hand,2,1,1,fit,50,32
308,8528,mi,10,2,left_hand,2,1,1,fit,50,32
309,8529,mi,10,2,left_hand,2,1,1,fit,50,32
313,8533,mi,10,2,left_hand,2,1,1,fit,50,32
314,8534,mi,10,2,right_hand,2,1,1,fit,50,32
315,8535,mi,10,2,left_hand,2,1,1,fit,50,32
316,8536,mi,10,2,left_hand,2,1,1,fit,50,32
317,8537,mi,10,2,left_hand,2,1,1,fit,50,32
319,8539,mi,10,2,right_hand,2,1,1,fit,50,32
322,8542,mi,10,2,right_hand,2,1,1,fit,50,32
323,8543,mi,10,2,right_hand,2,1,1,fit,50,32
324,8544,mi,10,2,right_hand,2,1,1,fit,50,32
325,8545,mi,10,2,left_hand,2,1,1,fit,50,32
326,8546,mi,10,2,right_hand,2,1,1,fit,50,32
330,8550,mi,10,2,left_hand,2,1,1,fit,50,32
332,8552,mi,10,2,left_hand,2,1,1,fit,50,32
333,8553,mi,10,2,right_hand,2,1,1,fit,50,32
334,8554,mi,10,2,right_hand,2,1,1,fit,50,32
335,8555,mi,10,2,left_hand,2,1,1,fit,50,32
336,8556,mi,10,2,left_hand,2,1,1,fit,50,32
337,8557,mi,10,2,right_hand,2,1,1,fit,50,32
339,8559,mi,10,2,left_hand,2,1,1,fit,50,32
340,8560,mi,10,2,left_hand,2,1,1,fit,50,32
342,8562,mi,10,2,right_hand,2,1,1,fit,50,32
343,8563,mi,10,2,left_hand,2,1,1,fit,50,32
344,8564,mi,10,2,right_hand,2,1,1,fit,50,32
346,8566,mi,10,2,left_hand,2,1,1,fit,50,32
348,8568,mi,10,2,right_hand,2,1,1,fit,50,32
357,8577,mi,10,2,right_hand,2,1,1,fit,50,32
358,8578,mi,10,2,left_hand,2,1,1,fit,50,32
359,8579,mi,10,2,left_hand,2,1,1,fit,50,32
360,8580,mi,10,2,right_hand,2,1,1,fit,50,32
361,8581,mi,10,2,right_hand,2,1,1,fit,50,32
362,8582,mi,10,2,left_hand,2,1,1,fit,50,32
363,8583,mi,10,2,right_hand,2,1,1,fit,50,32
364,8584,mi,10,2,right_hand,2,1,1,fit,50,32
366,8586,mi,10,2,right_hand,2,1,1,fit,50,32
370,8590,mi,10,2,left_hand,2,1,1,fit,50,32
373,8593,mi,10,2,right_hand,2,1,1,fit,50,32
374,8594,mi,10,2,left_hand,2,1,1,fit,50,32
375,8595,mi,10,2,right_hand,2,1,1,fit,50,32
376,8596,mi,10,2,left_hand,2,1,1,fit,50,32
377,8597,mi,10,2,left_hand,2,1,1,fit,50,32
378,8598,mi,10,2,right_hand,2,1,1,fit,50,32
380,8600,mi,10,2,right_hand,2,1,1,fit,50,32
381,8601,mi,10,2,left_hand,2,1,1,fit,50,32
