frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
1980,1980,mi,1,1,right_hand,2,0,train_geometry,50,32
1981,1981,mi,1,1,left_hand,2,0,train_geometry,50,32
1982,1982,mi,1,1,right_hand,2,0,train_geometry,50,32
1985,1985,mi,1,1,right_hand,2,0,train_geometry,50,32
1987,1987,mi,1,1,left_hand,2,0,train_geometry,50,32
1988,1988,mi,1,1,left_hand,2,0,train_geometry,50,32
1989,1989,mi,1,1,right_hand,2,0,train_geometry,50,32
1991,1991,mi,1,1,right_hand,2,0,train_geometry,50,32
1994,1994,mi,1,1,left_hand,2,0,train_geometry,50,32
1996,1996,mi,1,1,left_hand,2,0,train_geometry,50,32
1997,1997,mi,1,1,left_hand,2,0,train_geometry,50,32
1998,1998,mi,1,1,right_hand,2,0,train_geometry,50,32
1999,1999,mi,1,1,left_hand,2,0,train_geometry,50,32
2000,2000,mi,1,1,right_hand,2,0,train_geometry,50,32
2002,2002,mi,1,1,right_hand,2,0,train_geometry,50,32
2003,2003,mi,1,1,left_hand,2,0,train_geometry,50,32
2004,2004,mi,1,1,right_hand,2,0,train_geometry,50,32
2006,2006,mi,1,1,left_hand,2,0,train_geometry,50,32
2007,2007,mi,1,1,right_hand,2,0,train_geometry,50,32
2008,2008,mi,1,1,right_hand,2,0,train_geometry,50,32
2009,2009,mi,1,1,left_hand,2,0,train_geometry,50,32
2010,2010,mi,1,1,right_hand,2,0,train_geometry,50,32
2013,2013,mi,1,1,left_hand,2,0,train_geometry,50,32
2016,2016,mi,1,1,right_hand,2,0,train_geometry,50,32
2018,2018,mi,1,1,right_hand,2,0,train_geometry,50,32
2019,2019,mi,1,1,left_hand,2,0,train_geometry,50,32
2020,2020,mi,1,1,left_hand,2,0,train_geometry,50,32
2022,2022,mi,1,1,left_hand,2,0,train_geometry,50,32
2025,2025,mi,1,1,left_hand,2,0,train_geometry,50,32
2027,2027,mi,1,1,left_hand,2,0,train_geometry,50,32
2028,2028,mi,1,1,left_hand,2,0,train_geometry,50,32
2030,2030,mi,1,1,right_hand,2,0,train_geometry,50,32
2033,2033,mi,1,1,left_hand,2,0,train_geometry,50,32
2036,2036,mi,1,1,left_hand,2,0,train_geometry,50,32
2038,2038,mi,1,1,right_hand,2,0,train_geometry,50,32
2039,2039,mi,1,1,left_hand,2,0,train_geometry,50,32
2040,2040,mi,1,1,right_hand,2,0,train_geometry,50,32
2042,2042,mi,1,1,right_hand,2,0,train_geometry,50,32
2044,2044,mi,1,1,left_hand,2,0,train_geometry,50,32
2045,2045,mi,1,1,right_hand,2,0,train_geometry,50,32
2046,2046,mi,1,1,left_hand,2,0,train_geometry,50,32
2048,2048,mi,1,1,left_hand,2,0,train_geometry,50,32
2049,2049,mi,1,1,right_hand,2,0,train_geometry,50,32
2051,2051,mi,1,1,left_hand,2,0,train_geometry,50,32
2053,2053,mi,1,1,right_hand,2,0,train_geometry,50,32
2054,2054,mi,1,1,left_hand,2,0,train_geometry,50,32
2056,2056,mi,1,1,right_hand,2,0,train_geometry,50,32
2057,2057,mi,1,1,right_hand,2,0,train_geometry,50,32
2058,2058,mi,1,1,right_hand,2,0,train_geometry,50,32
2059,2059,mi,1,1,left_hand,2,0,train_geometry,50,32
2060,2060,mi,1,1,left_hand,2,0,train_geometry,50,32
2061,2061,mi,1,1,right_hand,2,0,train_geometry,50,32
2064,2064,mi,1,1,left_hand,2,0,train_geometry,50,32
2065,2065,mi,1,1,left_hand,2,0,train_geometry,50,32
2066,2066,mi,1,1,right_hand,2,0,train_geometry,50,32
2068,2068,mi,1,1,right_hand,2,0,train_geometry,50,32
2070,2070,mi,1,1,right_hand,2,0,train_geometry,50,32
2071,2071,mi,1,1,right_hand,2,0,train_geometry,50,32
2072,2072,mi,1,1,left_hand,2,0,train_geometry,50,32
2074,2074,mi,1,1,right_hand,2,0,train_geometry,50,32
2075,2075,mi,1,1,right_hand,2,0,train_geometry,50,32
2076,2076,mi,1,1,left_hand,2,0,train_geometry,50,32
2078,2078,mi,1,1,right_hand,2,0,train_geometry,50,32
2079,2079,mi,1,1,left_hand,2,0,train_geometry,50,32
4161,4161,mi,1,2,right_hand,2,0,train_geometry,50,32
4163,4163,mi,1,2,left_hand,2,0,train_geometry,50,32
4164,4164,mi,1,2,right_hand,2,0,train_geometry,50,32
4165,4165,mi,1,2,right_hand,2,0,train_geometry,50,32
4166,4166,mi,1,2,left_hand,2,0,train_geometry,50,32
4167,4167,mi,1,2,right_hand,2,0,train_geometry,50,32
4168,4168,mi,1,2,left_hand,2,0,train_geometry,50,32
