frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
15060,15060,mi,12,1,left_hand,1,0,train_geometry,50,32
15063,15063,mi,12,1,left_hand,1,0,train_geometry,50,32
15064,15064,mi,12,1,right_hand,1,0,train_geometry,50,32
15065,15065,mi,12,1,right_hand,1,0,train_geometry,50,32
15067,15067,mi,12,1,right_hand,1,0,train_geometry,50,32
15068,15068,mi,12,1,left_hand,1,0,train_geometry,50,32
15070,15070,mi,12,1,right_hand,1,0,train_geometry,50,32
15071,15071,mi,12,1,right_hand,1,0,train_geometry,50,32
15073,15073,mi,12,1,left_hand,1,0,train_geometry,50,32
15075,15075,mi,12,1,left_hand,1,0,train_geometry,50,32
15076,15076,mi,12,1,left_hand,1,0,train_geometry,50,32
15078,15078,mi,12,1,left_hand,1,0,train_geometry,50,32
15079,15079,mi,12,1,right_hand,1,0,train_geometry,50,32
15081,15081,mi,12,1,left_hand,1,0,train_geometry,50,32
15083,15083,mi,12,1,right_hand,1,0,train_geometry,50,32
15084,15084,mi,12,1,right_hand,1,0,train_geometry,50,32
15085,15085,mi,12,1,left_hand,1,0,train_geometry,50,32
15086,15086,mi,12,1,right_hand,1,0,train_geometry,50,32
15087,15087,mi,12,1,left_hand,1,0,train_geometry,50,32
15089,15089,mi,12,1,right_hand,1,0,train_geometry,50,32
15090,15090,mi,12,1,left_hand,1,0,train_geometry,50,32
15092,15092,mi,12,1,left_hand,1,0,train_geometry,50,32
15093,15093,mi,12,1,right_hand,1,0,train_geometry,50,32
15094,15094,mi,12,1,right_hand,1,0,train_geometry,50,32
15097,15097,mi,12,1,right_hand,1,0,train_geometry,50,32
15098,15098,mi,12,1,left_hand,1,0,train_geometry,50,32
15099,15099,mi,12,1,left_hand,1,0,train_geometry,50,32
15100,15100,mi,12,1,left_hand,1,0,train_geometry,50,32
15101,15101,mi,12,1,left_hand,1,0,train_geometry,50,32
15103,15103,mi,12,1,left_hand,1,0,train_geometry,50,32
15104,15104,mi,12,1,right_hand,1,0,train_geometry,50,32
15105,15105,mi,12,1,left_hand,1,0,train_geometry,50,32
15107,15107,mi,12,1,left_hand,1,0,train_geometry,50,32
15110,15110,mi,12,1,left_hand,1,0,train_geometry,50,32
15111,15111,mi,12,1,left_hand,1,0,train_geometry,50,32
15112,15112,mi,12,1,left_hand,1,0,train_geometry,50,32
15113,15113,mi,12,1,right_hand,1,0,train_geometry,50,32
15116,15116,mi,12,1,right_hand,1,0,train_geometry,50,32
15117,15117,mi,12,1,right_hand,1,0,train_geometry,50,32
15118,15118,mi,12,1,left_hand,1,0,train_geometry,50,32
15119,15119,mi,12,1,left_hand,1,0,train_geometry,50,32
15120,15120,mi,12,1,right_hand,1,0,train_geometry,50,32
15121,15121,mi,12,1,right_hand,1,0,train_geometry,50,32
15123,15123,mi,12,1,right_hand,1,0,train_geometry,50,32
15125,15125,mi,12,1,right_hand,1,0,train_geometry,50,32
15127,15127,mi,12,1,left_hand,1,0,train_geometry,50,32
15128,15128,mi,12,1,left_hand,1,0,train_geometry,50,32
15131,15131,mi,12,1,right_hand,1,0,train_geometry,50,32
