frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,inner_split,purpose,group_count_before,selected_count
1,15061,mi,12,1,right_hand,1,0,3,fit,50,32
2,15062,mi,12,1,left_hand,1,0,3,fit,50,32
3,15063,mi,12,1,left_hand,1,0,3,fit,50,32
4,15064,mi,12,1,right_hand,1,0,3,fit,50,32
5,15065,mi,12,1,right_hand,1,0,3,fit,50,32
6,15066,mi,12,1,left_hand,1,0,3,fit,50,32
7,15067,mi,12,1,right_hand,1,0,3,fit,50,32
8,15068,mi,12,1,left_hand,1,0,3,fit,50,32
9,15069,mi,12,1,left_hand,1,0,3,fit,50,32
10,15070,mi,12,1,right_hand,1,0,3,fit,50,32
13,15073,mi,12,1,left_hand,1,0,3,fit,50,32
15,15075,mi,12,1,left_hand,1,0,3,fit,50,32
17,15077,mi,12,1,left_hand,1,0,3,fit,50,32
20,15080,mi,12,1,right_hand,1,0,3,fit,50,32
21,15081,mi,12,1,left_hand,1,0,3,fit,50,32
22,15082,mi,12,1,right_hand,1,0,3,fit,50,32
24,15084,mi,12,1,right_hand,1,0,3,fit,50,32
26,15086,mi,12,1,right_hand,1,0,3,fit,50,32
27,15087,mi,12,1,left_hand,1,0,3,fit,50,32
28,15088,mi,12,1,left_hand,1,0,3,fit,50,32
29,15089,mi,12,1,right_hand,1,0,3,fit,50,32
31,15091,mi,12,1,right_hand,1,0,3,fit,50,32
32,15092,mi,12,1,left_hand,1,0,3,fit,50,32
33,15093,mi,12,1,right_hand,1,0,3,fit,50,32
36,15096,mi,12,1,left_hand,1,0,3,fit,50,32
37,15097,mi,12,1,right_hand,1,0,3,fit,50,32
39,15099,mi,12,1,left_hand,1,0,3,fit,50,32
40,15100,mi,12,1,left_hand,1,0,3,fit,50,32
41,15101,mi,12,1,left_hand,1,0,3,fit,50,32
44,15104,mi,12,1,right_hand,1,0,3,fit,50,32
45,15105,mi,12,1,left_hand,1,0,3,fit,50,32
47,15107,mi,12,1,left_hand,1,0,3,fit,50,32
48,15108,mi,12,1,right_hand,1,0,3,fit,50,32
50,15110,mi,12,1,left_hand,1,0,3,fit,50,32
51,15111,mi,12,1,left_hand,1,0,3,fit,50,32
52,15112,mi,12,1,left_hand,1,0,3,fit,50,32
53,15113,mi,12,1,right_hand,1,0,3,fit,50,32
54,15114,mi,12,1,left_hand,1,0,3,fit,50,32
