stage,c_index,interaction_norm,interaction_top1_margin,interaction_true_margin,native_correct_interaction_norm,native_correct_n,native_correct_true_margin,native_error_interaction_norm,native_error_n,native_error_rate,native_error_true_margin,p_index,positive_true_margin_rate,session,split,subject,train_rank,train_subject_equal_interaction_norm,trial_count
classifier_input,0,2.40969740161745e-07,-3.725290298461914e-09,-0.01911058835685253,2.40969740161745e-07,32,-0.01911058835685253,,0,0.0,,2,0.375,1,TRAIN,1,1,2.2858245074530714e-07,32
classifier_input,0,2.0239187392689928e-07,-8.381903171539307e-09,-0.03746211528778076,2.1627965907100588e-07,25,-0.018695462495088577,1.5279267984169564e-07,7,0.21875,-0.10448586940765381,2,0.375,2,TRAIN,1,1,2.2858245074530714e-07,32
classifier_input,0,2.7095609311800217e-07,-1.5832483768463135e-07,0.06482987105846405,2.7095609311800217e-07,32,0.06482987105846405,,0,0.0,,2,0.375,1,TRAIN,10,1,2.2858245074530714e-07,32
classifier_input,0,2.09185003541279e-07,-4.284083843231201e-08,0.012682074680924416,2.09185003541279e-07,32,0.012682074680924416,,0,0.0,,2,0.4375,2,TRAIN,10,1,2.2858245074530714e-07,32
classifier_input,0,2.1733269761625706e-07,-5.029141902923584e-08,0.06962929666042328,2.1733269761625706e-07,32,0.06962929666042328,,0,0.0,,2,0.375,1,TRAIN,16,1,2.2858245074530714e-07,32
classifier_input,0,2.719964413699927e-07,6.332993507385254e-08,0.03954438492655754,2.719964413699927e-07,32,0.03954438492655754,,0,0.0,,2,0.375,2,TRAIN,16,1,2.2858245074530714e-07,32
classifier_input,0,2.6512589101912454e-07,7.82310962677002e-08,0.052424028515815735,2.6512589101912454e-07,32,0.052424028515815735,,0,0.0,,2,0.40625,1,TRAIN,2,1,2.2858245074530714e-07,32
classifier_input,0,2.171223059121985e-07,-4.0046870708465576e-08,0.05972949415445328,2.2401032140351163e-07,30,0.06371147185564041,1.138020735425016e-07,2,0.0625,2.9802322387695312e-08,2,0.5,2,TRAIN,2,1,2.2858245074530714e-07,32
classifier_input,0,2.246513020054408e-07,-3.5390257835388184e-08,0.1296633929014206,2.246513020054408e-07,32,0.1296633929014206,,0,0.0,,2,0.53125,1,TRAIN,20,1,2.2858245074530714e-07,32
classifier_input,0,2.0082362084394845e-07,-1.6763806343078613e-08,0.08250164240598679,2.0560112545808806e-07,29,0.10910480469465256,1.5464117097963026e-07,3,0.09375,-0.17466217279434204,2,0.4375,2,TRAIN,20,1,2.2858245074530714e-07,32
