fold,seed,task,block,dimensions,persistence_supported,rho_G,rho_null_p95,n_inner_splits,raw_utility_mean_CE,raw_BA_drop_mean,random_mean_CE,calibrated_utility_mean_CE,calibrated_utility_ci95,calibrated_utility_sign_probability,bootstrap,random_draws_per_split,probe_refit_after_intervention
0,0,mi,0,1,True,0.6633724685461578,0.1874084420724044,5,-0.0006100664450244,-0.0007737694723284,0.0060709684394018,-0.0066810348844263,"[-0.002396406913916236, 0.0010299030216959796]",0.2185,"{'mean': -0.0007003737688650219, 'median': -0.0009411785432205111, 'ci95': [-0.002396406913916236, 0.0010299030216959796], 'sign_probability': 0.2185, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,mi,1,1,True,0.4575205343624006,0.1504337156853128,5,-0.0003688280580693,0.0013225271015317,0.0046248705573035,-0.0049936986153728,"[-0.0013718119340677465, 0.0005211301983143898]",0.2093,"{'mean': -0.00038851936417739043, 'median': 0.00033798701528742203, 'ci95': [-0.0013718119340677465, 0.0005211301983143898], 'sign_probability': 0.2093, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,mi,2,4,True,0.323571172258428,0.0906613482094129,5,-0.0009382972617236,0.0013142711295501,0.0280603874381007,-0.0289986846998244,"[-0.0029843737417379287, 0.0016773740995678836]",0.2824,"{'mean': -0.00066565983547707, 'median': -0.0009595774521780065, 'ci95': [-0.0029843737417379287, 0.0016773740995678836], 'sign_probability': 0.2824, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,mi,3,4,True,0.1820706851059943,0.0480509110323842,5,0.0041071719520275,0.0121607006211316,0.0256385107512742,-0.0215313387992466,"[0.0009163274635237345, 0.007369377984744577]",0.9941,"{'mean': 0.004124628681882856, 'median': 0.004326095873993352, 'ci95': [0.0009163274635237345, 0.007369377984744577], 'sign_probability': 0.9941, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,mi,4,4,True,0.0908433345429293,0.0301398342217472,5,0.0977545808557849,0.1304323833804599,0.0071822286771082,0.0905723521786766,"[0.08505703305555395, 0.10987201210209148]",1.0,"{'mean': 0.09711897733092718, 'median': 0.09868142516058875, 'ci95': [0.08505703305555395, 0.10987201210209148], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,mi,5,4,True,0.0400728923408233,0.0272744225558984,5,0.03156703607005,0.0380476826976205,0.0198127393516716,0.0117542967183784,"[0.025310676874602346, 0.03697275827228557]",1.0,"{'mean': 0.031107081312684613, 'median': 0.03470797489313304, 'ci95': [0.025310676874602346, 0.03697275827228557], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,mi,6,2,False,0.0105457380694905,0.0450911078845778,5,0.0051897018822318,0.0104872296549518,0.0104019922807778,-0.005212290398546,"[0.0025207549171927146, 0.00790291470855998]",0.9999,"{'mean': 0.005155815640835829, 'median': 0.004011714730645988, 'ci95': [0.0025207549171927146, 0.00790291470855998], 'sign_probability': 0.9999, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,0,1,True,0.6633724685461578,0.1874084420724044,5,-0.0016029331078443,0.0035246468616954,0.0004613990486723,-0.0020643321565166,"[-0.00413378226737649, 0.0006045675238146635]",0.0754,"{'mean': -0.0017050829533347852, 'median': -0.0007804489615272914, 'ci95': [-0.00413378226737649, 0.0006045675238146635], 'sign_probability': 0.0754, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,1,1,True,0.4575205343624006,0.1504337156853128,5,0.0007670898973944,-0.0031208381285473,0.0004938023745652,0.0002732875228292,"[-0.0010810790199947743, 0.002564690280767396]",0.7947,"{'mean': 0.0007498801282758176, 'median': 0.0004944412168676471, 'ci95': [-0.0010810790199947743, 0.002564690280767396], 'sign_probability': 0.7947, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,2,4,True,0.323571172258428,0.0906613482094129,5,0.0010157218739364,-0.002330000282954,0.0030677907336045,-0.0020520688596681,"[-0.0013708023204576534, 0.003914085697772222]",0.8283,"{'mean': 0.0012396060814920716, 'median': 0.0005814907505047318, 'ci95': [-0.0013708023204576534, 0.003914085697772222], 'sign_probability': 0.8283, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,3,4,True,0.1820706851059943,0.0480509110323842,5,-0.0004175808615956,0.0042596602181782,0.0027697719670394,-0.0031873528286351,"[-0.0026880166036519293, 0.0012158285907677775]",0.2303,"{'mean': -0.0007167062636956532, 'median': -0.00020813471210334722, 'ci95': [-0.0026880166036519293, 0.0012158285907677775], 'sign_probability': 0.2303, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,4,4,True,0.0908433345429293,0.0301398342217472,5,0.0006567756084423,0.0044838794756042,0.0026374624041053,-0.001980686795663,"[-0.0015666928430084883, 0.0029662421704112576]",0.7268,"{'mean': 0.0007128715039202563, 'median': 0.0017414791962153675, 'ci95': [-0.0015666928430084883, 0.0029662421704112576], 'sign_probability': 0.7268, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,5,4,True,0.0400728923408233,0.0272744225558984,5,0.0033134444264551,0.0053008087641163,0.0015996535996872,0.0017137908267678,"[0.0006930087617588736, 0.006723093331223525]",0.9914,"{'mean': 0.0036999552328356015, 'median': 0.001165610603483136, 'ci95': [0.0006930087617588736, 0.006723093331223525], 'sign_probability': 0.9914, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,erp,6,2,False,0.0105457380694905,0.0450911078845778,5,0.0083633619698137,-0.0002471721634272,0.000223458604498,0.0081399033653156,"[0.0055563554102378634, 0.01138480815568484]",1.0,"{'mean': 0.00839898688099966, 'median': 0.007217910926539006, 'ci95': [0.0055563554102378634, 0.01138480815568484], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,0,1,True,0.6633724685461578,0.1874084420724044,5,-0.0017302862145175,-0.0020207961481353,0.0081598730324825,-0.009890159247,"[-0.002732049048367958, -0.0005296173722347229]",0.0014,"{'mean': -0.0016032149946497475, 'median': -0.001576894895975789, 'ci95': [-0.002732049048367958, -0.0005296173722347229], 'sign_probability': 0.0014, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,1,1,True,0.4575205343624006,0.1504337156853128,5,-0.0008399378527125,-0.0002897977170631,0.0081698826883363,-0.0090098205410488,"[-0.001958045974388342, 0.00028789577478017115]",0.0709,"{'mean': -0.0008294385872342573, 'median': -0.0005053280936507809, 'ci95': [-0.001958045974388342, 0.00028789577478017115], 'sign_probability': 0.0709, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,2,4,True,0.323571172258428,0.0906613482094129,5,-0.0034961306639964,0.0011985036761998,0.0474307293933802,-0.0509268600573766,"[-0.0066176036628976375, -0.0009920946080417313]",0.0043,"{'mean': -0.0038352996493375233, 'median': -0.003937634894925046, 'ci95': [-0.0066176036628976375, -0.0009920946080417313], 'sign_probability': 0.0043, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,3,4,True,0.1820706851059943,0.0480509110323842,5,0.0005929315183189,0.0026315003935098,0.0444318867199657,-0.0438389552016468,"[-0.0018242471423734043, 0.0032845623992415435]",0.7302,"{'mean': 0.0007454328526741203, 'median': -0.0007817378118228913, 'ci95': [-0.0018242471423734043, 0.0032845623992415435], 'sign_probability': 0.7302, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,4,4,True,0.0908433345429293,0.0301398342217472,5,0.1383454565907078,0.1286897513834052,0.0158255233846204,0.1225199332060873,"[0.13046026891666146, 0.14841183421579104]",1.0,"{'mean': 0.1395298192025128, 'median': 0.14419958014830592, 'ci95': [0.13046026891666146, 0.14841183421579104], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,5,4,True,0.0400728923408233,0.0272744225558984,5,0.1285913640147438,0.1135319540488225,0.0278394419458311,0.1007519220689126,"[0.11793337139924463, 0.14301589903443643]",1.0,"{'mean': 0.130313160646948, 'median': 0.1285137358487206, 'ci95': [0.11793337139924463, 0.14301589903443643], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,0,ssvep,6,2,False,0.0105457380694905,0.0450911078845778,5,0.0081357328692771,0.0095823708195054,0.0176977635163151,-0.009562030647038,"[0.0060302904580500005, 0.010245104124754144]",1.0,"{'mean': 0.008068297713651286, 'median': 0.006728488063736493, 'ci95': [0.0060302904580500005, 0.010245104124754144], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
0,1,mi,0,1,True,0.7244998557629543,0.2232964056613478,5,-0.0008141408496592,-0.001347620557376,0.0049105744673418,-0.005724715317001,"[-0.0019041636828261998, 0.0007003127955250617]",0.1639,"{'mean': -0.0006551622747344228, 'median': -0.0004399143546671702, 'ci95': [-0.0019041636828261998, 0.0007003127955250617], 'sign_probability': 0.1639, 'draws': 10000, 'n_subjects': 85}",100,True
