fold,seed,dose,group_id,subject_id,harm,baseline_BA,post_BA,identity_drop
0,0,MEDIUM,N,3,0.0,0.97,0.97,0.0
0,0,MEDIUM,N,6,0.0,0.8400000000000002,0.8400000000000002,0.0
0,0,MEDIUM,N,10,0.0,0.75,0.75,0.0
0,0,MEDIUM,N,17,0.0,0.72,0.72,0.0
0,0,MEDIUM,N,28,0.0,0.92,0.92,0.0
0,0,MEDIUM,N,45,0.0,0.86,0.86,0.0
0,0,MEDIUM,N,48,0.0,0.59,0.59,0.0
0,0,MEDIUM,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,0,MEDIUM,P,1,0.0,0.72,0.72,0.0
0,0,MEDIUM,P,3,0.0,0.97,0.97,0.0
0,0,MEDIUM,P,6,0.0,0.8400000000000001,0.8400000000000001,0.0
0,0,MEDIUM,P,10,0.0,0.75,0.75,0.0
0,0,MEDIUM,P,17,0.0,0.72,0.72,0.0
0,0,MEDIUM,P,28,0.0,0.92,0.92,0.0
0,0,MEDIUM,P,45,0.0,0.86,0.86,0.0
0,0,MEDIUM,P,48,0.0,0.59,0.59,0.0
0,0,MEDIUM,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,HIGH,N,1,-0.0098,0.72,0.7298,0.01575
0,1,HIGH,N,3,0.0010999999999999998,0.96,0.9589,-0.0015000000000000258
0,1,HIGH,N,6,0.001799999999999994,0.85,0.8482000000000001,0.033649999999999985
0,1,HIGH,N,10,0.0037999999999999983,0.76,0.7562,0.002350000000000015
0,1,HIGH,N,17,0.01559999999999997,0.58,0.5644,-0.008999999999999992
0,1,HIGH,N,28,0.0002,0.96,0.9598,0.004850000000000009
0,1,HIGH,N,45,-0.0051999999999999625,0.8400000000000002,0.8452000000000001,0.0007499999999999999
0,1,HIGH,N,48,0.0007000000000000028,0.55,0.5493000000000001,0.013199999999999996
0,1,HIGH,N,54,-0.004199999999999975,0.5700000000000001,0.5742,0.0052999999999999645
0,1,HIGH,P,1,0.03499999999999995,0.72,0.685,0.155
0,1,HIGH,P,3,0.04999999999999995,0.96,0.9099999999999999,0.0199999999999999
0,1,HIGH,P,6,0.09999999999999995,0.85,0.75,0.012499999999999999
0,1,HIGH,P,10,0.095,0.76,0.6649999999999999,0.010000000000000099
0,1,HIGH,P,17,0.014999999999999899,0.58,0.5650000000000001,-0.025
0,1,HIGH,P,28,0.09499999999999995,0.96,0.865,0.11500000000000006
0,1,HIGH,P,45,0.05500000000000005,0.8400000000000001,0.785,0.0025
0,1,HIGH,P,48,-0.004999999999999949,0.55,0.5549999999999999,0.0125
0,1,HIGH,P,54,-0.01499999999999995,0.5700000000000001,0.585,-0.00750000000000005
0,1,LOW,N,1,0.0,0.72,0.72,0.0
0,1,LOW,N,3,0.0,0.96,0.96,0.0
0,1,LOW,N,6,0.0,0.85,0.85,0.0
0,1,LOW,N,10,0.0,0.76,0.76,0.0
0,1,LOW,N,17,0.0,0.58,0.58,0.0
0,1,LOW,N,28,0.0,0.96,0.96,0.0
0,1,LOW,N,45,0.0,0.8400000000000002,0.8400000000000002,0.0
0,1,LOW,N,48,0.0,0.55,0.55,0.0
0,1,LOW,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,LOW,P,1,0.0,0.72,0.72,0.0
0,1,LOW,P,3,0.0,0.96,0.96,0.0
0,1,LOW,P,6,0.0,0.85,0.85,0.0
0,1,LOW,P,10,0.0,0.76,0.76,0.0
0,1,LOW,P,17,0.0,0.58,0.58,0.0
0,1,LOW,P,28,0.0,0.96,0.96,0.0
0,1,LOW,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,LOW,P,48,0.0,0.55,0.55,0.0
0,1,LOW,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,MEDIUM,N,1,0.0,0.72,0.72,0.0
0,1,MEDIUM,N,3,0.0,0.96,0.96,0.0
0,1,MEDIUM,N,6,0.0,0.85,0.85,0.0
0,1,MEDIUM,N,10,0.0,0.76,0.76,0.0
0,1,MEDIUM,N,17,0.0,0.58,0.58,0.0
0,1,MEDIUM,N,28,0.0,0.96,0.96,0.0
0,1,MEDIUM,N,45,0.0,0.8400000000000002,0.8400000000000002,0.0
0,1,MEDIUM,N,48,0.0,0.55,0.55,0.0
0,1,MEDIUM,N,54,0.0,0.5700000000000001,0.5700000000000001,0.0
0,1,MEDIUM,P,1,0.0,0.72,0.72,0.0
0,1,MEDIUM,P,3,0.0,0.96,0.96,0.0
0,1,MEDIUM,P,6,0.0,0.85,0.85,0.0
0,1,MEDIUM,P,10,0.0,0.76,0.76,0.0
0,1,MEDIUM,P,17,0.0,0.58,0.58,0.0
0,1,MEDIUM,P,28,0.0,0.96,0.96,0.0
0,1,MEDIUM,P,45,0.0,0.8400000000000001,0.8400000000000001,0.0
0,1,MEDIUM,P,48,0.0,0.55,0.55,0.0
0,1,MEDIUM,P,54,0.0,0.5700000000000001,0.5700000000000001,0.0
1,0,HIGH,N,3,0.0013608695652173911,0.95,0.9486391304347825,-0.013502173913043484
1,0,HIGH,N,7,0.005034782608695627,0.6699999999999999,0.6649652173913043,0.001728260869565213
1,0,HIGH,N,11,-0.0018521739130434665,0.65,0.6518521739130434,0.004410869565217371
1,0,HIGH,N,17,-0.004382608695652198,0.59,0.5943826086956522,-0.0005847826086956522
1,0,HIGH,N,19,-0.0018086956521739098,0.78,0.7818086956521739,0.013154347826086953
1,0,HIGH,N,22,0.006282608695652173,0.72,0.7137173913043479,0.005415217391304349
1,0,HIGH,N,38,-0.002082608695652164,0.65,0.6520826086956522,0.03435434782608695
1,0,HIGH,N,40,0.020317391304347822,0.75,0.7296826086956522,0.0076739130434782775
1,0,HIGH,N,50,-0.003182608695652174,0.5,0.5031826086956521,0.0282804347826087
1,0,HIGH,P,3,0.04499999999999995,0.95,0.905,0.1074999999999999
1,0,HIGH,P,7,-4.85722573273506e-17,0.6699999999999999,0.6699999999999999,0.024999999999999946
1,0,HIGH,P,11,0.005000000000000056,0.65,0.645,-0.0075000000000001
1,0,HIGH,P,17,0.01999999999999995,0.59,0.5700000000000001,-0.0025
1,0,HIGH,P,19,0.05500000000000001,0.78,0.725,0.0
1,0,HIGH,P,22,0.09999999999999995,0.72,0.62,0.08750000000000001
1,0,HIGH,P,38,0.025,0.65,0.625,0.0625
1,0,HIGH,P,40,-0.04,0.75,0.79,0.0475000000000001
1,0,HIGH,P,50,0.0,0.5,0.5,0.1125
1,0,LOW,N,3,0.0002,0.95,0.9498,-0.0011
1,0,LOW,N,7,0.000399999999999999,0.67,0.6696,0.0002
1,0,LOW,N,11,-9.99999999999969e-05,0.65,0.6501,0.001449999999999997
1,0,LOW,N,17,-0.000300000000000002,0.59,0.5902999999999999,-0.0001
1,0,LOW,N,19,-0.0002,0.78,0.7802,0.0002
1,0,LOW,N,22,0.0005,0.72,0.7194999999999999,0.00065
1,0,LOW,N,38,-0.0006999999999999989,0.65,0.6507000000000001,0.002199999999999999
1,0,LOW,N,40,0.001199999999999999,0.75,0.7488,-0.0006499999999999981
1,0,LOW,N,50,-0.0002,0.5,0.5002,0.001050000000000001
1,0,LOW,P,3,0.0,0.95,0.95,0.0
1,0,LOW,P,7,0.0,0.6699999999999999,0.6699999999999999,0.0
1,0,LOW,P,11,0.0,0.65,0.65,0.0
1,0,LOW,P,17,0.0,0.59,0.59,0.0
1,0,LOW,P,19,0.0,0.78,0.78,0.0
1,0,LOW,P,22,0.0,0.72,0.72,0.0
1,0,LOW,P,38,0.0,0.65,0.65,0.0
1,0,LOW,P,40,0.0,0.75,0.75,0.0
1,0,LOW,P,50,0.0,0.5,0.5,0.0
1,0,MEDIUM,N,3,-0.00010833333333333334,0.95,0.9501083333333332,-0.005089583333333333
1,0,MEDIUM,N,7,0.002495833333333323,0.6699999999999999,0.6675041666666666,0.0012958333333333324
1,0,MEDIUM,N,11,0.00031250000000000315,0.65,0.6496875,0.0018916666666666593
1,0,MEDIUM,N,17,-0.0026083333333333384,0.59,0.5926083333333333,-0.00025833333333333334
1,0,MEDIUM,N,19,-9.583333333333339e-05,0.78,0.7800958333333334,0.0034874999999999993
1,0,MEDIUM,N,22,0.0030125000000000004,0.72,0.7169874999999999,0.002481250000000001
1,0,MEDIUM,N,38,-0.0028083333333333267,0.65,0.6528083333333333,0.007339583333333332
1,0,MEDIUM,N,40,0.0060958333333333324,0.75,0.7439041666666667,0.0011083333333333386
1,0,MEDIUM,N,50,-0.0012458333333333334,0.5,0.5012458333333334,0.012181250000000001
1,0,MEDIUM,P,3,0.0,0.95,0.95,0.0
1,0,MEDIUM,P,7,0.0,0.6699999999999999,0.6699999999999999,0.0
1,0,MEDIUM,P,11,0.0,0.65,0.65,0.0
1,0,MEDIUM,P,17,0.0,0.59,0.59,0.0
1,0,MEDIUM,P,19,0.0,0.78,0.78,0.0
1,0,MEDIUM,P,22,0.0,0.72,0.72,0.0
1,0,MEDIUM,P,38,0.0,0.65,0.65,0.0
1,0,MEDIUM,P,40,0.0,0.75,0.75,0.0
1,0,MEDIUM,P,50,0.0,0.5,0.5,0.0
1,1,HIGH,N,3,0.007599999999999996,0.96,0.9523999999999999,-0.005499999999999994
1,1,HIGH,N,7,0.010999999999999985,0.69,0.6789999999999999,0.002299999999999984
1,1,HIGH,N,11,-0.0005999999999999821,0.68,0.6806,0.005199999999999995
1,1,HIGH,N,17,-0.010999999999999984,0.55,0.561,-0.0006
1,1,HIGH,N,19,0.0012,0.8,0.7988000000000001,0.008000000000000005
1,1,HIGH,N,22,0.000599999999999998,0.7,0.6994,0.007899999999999994
1,1,HIGH,N,38,-0.0018,0.6,0.6018,0.00010000000000001007
1,1,HIGH,N,40,0.00020000000000000397,0.79,0.7898000000000001,0.0027000000000000023
1,1,HIGH,N,50,-0.0028000000000000004,0.5,0.5028,0.0355
1,1,HIGH,P,3,0.1599999999999999,0.96,0.8,0.075
1,1,HIGH,P,7,0.1099999999999998,0.69,0.5800000000000001,-0.01
1,1,HIGH,P,11,0.09,0.68,0.59,0.03
1,1,HIGH,P,17,0.1,0.55,0.45,-0.02
1,1,HIGH,P,19,0.07,0.8,0.73,-0.03
1,1,HIGH,P,22,0.0999999999999998,0.7,0.6000000000000001,-0.0699999999999999
1,1,HIGH,P,38,0.0099999999999998,0.6,0.5900000000000001,-0.0199999999999999
1,1,HIGH,P,40,0.14,0.79,0.65,0.045
1,1,HIGH,P,50,0.04,0.5,0.4599999999999999,-0.0249999999999999
1,1,LOW,N,3,0.0,0.96,0.96,0.0
1,1,LOW,N,7,0.0,0.69,0.69,0.0
1,1,LOW,N,11,0.0,0.68,0.68,0.0
1,1,LOW,N,17,0.0,0.55,0.55,0.0
1,1,LOW,N,19,0.0,0.8,0.8,0.0
1,1,LOW,N,22,0.0,0.7,0.7,0.0
1,1,LOW,N,38,0.0,0.6,0.6,0.0
1,1,LOW,N,40,0.0,0.79,0.79,0.0
1,1,LOW,N,50,0.0,0.5,0.5,0.0
1,1,LOW,P,3,0.0,0.96,0.96,0.0
1,1,LOW,P,7,0.0,0.69,0.69,0.0
1,1,LOW,P,11,0.0,0.68,0.68,0.0
1,1,LOW,P,17,0.0,0.55,0.55,0.0
1,1,LOW,P,19,0.0,0.8,0.8,0.0
1,1,LOW,P,22,0.0,0.7,0.7,0.0
1,1,LOW,P,38,0.0,0.6,0.6,0.0
1,1,LOW,P,40,0.0,0.79,0.79,0.0
1,1,LOW,P,50,0.0,0.5,0.5,0.0
1,1,MEDIUM,N,3,0.0,0.96,0.96,0.0
1,1,MEDIUM,N,7,0.0,0.69,0.69,0.0
1,1,MEDIUM,N,11,0.0,0.68,0.68,0.0
1,1,MEDIUM,N,17,0.0,0.55,0.55,0.0
1,1,MEDIUM,N,19,0.0,0.8,0.8,0.0
1,1,MEDIUM,N,22,0.0,0.7,0.7,0.0
1,1,MEDIUM,N,38,0.0,0.6,0.6,0.0
1,1,MEDIUM,N,40,0.0,0.79,0.79,0.0
1,1,MEDIUM,N,50,0.0,0.5,0.5,0.0
1,1,MEDIUM,P,3,0.0,0.96,0.96,0.0
1,1,MEDIUM,P,7,0.0,0.69,0.69,0.0
1,1,MEDIUM,P,11,0.0,0.68,0.68,0.0
1,1,MEDIUM,P,17,0.0,0.55,0.55,0.0
1,1,MEDIUM,P,19,0.0,0.8,0.8,0.0
1,1,MEDIUM,P,22,0.0,0.7,0.7,0.0
1,1,MEDIUM,P,38,0.0,0.6,0.6,0.0
1,1,MEDIUM,P,40,0.0,0.79,0.79,0.0
1,1,MEDIUM,P,50,0.0,0.5,0.5,0.0
2,0,HIGH,N,5,-0.0012244897959183662,0.77,0.7712244897959184,0.08928571428571427
2,0,HIGH,N,6,0.006326530612244848,0.84,0.833673469387755,0.0018367346938775572
2,0,HIGH,N,9,0.01571428571428571,0.75,0.7342857142857143,0.005051020408163246
2,0,HIGH,N,14,-0.0036734693877551274,0.58,0.5836734693877551,-0.03607142857142855
2,0,HIGH,N,16,0.0010204081632653062,0.79,0.7889795918367347,0.09668367346938775
2,0,HIGH,N,17,0.004183673469387777,0.5700000000000001,0.5658163265306122,-0.07795918367346938
2,0,HIGH,N,25,-0.004795918367346939,0.97,0.9747959183673469,0.1187755102040816
2,0,HIGH,N,30,-0.0022448979591836496,0.65,0.6522448979591837,0.025153061224489775
2,0,HIGH,N,49,0.0013265306122448898,0.7,0.6986734693877551,0.015969387755102076
2,0,HIGH,P,5,0.049999999999999996,0.77,0.72,0.06999999999999995
2,0,HIGH,P,6,0.0899999999999999,0.84,0.75,-0.03749999999999995
2,0,HIGH,P,9,-0.020000000000000004,0.75,0.77,-0.015000000000000102
2,0,HIGH,P,14,-0.005,0.58,0.585,-0.004999999999999951
2,0,HIGH,P,16,0.045000000000000005,0.79,0.745,0.0050000000000000495
2,0,HIGH,P,17,0.025000000000000057,0.5700000000000001,0.5449999999999999,0.005
2,0,HIGH,P,25,0.04499999999999995,0.97,0.925,0.030000000000000002
2,0,HIGH,P,30,0.045,0.65,0.605,0.02249999999999995
2,0,HIGH,P,49,0.03999999999999995,0.7,0.6599999999999999,0.0150000000000001
2,0,LOW,N,5,0.0,0.77,0.77,0.0
2,0,LOW,N,6,0.0,0.84,0.84,0.0
2,0,LOW,N,9,0.0,0.75,0.75,0.0
2,0,LOW,N,14,0.0,0.58,0.58,0.0
2,0,LOW,N,16,0.0,0.79,0.79,0.0
2,0,LOW,N,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,LOW,N,25,0.0,0.97,0.97,0.0
2,0,LOW,N,30,0.0,0.65,0.65,0.0
2,0,LOW,N,49,0.0,0.7,0.7,0.0
2,0,LOW,P,5,0.0,0.77,0.77,0.0
2,0,LOW,P,6,0.0,0.84,0.84,0.0
2,0,LOW,P,9,0.0,0.75,0.75,0.0
2,0,LOW,P,14,0.0,0.58,0.58,0.0
2,0,LOW,P,16,0.0,0.79,0.79,0.0
2,0,LOW,P,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,LOW,P,25,0.0,0.97,0.97,0.0
2,0,LOW,P,30,0.0,0.65,0.65,0.0
2,0,LOW,P,49,0.0,0.7,0.7,0.0
2,0,MEDIUM,N,5,0.0007000000000000001,0.77,0.7693,0.041049999999999996
2,0,MEDIUM,N,6,0.0018999999999999848,0.84,0.8381000000000001,-0.0006999999999999981
2,0,MEDIUM,N,9,0.006699999999999999,0.75,0.7433,0.0012499999999999924
2,0,MEDIUM,N,14,-0.0033000000000000087,0.58,0.5832999999999999,-0.01759999999999999
2,0,MEDIUM,N,16,-0.0009,0.79,0.7909,0.0403
2,0,MEDIUM,N,17,-0.00019999999999998985,0.5700000000000001,0.5702,-0.04279999999999999
2,0,MEDIUM,N,25,-0.0022,0.97,0.9722,0.03544999999999999
2,0,MEDIUM,N,30,-0.0019999999999999896,0.65,0.652,0.01039999999999999
2,0,MEDIUM,N,49,-0.0017000000000000032,0.7,0.7017,0.008850000000000016
2,0,MEDIUM,P,5,0.0,0.77,0.77,0.0
2,0,MEDIUM,P,6,0.0,0.84,0.84,0.0
2,0,MEDIUM,P,9,0.0,0.75,0.75,0.0
2,0,MEDIUM,P,14,0.0,0.58,0.58,0.0
2,0,MEDIUM,P,16,0.0,0.79,0.79,0.0
2,0,MEDIUM,P,17,0.0,0.5700000000000001,0.5700000000000001,0.0
2,0,MEDIUM,P,25,0.0,0.97,0.97,0.0
2,0,MEDIUM,P,30,0.0,0.65,0.65,0.0
2,0,MEDIUM,P,49,0.0,0.7,0.7,0.0
2,1,HIGH,N,5,0.0,0.68,0.68,0.0
2,1,HIGH,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,HIGH,N,9,0.0,0.79,0.79,0.0
2,1,HIGH,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,HIGH,N,16,0.0,0.8,0.8,0.0
2,1,HIGH,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,HIGH,N,25,0.0,0.91,0.91,0.0
2,1,HIGH,N,30,0.0,0.84,0.84,0.0
2,1,HIGH,N,49,0.0,0.67,0.67,0.0
2,1,HIGH,P,5,0.029999999999999902,0.6799999999999999,0.65,0.03499999999999985
2,1,HIGH,P,6,0.065,0.8500000000000001,0.785,0.0275000000000001
2,1,HIGH,P,9,0.009999999999999998,0.79,0.78,0.0175
2,1,HIGH,P,14,-5.0306980803327406e-17,0.6499999999999999,0.6499999999999999,0.057499999999999996
2,1,HIGH,P,16,0.055,0.8,0.745,0.0599999999999999
2,1,HIGH,P,17,-0.0350000000000001,0.5599999999999999,0.595,0.027500000000000052
2,1,HIGH,P,25,-0.025,0.91,0.935,0.0825
2,1,HIGH,P,30,0.1599999999999999,0.84,0.6799999999999999,0.01250000000000005
2,1,HIGH,P,49,0.015000000000000051,0.67,0.655,0.03749999999999985
2,1,LOW,N,5,0.0,0.68,0.68,0.0
2,1,LOW,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,LOW,N,9,0.0,0.79,0.79,0.0
2,1,LOW,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,LOW,N,16,0.0,0.8,0.8,0.0
2,1,LOW,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,LOW,N,25,0.0,0.91,0.91,0.0
2,1,LOW,N,30,0.0,0.84,0.84,0.0
2,1,LOW,N,49,0.0,0.67,0.67,0.0
2,1,LOW,P,5,0.0,0.6799999999999999,0.6799999999999999,0.0
2,1,LOW,P,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,LOW,P,9,0.0,0.79,0.79,0.0
2,1,LOW,P,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,LOW,P,16,0.0,0.8,0.8,0.0
2,1,LOW,P,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,LOW,P,25,0.0,0.91,0.91,0.0
2,1,LOW,P,30,0.0,0.84,0.84,0.0
2,1,LOW,P,49,0.0,0.67,0.67,0.0
2,1,MEDIUM,N,5,0.0,0.68,0.68,0.0
2,1,MEDIUM,N,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,MEDIUM,N,9,0.0,0.79,0.79,0.0
2,1,MEDIUM,N,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,MEDIUM,N,16,0.0,0.8,0.8,0.0
2,1,MEDIUM,N,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,MEDIUM,N,25,0.0,0.91,0.91,0.0
2,1,MEDIUM,N,30,0.0,0.84,0.84,0.0
2,1,MEDIUM,N,49,0.0,0.67,0.67,0.0
2,1,MEDIUM,P,5,0.0,0.6799999999999999,0.6799999999999999,0.0
2,1,MEDIUM,P,6,0.0,0.8500000000000001,0.8500000000000001,0.0
2,1,MEDIUM,P,9,0.0,0.79,0.79,0.0
2,1,MEDIUM,P,14,0.0,0.6499999999999999,0.6499999999999999,0.0
2,1,MEDIUM,P,16,0.0,0.8,0.8,0.0
2,1,MEDIUM,P,17,0.0,0.5599999999999999,0.5599999999999999,0.0
2,1,MEDIUM,P,25,0.0,0.91,0.91,0.0
2,1,MEDIUM,P,30,0.0,0.84,0.84,0.0
2,1,MEDIUM,P,49,0.0,0.67,0.67,0.0
