frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,inner_split,purpose,group_count_before,selected_count
142040,15160,ssvep,12,1,6.67,2,1,3,fit,25,25
142041,15161,ssvep,12,1,5.45,2,1,3,fit,25,25
142042,15162,ssvep,12,1,5.45,2,1,3,fit,25,25
142043,15163,ssvep,12,1,8.57,2,1,3,fit,25,25
142044,15164,ssvep,12,1,8.57,2,1,3,fit,25,25
142045,15165,ssvep,12,1,5.45,2,1,3,fit,25,25
142046,15166,ssvep,12,1,6.67,2,1,3,fit,25,25
142047,15167,ssvep,12,1,6.67,2,1,3,fit,25,25
142048,15168,ssvep,12,1,8.57,2,1,3,fit,25,25
142049,15169,ssvep,12,1,6.67,2,1,3,fit,25,25
142050,15170,ssvep,12,1,6.67,2,1,3,fit,25,25
142051,15171,ssvep,12,1,5.45,2,1,3,fit,25,25
142052,15172,ssvep,12,1,5.45,2,1,3,fit,25,25
142053,15173,ssvep,12,1,5.45,2,1,3,fit,25,25
142054,15174,ssvep,12,1,12.0,2,1,3,fit,25,25
142055,15175,ssvep,12,1,6.67,2,1,3,fit,25,25
142056,15176,ssvep,12,1,8.57,2,1,3,fit,25,25
142057,15177,ssvep,12,1,8.57,2,1,3,fit,25,25
142058,15178,ssvep,12,1,12.0,2,1,3,fit,25,25
142059,15179,ssvep,12,1,12.0,2,1,3,fit,25,25
142060,15180,ssvep,12,1,5.45,2,1,3,fit,25,25
142061,15181,ssvep,12,1,8.57,2,1,3,fit,25,25
142062,15182,ssvep,12,1,8.57,2,1,3,fit,25,25
142063,15183,ssvep,12,1,5.45,2,1,3,fit,25,25
142064,15184,ssvep,12,1,8.57,2,1,3,fit,25,25
142065,15185,ssvep,12,1,8.57,2,1,3,fit,25,25
142066,15186,ssvep,12,1,6.67,2,1,3,fit,25,25
142067,15187,ssvep,12,1,12.0,2,1,3,fit,25,25
142068,15188,ssvep,12,1,6.67,2,1,3,fit,25,25
142069,15189,ssvep,12,1,8.57,2,1,3,fit,25,25
142070,15190,ssvep,12,1,8.57,2,1,3,fit,25,25
142071,15191,ssvep,12,1,5.45,2,1,3,fit,25,25
142072,15192,ssvep,12,1,8.57,2,1,3,fit,25,25
142073,15193,ssvep,12,1,5.45,2,1,3,fit,25,25
142074,15194,ssvep,12,1,12.0,2,1,3,fit,25,25
142075,15195,ssvep,12,1,12.0,2,1,3,fit,25,25
142076,15196,ssvep,12,1,8.57,2,1,3,fit,25,25
142077,15197,ssvep,12,1,5.45,2,1,3,fit,25,25
142078,15198,ssvep,12,1,12.0,2,1,3,fit,25,25
142079,15199,ssvep,12,1,12.0,2,1,3,fit,25,25
142080,15200,ssvep,12,1,6.67,2,1,3,fit,25,25
142081,15201,ssvep,12,1,8.57,2,1,3,fit,25,25
142082,15202,ssvep,12,1,5.45,2,1,3,fit,25,25
142083,15203,ssvep,12,1,8.57,2,1,3,fit,25,25
142084,15204,ssvep,12,1,8.57,2,1,3,fit,25,25
142085,15205,ssvep,12,1,5.45,2,1,3,fit,25,25
142086,15206,ssvep,12,1,6.67,2,1,3,fit,25,25
142087,15207,ssvep,12,1,12.0,2,1,3,fit,25,25
142088,15208,ssvep,12,1,5.45,2,1,3,fit,25,25
