task,fold,seed,checkpoint_path,source_checkpoint_path,checkpoint_sha256,selected_epoch,split_sha256,source_commit,source_commit_kind,canonical_model_source_sha256,strict_state_load,normalization_preprocessing_provenance
OpenBMI_MI,0,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_MI\fold0_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed0_litebn/selected_best.pt,6ac976196e0658f66888c0fe23c909c6745c567e57c05cb7e5b2f2113adc5c8c,35,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
OpenBMI_MI,1,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_MI\fold1_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed0_litebn/selected_best.pt,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,58,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
OpenBMI_MI,2,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_MI\fold2_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed0_litebn/selected_best.pt,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,60,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
OpenBMI_MI,3,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_MI\fold3_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed0_litebn/selected_best.pt,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,60,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
OpenBMI_MI,4,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_MI\fold4_seed0\selected_best.pt,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,58,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,6625468ca8d166eddc00aeacde5cdf54bbfaf46b,repository_inspection; training_commit_not_recorded,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_final_heldout_confirmation_v1\protocol\PREPROCESSING_PROVENANCE.json
OpenBMI_ERP,0,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_ERP\fold0_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,10,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_ERP,1,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_ERP\fold1_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,13,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_ERP,2,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_ERP\fold2_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,30,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_ERP,3,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_ERP\fold3_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold3_seed0_litebn/selected_best.pt,116e47d97d6b3c9e5e55bc077a0ba3ce8d06c99f4b575aebcbd42cef2363dca6,12,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
OpenBMI_ERP,4,0,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\checkpoints\OpenBMI_ERP\fold4_seed0\selected_best.pt,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold4_seed0_litebn/selected_best.pt,4caeea4ba87063b74c542024a30a05d044454583c0d10a10dccb5228513f421b,16,d313f8e1f2c105d0b387c607fb781b61d9a05d92875759e51ed0d4c6d889f42a,03f813ccfa25843a305a4c6b74e1c37c6b2598d6,recorded_protocol_lock_commit,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,PASS,D:\nips-temp\TotalP\P1\precisebn_recovered_historical\snapshot\persist_eeg_openbmi_task_generality_v1\protocol\TASK_EPOCH_PROTOCOL.json
