version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7971428571428572,0.7992857142857143,-0.002142857142857113,8,9,49.57810091972351
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714457,0,4,34.48036551475525
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856673,8,9,51.22149300575256
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857144,-0.0007142857142857784,3,4,32.07138991355896
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,30.317317247390747
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.004285714285714337,1,9,36.715561389923096
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856673,0,4,24.59941840171814
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856673,3,9,37.282500982284546
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.895,0.8942857142857144,0.0007142857142856673,3,4,24.228890895843506
V0,V0__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.8558333333333333,0.0016666666666665941,1,6,30.33651876449585
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.004285714285714337,1,9,36.94053411483765
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856673,0,4,24.63924551010132
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.8378571428571429,-0.0028571428571428914,1,9,36.86966300010681
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8914285714285715,0.8942857142857144,-0.0028571428571428914,0,4,24.76433753967285
V0,V0__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,30.919831037521362
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.004285714285714337,1,9,37.19656443595886
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7914285714285714,0.7935714285714286,-0.002142857142857224,0,4,24.818523168563843
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.8378571428571429,-0.0028571428571428914,1,9,37.072511196136475
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8921428571428571,0.8942857142857144,-0.002142857142857224,0,4,24.895414113998413
V0,V0__lg1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8591666666666666,0.8558333333333333,0.0033333333333332993,1,6,30.962610244750977
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7957142857142857,0.002142857142857113,7,13,47.070234060287476
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.649245738983154
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8364285714285714,0.0007142857142857784,5,5,27.488313913345337
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,14.700350284576416
V0,V0__lg0.03__ld0.01__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333526,3,3,22.27756094932556
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427804,5,9,36.982255935668945
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714457,0,4,24.47202444076538
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8364285714285715,0.8378571428571429,-0.0014285714285713347,6,9,36.956743240356445
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857144,-0.0007142857142857784,3,4,24.39767098426819
V0,V0__lg0.03__ld0.01__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,30.47069501876831
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7957142857142857,0.002142857142857113,7,13,47.16343355178833
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.375895738601685
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8364285714285714,0.0007142857142857784,5,5,27.200472593307495
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,14.952558517456055
V0,V0__lg0.03__ld0.1__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333526,3,3,23.116381645202637
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7971428571428572,0.7992857142857143,-0.002142857142857113,8,9,36.9825325012207
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714457,0,4,24.791465520858765
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856673,8,9,37.082125663757324
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8935714285714286,0.8942857142857144,-0.0007142857142857784,3,4,24.46158766746521
V0,V0__lg0.03__ld0.1__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,33.1286997795105
V0,V0__lg0.1__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7957142857142857,0.002142857142857113,4,13,49.40787982940674
