frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,purpose,group_count_before,selected_count
10701,10701,mi,11,1,right_hand,0,0,train_geometry,50,32
10702,10702,mi,11,1,left_hand,0,0,train_geometry,50,32
10703,10703,mi,11,1,left_hand,0,0,train_geometry,50,32
10704,10704,mi,11,1,right_hand,0,0,train_geometry,50,32
10706,10706,mi,11,1,left_hand,0,0,train_geometry,50,32
10707,10707,mi,11,1,right_hand,0,0,train_geometry,50,32
10708,10708,mi,11,1,left_hand,0,0,train_geometry,50,32
10709,10709,mi,11,1,right_hand,0,0,train_geometry,50,32
10710,10710,mi,11,1,right_hand,0,0,train_geometry,50,32
10711,10711,mi,11,1,left_hand,0,0,train_geometry,50,32
10712,10712,mi,11,1,left_hand,0,0,train_geometry,50,32
10713,10713,mi,11,1,right_hand,0,0,train_geometry,50,32
10714,10714,mi,11,1,left_hand,0,0,train_geometry,50,32
10717,10717,mi,11,1,left_hand,0,0,train_geometry,50,32
10718,10718,mi,11,1,right_hand,0,0,train_geometry,50,32
10719,10719,mi,11,1,right_hand,0,0,train_geometry,50,32
10720,10720,mi,11,1,right_hand,0,0,train_geometry,50,32
10723,10723,mi,11,1,left_hand,0,0,train_geometry,50,32
10724,10724,mi,11,1,right_hand,0,0,train_geometry,50,32
10725,10725,mi,11,1,left_hand,0,0,train_geometry,50,32
10726,10726,mi,11,1,left_hand,0,0,train_geometry,50,32
10727,10727,mi,11,1,right_hand,0,0,train_geometry,50,32
10729,10729,mi,11,1,right_hand,0,0,train_geometry,50,32
10734,10734,mi,11,1,right_hand,0,0,train_geometry,50,32
10735,10735,mi,11,1,right_hand,0,0,train_geometry,50,32
10736,10736,mi,11,1,left_hand,0,0,train_geometry,50,32
10739,10739,mi,11,1,left_hand,0,0,train_geometry,50,32
10741,10741,mi,11,1,right_hand,0,0,train_geometry,50,32
10742,10742,mi,11,1,left_hand,0,0,train_geometry,50,32
10744,10744,mi,11,1,left_hand,0,0,train_geometry,50,32
10745,10745,mi,11,1,left_hand,0,0,train_geometry,50,32
10746,10746,mi,11,1,left_hand,0,0,train_geometry,50,32
10747,10747,mi,11,1,right_hand,0,0,train_geometry,50,32
10748,10748,mi,11,1,left_hand,0,0,train_geometry,50,32
10749,10749,mi,11,1,left_hand,0,0,train_geometry,50,32
10750,10750,mi,11,1,left_hand,0,0,train_geometry,50,32
10753,10753,mi,11,1,left_hand,0,0,train_geometry,50,32
10754,10754,mi,11,1,left_hand,0,0,train_geometry,50,32
10755,10755,mi,11,1,right_hand,0,0,train_geometry,50,32
10759,10759,mi,11,1,right_hand,0,0,train_geometry,50,32
10761,10761,mi,11,1,left_hand,0,0,train_geometry,50,32
10764,10764,mi,11,1,right_hand,0,0,train_geometry,50,32
10765,10765,mi,11,1,right_hand,0,0,train_geometry,50,32
10766,10766,mi,11,1,right_hand,0,0,train_geometry,50,32
10767,10767,mi,11,1,right_hand,0,0,train_geometry,50,32
10769,10769,mi,11,1,right_hand,0,0,train_geometry,50,32
