stage,c_index,interaction_norm,interaction_top1_margin,interaction_true_margin,native_correct_interaction_norm,native_correct_n,native_correct_true_margin,native_error_interaction_norm,native_error_n,native_error_rate,native_error_true_margin,p_index,positive_true_margin_rate,session,split,subject,train_rank,train_subject_equal_interaction_norm,trial_count
classifier_input,1,3.7372398509205595e-08,0.0,2.60770320892334e-08,3.282590910202998e-08,13,1.604740518246217e-08,5.707385852815605e-08,3,0.1875,6.953874986947994e-08,0,0.625,1,TRAIN,1,1,4.361511685146979e-08,16
classifier_input,1,3.868948894591995e-08,-7.450580596923828e-09,-3.725290298461914e-09,4.118896512750325e-08,11,-8.127906347965563e-09,3.319064134643668e-08,5,0.3125,5.9604645663569045e-09,0,0.375,2,TRAIN,1,1,4.361511685146979e-08,16
classifier_input,1,2.6012507703399024e-08,-1.257285475730896e-08,-1.257285475730896e-08,2.6341778536220772e-08,14,-1.4368977119261217e-08,2.3707601215505747e-08,2,0.125,0.0,0,0.25,1,TRAIN,11,1,4.361511685146979e-08,16
classifier_input,1,4.692129706995729e-08,2.514570951461792e-08,4.377216100692749e-08,4.862254243676034e-08,12,4.5945245830125714e-08,4.1817578733116534e-08,4,0.25,3.725290298461914e-08,0,0.375,2,TRAIN,11,1,4.361511685146979e-08,16
classifier_input,1,8.264733253326995e-08,3.725290298461914e-08,2.9802322387695312e-08,8.675226581544848e-08,15,3.5762788286319847e-08,2.107342389479072e-08,1,0.0625,-5.960464477539063e-08,0,0.4375,1,TRAIN,15,1,4.361511685146979e-08,16
classifier_input,1,5.416528381374519e-08,1.7462298274040222e-08,4.400499165058136e-08,5.136647374115455e-08,12,4.0978193283081055e-08,6.256172468965815e-08,4,0.25,5.3085386753082275e-08,0,0.5625,2,TRAIN,15,1,4.361511685146979e-08,16
classifier_input,1,4.362857097817141e-08,-4.190951585769653e-09,-1.7229467630386353e-08,4.7820467585779625e-08,13,-1.3181796099104304e-08,2.546372002143471e-08,3,0.1875,-3.476937493473997e-08,0,0.25,1,TRAIN,2,1,4.361511685146979e-08,16
classifier_input,1,4.247612039876003e-08,1.4901161193847656e-08,1.30385160446167e-08,4.885202642412878e-08,11,2.03197654258247e-08,2.8449122169149632e-08,5,0.3125,-2.9802322831784522e-09,0,0.5,2,TRAIN,2,1,4.361511685146979e-08,16
classifier_input,1,3.803094372756277e-08,1.4901161193847656e-08,1.4901161193847656e-08,3.995170416715155e-08,15,1.5894572769070692e-08,9.219623287037848e-09,1,0.0625,0.0,0,0.25,1,TRAIN,20,1,4.361511685146979e-08,16
classifier_input,1,4.478102866301015e-08,-1.0943040251731873e-08,-3.3760443329811096e-08,4.327577940443916e-08,14,-2.554484801464696e-08,5.531774149858393e-08,2,0.125,-9.12696123123169e-08,0,0.0625,2,TRAIN,20,1,4.361511685146979e-08,16
classifier_input,1,3.0951589735650487e-08,1.7695128917694092e-08,2.8870999813079834e-08,3.191408026737008e-08,13,2.8656078399080798e-08,2.6780810458149062e-08,3,0.1875,2.9802322387695312e-08,0,0.5,1,TRAIN,21,1,4.361511685146979e-08,16
classifier_input,1,2.8811321328703343e-08,2.444721758365631e-08,-5.820766091346741e-09,3.055646402572165e-08,10,1.4901161193847656e-08,2.590275016700616e-08,6,0.375,-4.035731038243284e-08,0,0.3125,2,TRAIN,21,1,4.361511685146979e-08,16
classifier_input,1,4.1570622499875753e-08,6.51925802230835e-09,-4.6566128730773926e-09,4.961034960615507e-08,12,1.2417634698280722e-09,1.7451428746539932e-08,4,0.25,-2.2351741790771484e-08,0,0.4375,1,TRAIN,23,1,4.361511685146979e-08,16
classifier_input,1,4.527493402406435e-08,2.3283064365386963e-10,1.5133991837501526e-08,4.5768839385118554e-08,12,1.0244548320770264e-08,4.379321083547438e-08,4,0.25,2.9802322387695312e-08,0,0.4375,2,TRAIN,23,1,4.361511685146979e-08,16
classifier_input,1,4.576884293783223e-08,-5.587935447692871e-09,-5.587935447692871e-09,4.6010310228439266e-08,15,-5.9604645663569045e-09,4.214684778958144e-08,1,0.0625,0.0,0,0.3125,1,TRAIN,26,1,4.361511685146979e-08,16
classifier_input,1,5.0460972289556594e-08,1.862645149230957e-08,2.2351741790771484e-08,5.6854343455370326e-08,12,2.7318796114172983e-08,3.1280862344829075e-08,4,0.25,7.450580596923828e-09,0,0.5625,2,TRAIN,26,1,4.361511685146979e-08,16
classifier_input,1,4.65920244607787e-08,3.0617229640483856e-08,3.8067810237407684e-08,4.688836696686849e-08,15,3.663202008397093e-08,4.214684778958144e-08,1,0.0625,5.960464477539063e-08,0,0.5625,1,TRAIN,28,1,4.361511685146979e-08,16
classifier_input,1,5.754032628146888e-08,-2.8405338525772095e-08,-1.1641532182693481e-08,6.662275353619407e-08,12,-2.669791321352477e-08,3.029304807000699e-08,4,0.25,3.3527612686157227e-08,0,0.4375,2,TRAIN,28,1,4.361511685146979e-08,16
classifier_input,1,4.091207728151858e-08,-1.30385160446167e-08,-1.862645149230957e-08,4.174158618752699e-08,13,-1.9486133595592037e-08,3.731752329372284e-08,3,0.1875,-1.4901161193847656e-08,0,0.375,1,TRAIN,3,1,4.361511685146979e-08,16
classifier_input,1,5.342442221945021e-08,-1.0593794286251068e-08,-2.293381839990616e-08,5.644666956072797e-08,14,-1.915863556689601e-08,3.226868017236484e-08,2,0.125,-4.936009645462036e-08,0,0.4375,2,TRAIN,3,1,4.361511685146979e-08,16
classifier_input,1,4.0171215687223594e-08,9.313225746154785e-10,-6.51925802230835e-09,4.0039502380295744e-08,15,-2.9802322831784522e-09,4.214684778958144e-08,1,0.0625,-5.960464477539063e-08,0,0.3125,1,TRAIN,30,1,4.361511685146979e-08,16
classifier_input,1,3.333881437583841e-08,1.6996636986732483e-08,-5.820766091346741e-09,2.4629565942291265e-08,10,8.940697071579962e-09,4.7854232576582945e-08,6,0.375,-3.0423205288343524e-08,0,0.25,2,TRAIN,30,1,4.361511685146979e-08,16
classifier_input,1,4.972011069526161e-08,1.955777406692505e-08,1.955777406692505e-08,4.972011069526161e-08,16,1.955777406692505e-08,,0,0.0,,0,0.5,1,TRAIN,31,1,4.361511685146979e-08,16
classifier_input,1,5.721105367229029e-08,2.6193447411060333e-08,3.923196345567703e-08,5.842230166308582e-08,14,3.738594855917654e-08,4.8732292867725846e-08,2,0.125,5.21540641784668e-08,0,0.6875,2,TRAIN,31,1,4.361511685146979e-08,16
